timestamp,datetime,motion
1499447587,2017-07-08 00:13:07,0
1499447591,2017-07-08 00:13:11,0
1499447594,2017-07-08 00:13:14,0
1499447596,2017-07-08 00:13:16,0
1499447599,2017-07-08 00:13:19,0
1499447602,2017-07-08 00:13:22,0
1499447605,2017-07-08 00:13:25,0
1499447608,2017-07-08 00:13:28,0
1499447611,2017-07-08 00:13:31,0
1499447614,2017-07-08 00:13:34,0
1499447617,2017-07-08 00:13:37,0
1499447620,2017-07-08 00:13:40,0
1499447623,2017-07-08 00:13:43,0
1499447626,2017-07-08 00:13:46,0
1499447629,2017-07-08 00:13:49,0
1499447632,2017-07-08 00:13:52,0
1499447635,2017-07-08 00:13:55,0
1499447638,2017-07-08 00:13:58,0
1499447641,2017-07-08 00:14:01,0
1499447644,2017-07-08 00:14:04,0
1499447647,2017-07-08 00:14:07,0
1499447651,2017-07-08 00:14:11,0
1499447655,2017-07-08 00:14:15,0
1499447657,2017-07-08 00:14:17,0
1499447660,2017-07-08 00:14:20,0
1499447663,2017-07-08 00:14:23,0
1499447666,2017-07-08 00:14:26,0
1499447668,2017-07-08 00:14:28,0
1499447671,2017-07-08 00:14:31,0
1499447674,2017-07-08 00:14:34,0
1499447677,2017-07-08 00:14:37,0
1499447680,2017-07-08 00:14:40,0
1499447683,2017-07-08 00:14:43,0
1499447686,2017-07-08 00:14:46,0
1499447689,2017-07-08 00:14:49,0
1499447693,2017-07-08 00:14:53,0
1499447696,2017-07-08 00:14:56,0
1499447698,2017-07-08 00:14:58,0
1499447701,2017-07-08 00:15:01,0
1499447704,2017-07-08 00:15:04,0
1499447707,2017-07-08 00:15:07,0
1499447710,2017-07-08 00:15:10,0
1499447713,2017-07-08 00:15:13,0
1499447716,2017-07-08 00:15:16,0
1499447719,2017-07-08 00:15:19,0
1499447722,2017-07-08 00:15:22,0
1499447725,2017-07-08 00:15:25,0
1499447733,2017-07-08 00:15:33,0
1499447736,2017-07-08 00:15:36,0
1499447737,2017-07-08 00:15:37,0
1499447739,2017-07-08 00:15:39,0
1499447745,2017-07-08 00:15:45,0
1499447748,2017-07-08 00:15:48,0
1499447750,2017-07-08 00:15:50,0
1499447751,2017-07-08 00:15:51,0
1499447753,2017-07-08 00:15:53,0
1499447756,2017-07-08 00:15:56,0
1499447759,2017-07-08 00:15:59,0
1499447762,2017-07-08 00:16:02,0
1499447765,2017-07-08 00:16:05,0
1499447767,2017-07-08 00:16:07,0
1499447770,2017-07-08 00:16:10,0
1499447774,2017-07-08 00:16:14,0
1499447776,2017-07-08 00:16:16,0
1499447779,2017-07-08 00:16:19,0
1499447782,2017-07-08 00:16:22,0
1499447785,2017-07-08 00:16:25,0
1499447807,2017-07-08 00:16:47,0
1499447810,2017-07-08 00:16:50,0
1499447811,2017-07-08 00:16:51,0
1499447813,2017-07-08 00:16:53,0
1499447814,2017-07-08 00:16:54,0
1499447815,2017-07-08 00:16:55,0
1499447817,2017-07-08 00:16:57,0
1499447818,2017-07-08 00:16:58,0
1499447820,2017-07-08 00:17:00,0
1499447822,2017-07-08 00:17:02,0
1499447823,2017-07-08 00:17:03,0
1499447826,2017-07-08 00:17:06,0
1499447828,2017-07-08 00:17:08,0
1499447829,2017-07-08 00:17:09,0
1499447831,2017-07-08 00:17:11,0
1499447834,2017-07-08 00:17:14,0
1499447838,2017-07-08 00:17:18,0
1499447840,2017-07-08 00:17:20,0
1499447843,2017-07-08 00:17:23,0
1499447846,2017-07-08 00:17:26,0
1499447848,2017-07-08 00:17:28,0
1499447851,2017-07-08 00:17:31,0
1499447856,2017-07-08 00:17:36,0
1499447859,2017-07-08 00:17:39,0
1499447862,2017-07-08 00:17:42,0
1499447866,2017-07-08 00:17:46,0
1499447867,2017-07-08 00:17:47,0
1499447871,2017-07-08 00:17:51,0
1499447874,2017-07-08 00:17:54,0
1499447875,2017-07-08 00:17:55,0
1499447878,2017-07-08 00:17:58,0
1499447881,2017-07-08 00:18:01,0
1499447884,2017-07-08 00:18:04,0
1499447887,2017-07-08 00:18:07,0
1499447890,2017-07-08 00:18:10,0
1499447893,2017-07-08 00:18:13,0
1499447896,2017-07-08 00:18:16,0
1499447899,2017-07-08 00:18:19,0
1499447902,2017-07-08 00:18:22,0
1499447905,2017-07-08 00:18:25,0
1499447908,2017-07-08 00:18:28,0
1499447911,2017-07-08 00:18:31,0
1499447914,2017-07-08 00:18:34,0
1499447918,2017-07-08 00:18:38,0
1499447921,2017-07-08 00:18:41,0
1499447923,2017-07-08 00:18:43,0
1499447926,2017-07-08 00:18:46,0
1499447929,2017-07-08 00:18:49,0
1499447932,2017-07-08 00:18:52,0
1499447935,2017-07-08 00:18:55,0
1499447938,2017-07-08 00:18:58,0
1499447941,2017-07-08 00:19:01,0
1499447944,2017-07-08 00:19:04,0
1499447947,2017-07-08 00:19:07,0
1499447951,2017-07-08 00:19:11,0
1499447953,2017-07-08 00:19:13,0
1499447956,2017-07-08 00:19:16,0
1499447959,2017-07-08 00:19:19,0
1499447962,2017-07-08 00:19:22,0
1499447965,2017-07-08 00:19:25,0
1499447968,2017-07-08 00:19:28,0
1499447971,2017-07-08 00:19:31,0
1499447974,2017-07-08 00:19:34,0
1499447977,2017-07-08 00:19:37,0
1499447980,2017-07-08 00:19:40,0
1499447983,2017-07-08 00:19:43,0
1499447986,2017-07-08 00:19:46,0
1499447989,2017-07-08 00:19:49,0
1499447992,2017-07-08 00:19:52,0
1499448000,2017-07-08 00:20:00,0
1499448003,2017-07-08 00:20:03,0
1499448004,2017-07-08 00:20:04,0
1499448005,2017-07-08 00:20:05,0
1499448007,2017-07-08 00:20:07,0
1499448010,2017-07-08 00:20:10,0
1499448014,2017-07-08 00:20:14,0
1499448017,2017-07-08 00:20:17,0
1499448019,2017-07-08 00:20:19,0
1499448022,2017-07-08 00:20:22,0
1499448025,2017-07-08 00:20:25,0
1499448028,2017-07-08 00:20:28,0
1499448031,2017-07-08 00:20:31,0
1499448034,2017-07-08 00:20:34,0
1499448037,2017-07-08 00:20:37,0
1499448040,2017-07-08 00:20:40,0
1499448043,2017-07-08 00:20:43,0
1499448046,2017-07-08 00:20:46,0
1499448049,2017-07-08 00:20:49,0
1499448052,2017-07-08 00:20:52,0
1499448055,2017-07-08 00:20:55,0
1499448058,2017-07-08 00:20:58,0
1499448061,2017-07-08 00:21:01,0
1499448064,2017-07-08 00:21:04,0
1499448067,2017-07-08 00:21:07,0
1499448070,2017-07-08 00:21:10,0
1499448073,2017-07-08 00:21:13,0
1499448076,2017-07-08 00:21:16,0
1499448079,2017-07-08 00:21:19,0
1499448082,2017-07-08 00:21:22,0
1499448085,2017-07-08 00:21:25,0
1499448088,2017-07-08 00:21:28,0
1499448091,2017-07-08 00:21:31,0
1499448099,2017-07-08 00:21:39,0
1499448102,2017-07-08 00:21:42,0
1499448103,2017-07-08 00:21:43,0
1499448104,2017-07-08 00:21:44,0
1499448106,2017-07-08 00:21:46,0
1499448109,2017-07-08 00:21:49,0
1499448112,2017-07-08 00:21:52,0
1499448115,2017-07-08 00:21:55,0
1499448118,2017-07-08 00:21:58,0
1499448121,2017-07-08 00:22:01,0
1499448124,2017-07-08 00:22:04,0
1499448127,2017-07-08 00:22:07,0
1499448130,2017-07-08 00:22:10,0
1499448133,2017-07-08 00:22:13,0
1499448136,2017-07-08 00:22:16,0
1499448139,2017-07-08 00:22:19,0
1499448142,2017-07-08 00:22:22,0
1499448144,2017-07-08 00:22:24,0
1499448147,2017-07-08 00:22:27,0
1499448151,2017-07-08 00:22:31,0
1499448154,2017-07-08 00:22:34,0
1499448157,2017-07-08 00:22:37,0
1499448160,2017-07-08 00:22:40,0
1499448163,2017-07-08 00:22:43,0
1499448166,2017-07-08 00:22:46,0
1499448169,2017-07-08 00:22:49,0
1499448172,2017-07-08 00:22:52,0
1499448175,2017-07-08 00:22:55,0
1499448178,2017-07-08 00:22:58,0
1499448181,2017-07-08 00:23:01,0
1499448184,2017-07-08 00:23:04,0
1499448187,2017-07-08 00:23:07,0
1499448190,2017-07-08 00:23:10,0
1499448193,2017-07-08 00:23:13,0
1499448196,2017-07-08 00:23:16,0
1499448199,2017-07-08 00:23:19,0
1499448202,2017-07-08 00:23:22,0
1499448205,2017-07-08 00:23:25,0
1499448208,2017-07-08 00:23:28,0
1499448211,2017-07-08 00:23:31,0
1499448214,2017-07-08 00:23:34,0
1499448217,2017-07-08 00:23:37,0
1499448220,2017-07-08 00:23:40,0
1499448223,2017-07-08 00:23:43,0
1499448231,2017-07-08 00:23:51,0
1499448234,2017-07-08 00:23:54,0
1499448235,2017-07-08 00:23:55,0
1499448236,2017-07-08 00:23:56,0
1499448238,2017-07-08 00:23:58,0
1499448241,2017-07-08 00:24:01,0
1499448244,2017-07-08 00:24:04,0
1499448247,2017-07-08 00:24:07,0
1499448250,2017-07-08 00:24:10,0
1499448253,2017-07-08 00:24:13,0
1499448257,2017-07-08 00:24:17,0
1499448260,2017-07-08 00:24:20,0
1499448267,2017-07-08 00:24:27,0
1499448270,2017-07-08 00:24:30,0
1499448271,2017-07-08 00:24:31,0
1499448272,2017-07-08 00:24:32,0
1499448274,2017-07-08 00:24:34,0
1499448277,2017-07-08 00:24:37,0
1499448280,2017-07-08 00:24:40,0
1499448284,2017-07-08 00:24:44,0
1499448286,2017-07-08 00:24:46,0
1499448289,2017-07-08 00:24:49,0
1499448292,2017-07-08 00:24:52,0
1499448295,2017-07-08 00:24:55,0
1499448298,2017-07-08 00:24:58,0
1499448301,2017-07-08 00:25:01,0
1499448304,2017-07-08 00:25:04,0
1499448307,2017-07-08 00:25:07,0
1499448310,2017-07-08 00:25:10,0
1499448313,2017-07-08 00:25:13,0
1499448316,2017-07-08 00:25:16,0
1499448319,2017-07-08 00:25:19,0
1499448327,2017-07-08 00:25:27,0
1499448330,2017-07-08 00:25:30,0
1499448331,2017-07-08 00:25:31,0
1499448333,2017-07-08 00:25:33,0
1499448335,2017-07-08 00:25:35,0
1499448337,2017-07-08 00:25:37,0
1499448340,2017-07-08 00:25:40,0
1499448344,2017-07-08 00:25:44,0
1499448346,2017-07-08 00:25:46,0
1499448349,2017-07-08 00:25:49,0
1499448352,2017-07-08 00:25:52,0
1499448355,2017-07-08 00:25:55,0
1499448358,2017-07-08 00:25:58,0
1499448361,2017-07-08 00:26:01,0
1499448364,2017-07-08 00:26:04,0
1499448367,2017-07-08 00:26:07,0
1499448370,2017-07-08 00:26:10,0
1499448374,2017-07-08 00:26:14,0
1499448377,2017-07-08 00:26:17,0
1499448379,2017-07-08 00:26:19,0
1499448382,2017-07-08 00:26:22,0
1499448385,2017-07-08 00:26:25,0
1499448388,2017-07-08 00:26:28,0
1499448391,2017-07-08 00:26:31,0
1499448394,2017-07-08 00:26:34,0
1499448397,2017-07-08 00:26:37,0
1499448400,2017-07-08 00:26:40,0
1499448403,2017-07-08 00:26:43,0
1499448406,2017-07-08 00:26:46,0
1499448409,2017-07-08 00:26:49,0
1499448412,2017-07-08 00:26:52,0
1499448415,2017-07-08 00:26:55,0
1499448418,2017-07-08 00:26:58,0
1499448421,2017-07-08 00:27:01,0
1499448424,2017-07-08 00:27:04,0
1499448427,2017-07-08 00:27:07,0
1499448430,2017-07-08 00:27:10,0
1499448433,2017-07-08 00:27:13,0
1499448436,2017-07-08 00:27:16,0
1499448439,2017-07-08 00:27:19,0
1499448442,2017-07-08 00:27:22,0
1499448445,2017-07-08 00:27:25,0
1499448448,2017-07-08 00:27:28,0
1499448451,2017-07-08 00:27:31,0
1499448454,2017-07-08 00:27:34,0
1499448457,2017-07-08 00:27:37,0
1499448460,2017-07-08 00:27:40,0
1499448463,2017-07-08 00:27:43,0
1499448466,2017-07-08 00:27:46,0
1499448470,2017-07-08 00:27:50,0
1499448473,2017-07-08 00:27:53,0
1499448480,2017-07-08 00:28:00,0
1499448483,2017-07-08 00:28:03,0
1499448485,2017-07-08 00:28:05,0
1499448491,2017-07-08 00:28:11,0
1499448492,2017-07-08 00:28:12,0
1499448494,2017-07-08 00:28:14,0
1499448496,2017-07-08 00:28:16,0
1499448497,2017-07-08 00:28:17,0
1499448499,2017-07-08 00:28:19,0
1499448502,2017-07-08 00:28:22,0
1499448505,2017-07-08 00:28:25,0
1499448508,2017-07-08 00:28:28,0
1499448511,2017-07-08 00:28:31,0
1499448514,2017-07-08 00:28:34,0
1499448517,2017-07-08 00:28:37,0
1499448520,2017-07-08 00:28:40,0
1499448523,2017-07-08 00:28:43,0
1499448526,2017-07-08 00:28:46,0
1499448529,2017-07-08 00:28:49,0
1499448532,2017-07-08 00:28:52,0
1499448535,2017-07-08 00:28:55,0
1499448538,2017-07-08 00:28:58,0
1499448541,2017-07-08 00:29:01,0
1499448544,2017-07-08 00:29:04,0
1499448547,2017-07-08 00:29:07,0
1499448550,2017-07-08 00:29:10,0
1499448553,2017-07-08 00:29:13,0
1499448556,2017-07-08 00:29:16,0
1499448559,2017-07-08 00:29:19,0
1499448562,2017-07-08 00:29:22,0
1499448565,2017-07-08 00:29:25,0
1499448568,2017-07-08 00:29:28,0
1499448571,2017-07-08 00:29:31,0
1499448573,2017-07-08 00:29:33,0
1499448576,2017-07-08 00:29:36,0
1499448580,2017-07-08 00:29:40,0
1499448583,2017-07-08 00:29:43,0
1499448586,2017-07-08 00:29:46,0
1499448589,2017-07-08 00:29:49,0
1499448593,2017-07-08 00:29:53,0
1499448596,2017-07-08 00:29:56,0
1499448598,2017-07-08 00:29:58,0
1499448601,2017-07-08 00:30:01,0
1499448604,2017-07-08 00:30:04,0
1499448607,2017-07-08 00:30:07,0
1499448610,2017-07-08 00:30:10,0
1499448613,2017-07-08 00:30:13,0
1499448616,2017-07-08 00:30:16,0
1499448618,2017-07-08 00:30:18,0
1499448621,2017-07-08 00:30:21,0
1499448625,2017-07-08 00:30:25,0
1499448628,2017-07-08 00:30:28,0
1499448631,2017-07-08 00:30:31,0
1499448634,2017-07-08 00:30:34,0
1499448637,2017-07-08 00:30:37,0
1499448640,2017-07-08 00:30:40,0
1499448643,2017-07-08 00:30:43,0
1499448646,2017-07-08 00:30:46,0
1499448649,2017-07-08 00:30:49,0
1499448652,2017-07-08 00:30:52,0
1499448655,2017-07-08 00:30:55,0
1499448658,2017-07-08 00:30:58,0
1499448661,2017-07-08 00:31:01,0
1499448664,2017-07-08 00:31:04,0
1499448667,2017-07-08 00:31:07,0
1499448670,2017-07-08 00:31:10,0
1499448673,2017-07-08 00:31:13,0
1499448676,2017-07-08 00:31:16,0
1499448679,2017-07-08 00:31:19,0
1499448682,2017-07-08 00:31:22,0
1499448685,2017-07-08 00:31:25,0
1499448688,2017-07-08 00:31:28,0
1499448691,2017-07-08 00:31:31,0
1499448694,2017-07-08 00:31:34,0
1499448697,2017-07-08 00:31:37,0
1499448700,2017-07-08 00:31:40,0
1499448703,2017-07-08 00:31:43,0
1499448706,2017-07-08 00:31:46,0
1499448709,2017-07-08 00:31:49,0
1499448711,2017-07-08 00:31:51,0
1499448714,2017-07-08 00:31:54,0
1499448718,2017-07-08 00:31:58,0
1499448721,2017-07-08 00:32:01,0
1499448724,2017-07-08 00:32:04,0
1499448727,2017-07-08 00:32:07,0
1499448729,2017-07-08 00:32:09,0
1499448732,2017-07-08 00:32:12,0
1499448736,2017-07-08 00:32:16,0
1499448739,2017-07-08 00:32:19,0
1499448742,2017-07-08 00:32:22,0
1499448745,2017-07-08 00:32:25,0
1499448748,2017-07-08 00:32:28,0
1499448751,2017-07-08 00:32:31,0
1499448754,2017-07-08 00:32:34,0
1499448757,2017-07-08 00:32:37,0
1499448760,2017-07-08 00:32:40,0
1499448763,2017-07-08 00:32:43,0
1499448766,2017-07-08 00:32:46,0
1499448769,2017-07-08 00:32:49,0
1499448772,2017-07-08 00:32:52,0
1499448775,2017-07-08 00:32:55,0
1499448778,2017-07-08 00:32:58,0
1499448781,2017-07-08 00:33:01,0
1499448784,2017-07-08 00:33:04,0
1499448787,2017-07-08 00:33:07,0
1499448790,2017-07-08 00:33:10,0
1499448793,2017-07-08 00:33:13,0
1499448796,2017-07-08 00:33:16,0
1499448799,2017-07-08 00:33:19,0
1499448802,2017-07-08 00:33:22,0
1499448805,2017-07-08 00:33:25,0
1499448808,2017-07-08 00:33:28,0
1499448811,2017-07-08 00:33:31,0
1499448814,2017-07-08 00:33:34,0
1499448817,2017-07-08 00:33:37,0
1499448820,2017-07-08 00:33:40,0
1499448823,2017-07-08 00:33:43,0
1499448826,2017-07-08 00:33:46,0
1499448829,2017-07-08 00:33:49,0
1499448832,2017-07-08 00:33:52,0
1499448835,2017-07-08 00:33:55,0
1499448838,2017-07-08 00:33:58,0
1499448841,2017-07-08 00:34:01,0
1499448844,2017-07-08 00:34:04,0
1499448847,2017-07-08 00:34:07,0
1499448850,2017-07-08 00:34:10,0
1499448853,2017-07-08 00:34:13,0
1499448856,2017-07-08 00:34:16,0
1499448859,2017-07-08 00:34:19,0
1499448862,2017-07-08 00:34:22,0
1499448865,2017-07-08 00:34:25,0
1499448868,2017-07-08 00:34:28,0
1499448872,2017-07-08 00:34:32,0
1499448875,2017-07-08 00:34:35,0
1499448877,2017-07-08 00:34:37,0
1499448880,2017-07-08 00:34:40,0
1499448883,2017-07-08 00:34:43,0
1499448886,2017-07-08 00:34:46,0
1499448889,2017-07-08 00:34:49,0
1499448892,2017-07-08 00:34:52,0
