datetime,status,power,energy,gateway_id,plugload_id
2017-12-12 17:50:28.375336,ON,5.155,,1,3WIS221445K1200321
2017-12-12 17:50:38.646045,ON,5.115,,1,3WIS221445K1200321
2017-12-12 17:50:48.674976,ON,5.11,,1,3WIS221445K1200321
2017-12-12 17:50:58.374768,ON,5.135,,1,3WIS221445K1200321
2017-12-12 17:51:08.832839,ON,5.14,,1,3WIS221445K1200321
2017-12-12 17:51:18.989737,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:51:30.646647,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:51:41.109067,ON,5.11,,1,3WIS221445K1200321
2017-12-12 17:51:50.897203,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:52:05.230709,ON,5.13,,1,3WIS221445K1200321
2017-12-12 17:52:15.680947,ON,5.135,,1,3WIS221445K1200321
2017-12-12 17:52:25.585409,ON,5.13,,1,3WIS221445K1200321
2017-12-12 17:52:35.479683,ON,5.11,,1,3WIS221445K1200321
2017-12-12 17:52:45.995413,ON,5.12,,1,3WIS221445K1200321
2017-12-12 17:52:56.117247,ON,5.105,,1,3WIS221445K1200321
2017-12-12 17:53:05.465038,ON,5.145,,1,3WIS221445K1200321
2017-12-12 17:53:15.394500,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:53:25.732963,ON,5.12,,1,3WIS221445K1200321
2017-12-12 17:53:35.847609,ON,5.16,,1,3WIS221445K1200321
2017-12-12 17:53:45.506196,ON,5.135,,1,3WIS221445K1200321
2017-12-12 17:53:55.405903,ON,5.07,,1,3WIS221445K1200321
2017-12-12 17:54:05.307325,ON,5.14,,1,3WIS221445K1200321
2017-12-12 17:54:15.501678,ON,5.105,,1,3WIS221445K1200321
2017-12-12 17:54:25.980986,ON,5.115,,1,3WIS221445K1200321
2017-12-12 17:54:35.538697,ON,5.085,,1,3WIS221445K1200321
2017-12-12 17:54:45.995344,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:54:56.093771,ON,5.095,,1,3WIS221445K1200321
2017-12-12 17:55:05.367826,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:55:15.369964,ON,5.075,,1,3WIS221445K1200321
2017-12-12 17:55:25.579570,ON,5.105,,1,3WIS221445K1200321
2017-12-12 17:55:35.690303,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:55:45.735566,ON,5.155,,1,3WIS221445K1200321
2017-12-12 17:55:55.648612,ON,5.115,,1,3WIS221445K1200321
2017-12-12 17:56:05.642971,ON,5.11,,1,3WIS221445K1200321
2017-12-12 17:56:15.500105,ON,5.055,,1,3WIS221445K1200321
2017-12-12 17:56:25.517610,ON,5.105,,1,3WIS221445K1200321
2017-12-12 17:57:15.875135,ON,5.095,,1,3WIS221445K1200321
2017-12-12 17:57:26.197243,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:57:36.124305,ON,5.06,,1,3WIS221445K1200321
2017-12-12 17:57:46.217432,ON,5.09,,1,3WIS221445K1200321
2017-12-12 17:57:56.230891,ON,5.105,,1,3WIS221445K1200321
2017-12-12 17:58:06.136874,ON,5.115,,1,3WIS221445K1200321
2017-12-12 17:58:16.086897,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:58:26.396272,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:58:36.503188,ON,5.095,,1,3WIS221445K1200321
2017-12-12 17:58:46.418175,ON,5.08,,1,3WIS221445K1200321
2017-12-12 17:58:56.908916,ON,5.115,,1,3WIS221445K1200321
2017-12-12 17:59:06.686146,ON,5.13,,1,3WIS221445K1200321
2017-12-12 17:59:16.186922,ON,5.1,,1,3WIS221445K1200321
2017-12-12 17:59:26.138019,ON,5.095,,1,3WIS221445K1200321
2017-12-12 17:59:36.149872,ON,5.055,,1,3WIS221445K1200321
2017-12-12 17:59:46.271913,ON,5.085,,1,3WIS221445K1200321
2017-12-12 17:59:56.212556,ON,5.135,,1,3WIS221445K1200321
2017-12-12 18:00:06.148742,ON,5.11,,1,3WIS221445K1200321
2017-12-12 18:00:15.570244,ON,5.09,,1,3WIS221445K1200321
2017-12-12 18:00:25.970482,ON,5.13,,1,3WIS221445K1200321
2017-12-12 18:00:35.993412,ON,5.12,,1,3WIS221445K1200321
2017-12-12 18:00:46.239271,ON,5.09,,1,3WIS221445K1200321
2017-12-12 18:00:56.389191,ON,5.105,,1,3WIS221445K1200321
2017-12-12 18:01:06.049962,ON,5.07,,1,3WIS221445K1200321
2017-12-12 18:01:15.987083,ON,5.055,,1,3WIS221445K1200321
2017-12-12 18:01:26.043043,ON,5.055,,1,3WIS221445K1200321
2017-12-12 18:01:35.875780,ON,5.105,,1,3WIS221445K1200321
2017-12-12 18:01:45.899946,ON,5.075,,1,3WIS221445K1200321
2017-12-12 18:01:55.914502,ON,5.105,,1,3WIS221445K1200321
2017-12-12 18:44:37.546581,ON,53.3,,1,3WIS221445K1200321
2017-12-12 18:44:57.869144,ON,53.515,,1,3WIS221445K1200321
2017-12-12 18:45:17.640458,ON,53.055,,1,3WIS221445K1200321
2017-12-12 18:45:37.869126,ON,52.86,,1,3WIS221445K1200321
2017-12-12 18:45:57.913827,ON,52.63,,1,3WIS221445K1200321
2017-12-12 18:46:17.980495,ON,52.215,,1,3WIS221445K1200321
2017-12-12 18:46:37.886202,ON,51.7,,1,3WIS221445K1200321
2017-12-12 18:46:57.946047,ON,51.435,,1,3WIS221445K1200321
2017-12-12 18:47:17.987252,ON,51.38,,1,3WIS221445K1200321
2017-12-12 18:47:37.646583,ON,51.05,,1,3WIS221445K1200321
2017-12-12 18:47:57.713886,ON,50.685,,1,3WIS221445K1200321
2017-12-12 18:48:17.725172,ON,50.52,,1,3WIS221445K1200321
2017-12-12 18:48:37.566875,ON,50.23,,1,3WIS221445K1200321
2017-12-12 18:48:57.663372,ON,49.95,,1,3WIS221445K1200321
2017-12-12 18:50:38.913695,ON,51.92,,1,3WIS221445K1200321
2017-12-12 18:50:59.279694,ON,51.77,,1,3WIS221445K1200321
2017-12-12 18:51:18.988821,ON,51.39,,1,3WIS221445K1200321
2017-12-12 18:51:38.904635,ON,51.485,,1,3WIS221445K1200321
2017-12-12 18:51:59.029770,ON,51.21,,1,3WIS221445K1200321
2017-12-12 18:52:19.036563,ON,51.02,,1,3WIS221445K1200321
2017-12-12 18:54:05.852542,ON,49.595,,1,3WIS221445K1200321
2017-12-12 18:54:26.193121,ON,49.45,,1,3WIS221445K1200321
2017-12-12 18:54:45.961681,ON,51.825,,1,3WIS221445K1200321
2017-12-12 18:55:05.944873,ON,51.975,,1,3WIS221445K1200321
2017-12-12 18:55:26.219741,ON,51.895,,1,3WIS221445K1200321
2017-12-12 18:55:46.224538,ON,51.59,,1,3WIS221445K1200321
2017-12-12 18:56:06.016575,ON,51.43,,1,3WIS221445K1200321
2017-12-12 18:56:26.977597,ON,5.225,,1,3WIS221445K1200321
2017-12-12 18:56:46.906913,ON,5.155,,1,3WIS221445K1200321
2017-12-12 18:57:05.890454,ON,5.145,,1,3WIS221445K1200321
2017-12-12 18:57:26.068904,ON,5.175,,1,3WIS221445K1200321
2017-12-12 18:57:46.229735,ON,5.15,,1,3WIS221445K1200321
2017-12-12 18:58:06.666901,ON,5.175,,1,3WIS221445K1200321
2017-12-12 18:58:26.609679,ON,5.155,,1,3WIS221445K1200321
2017-12-12 18:58:46.093881,ON,5.13,,1,3WIS221445K1200321
2017-12-12 18:59:06.194290,ON,5.195,,1,3WIS221445K1200321
2017-12-12 18:59:26.056192,ON,5.215,,1,3WIS221445K1200321
2017-12-12 18:59:46.043140,ON,5.2,,1,3WIS221445K1200321
2017-12-12 19:00:06.826920,ON,5.23,,1,3WIS221445K1200321
2017-12-12 19:00:26.950703,ON,5.21,,1,3WIS221445K1200321
2017-12-12 19:00:46.111055,ON,5.235,,1,3WIS221445K1200321
2017-12-12 19:01:06.016393,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:01:25.977297,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:01:46.062879,ON,5.15,,1,3WIS221445K1200321
2017-12-12 19:02:06.549732,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:02:26.616637,ON,5.175,,1,3WIS221445K1200321
2017-12-12 19:02:46.137050,ON,5.14,,1,3WIS221445K1200321
2017-12-12 19:03:06.056996,ON,5.16,,1,3WIS221445K1200321
2017-12-12 19:03:25.974948,ON,5.135,,1,3WIS221445K1200321
2017-12-12 19:03:51.039720,ON,5.155,,1,3WIS221445K1200321
2017-12-12 19:04:11.228966,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:04:26.185312,ON,5.17,,1,3WIS221445K1200321
2017-12-12 19:04:46.041963,ON,5.205,,1,3WIS221445K1200321
2017-12-12 19:05:06.059013,ON,5.14,,1,3WIS221445K1200321
2017-12-12 19:05:26.122180,ON,5.15,,1,3WIS221445K1200321
2017-12-12 19:05:46.077530,ON,5.18,,1,3WIS221445K1200321
2017-12-12 19:06:06.367127,ON,5.16,,1,3WIS221445K1200321
2017-12-12 19:06:26.686766,ON,5.215,,1,3WIS221445K1200321
2017-12-12 19:06:46.269312,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:07:06.193091,ON,5.2,,1,3WIS221445K1200321
2017-12-12 19:07:26.217676,ON,5.12,,1,3WIS221445K1200321
2017-12-12 19:07:46.292047,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:08:06.774608,ON,5.165,,1,3WIS221445K1200321
2017-12-12 19:08:27.060037,ON,5.165,,1,3WIS221445K1200321
2017-12-12 19:08:46.160716,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:09:06.339742,ON,3.715,,1,3WIS221445K1200321
2017-12-12 19:09:26.213266,ON,5.165,,1,3WIS221445K1200321
2017-12-12 19:09:46.082058,ON,5.15,,1,3WIS221445K1200321
2017-12-12 19:10:06.789900,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:10:27.133326,ON,5.135,,1,3WIS221445K1200321
2017-12-12 19:10:46.035647,ON,5.095,,1,3WIS221445K1200321
2017-12-12 19:11:06.031965,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:11:26.001324,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:11:46.132521,ON,5.1,,1,3WIS221445K1200321
2017-12-12 19:12:06.647292,ON,5.11,,1,3WIS221445K1200321
2017-12-12 19:12:26.540188,ON,5.13,,1,3WIS221445K1200321
2017-12-12 19:12:46.013229,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:13:06.193892,ON,5.11,,1,3WIS221445K1200321
2017-12-12 19:13:26.219526,ON,5.165,,1,3WIS221445K1200321
2017-12-12 19:13:46.083200,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:14:07.014493,ON,5.09,,1,3WIS221445K1200321
2017-12-12 19:14:27.144001,ON,5.095,,1,3WIS221445K1200321
2017-12-12 19:31:12.900902,ON,52.795,,1,3WIS221445K1200321
2017-12-12 19:31:14.380742,ON,52.775,,1,3WIS221445K1200321
2017-12-12 19:31:15.999829,ON,52.755,,1,3WIS221445K1200321
2017-12-12 19:31:17.357063,ON,52.7,,1,3WIS221445K1200321
2017-12-12 19:31:18.635623,ON,52.66,,1,3WIS221445K1200321
2017-12-12 19:31:19.930076,ON,52.58,,1,3WIS221445K1200321
2017-12-12 19:31:21.260578,ON,52.64,,1,3WIS221445K1200321
2017-12-12 19:31:22.578656,ON,52.675,,1,3WIS221445K1200321
2017-12-12 19:31:23.868768,ON,52.6,,1,3WIS221445K1200321
2017-12-12 19:31:25.192612,ON,52.635,,1,3WIS221445K1200321
2017-12-12 19:31:26.660608,ON,52.59,,1,3WIS221445K1200321
2017-12-12 19:31:27.978478,ON,52.505,,1,3WIS221445K1200321
2017-12-12 19:31:29.345855,ON,52.5,,1,3WIS221445K1200321
2017-12-12 19:31:30.651847,ON,52.495,,1,3WIS221445K1200321
2017-12-12 19:31:31.972109,ON,52.505,,1,3WIS221445K1200321
2017-12-12 19:31:33.321684,ON,52.52,,1,3WIS221445K1200321
2017-12-12 19:31:34.754642,ON,52.525,,1,3WIS221445K1200321
2017-12-12 19:31:36.098515,ON,52.49,,1,3WIS221445K1200321
2017-12-12 19:31:37.473602,ON,52.49,,1,3WIS221445K1200321
2017-12-12 19:31:38.861113,ON,52.455,,1,3WIS221445K1200321
2017-12-12 19:31:40.135871,ON,52.43,,1,3WIS221445K1200321
2017-12-12 19:31:41.445153,ON,52.39,,1,3WIS221445K1200321
2017-12-12 19:31:42.748987,ON,52.375,,1,3WIS221445K1200321
2017-12-12 19:31:44.144572,ON,52.29,,1,3WIS221445K1200321
2017-12-12 19:31:45.629254,ON,52.24,,1,3WIS221445K1200321
2017-12-12 19:31:46.923621,ON,52.24,,1,3WIS221445K1200321
2017-12-12 19:31:48.280451,ON,52.345,,1,3WIS221445K1200321
2017-12-12 19:31:49.540576,ON,52.285,,1,3WIS221445K1200321
2017-12-12 19:31:50.831448,ON,52.275,,1,3WIS221445K1200321
2017-12-12 19:31:52.141266,ON,52.18,,1,3WIS221445K1200321
2017-12-12 19:31:53.456235,ON,52.1,,1,3WIS221445K1200321
2017-12-12 19:31:54.721162,ON,52.11,,1,3WIS221445K1200321
2017-12-12 19:31:56.081644,ON,52.2,,1,3WIS221445K1200321
2017-12-12 19:31:57.402923,ON,52.21,,1,3WIS221445K1200321
2017-12-12 19:31:58.901498,ON,52.19,,1,3WIS221445K1200321
2017-12-12 19:32:00.269910,ON,52.09,,1,3WIS221445K1200321
2017-12-12 19:32:01.519639,ON,52.125,,1,3WIS221445K1200321
2017-12-12 19:32:02.830469,ON,52.145,,1,3WIS221445K1200321
2017-12-12 19:32:04.143138,ON,52.105,,1,3WIS221445K1200321
2017-12-12 19:32:05.957642,ON,52.065,,1,3WIS221445K1200321
2017-12-12 19:32:07.967332,ON,52.045,,1,3WIS221445K1200321
2017-12-12 19:32:10.189299,ON,51.965,,1,3WIS221445K1200321
2017-12-12 19:32:16.960276,ON,51.95,,1,3WIS221445K1200321
2017-12-12 19:32:18.465301,ON,51.805,,1,3WIS221445K1200321
2017-12-12 19:32:19.799864,ON,51.78,,1,3WIS221445K1200321
2017-12-12 19:32:21.164088,ON,51.77,,1,3WIS221445K1200321
2017-12-12 19:32:22.559618,ON,51.805,,1,3WIS221445K1200321
2017-12-12 19:32:23.813086,ON,51.8,,1,3WIS221445K1200321
2017-12-12 19:32:25.077165,ON,51.79,,1,3WIS221445K1200321
2017-12-12 19:32:26.407104,ON,51.75,,1,3WIS221445K1200321
2017-12-12 19:32:27.771579,ON,51.755,,1,3WIS221445K1200321
2017-12-12 19:32:29.078561,ON,51.69,,1,3WIS221445K1200321
2017-12-12 19:32:30.390581,ON,51.68,,1,3WIS221445K1200321
2017-12-12 19:32:46.085850,ON,51.595,,1,3WIS221445K1200321
2017-12-12 19:33:06.091510,ON,51.375,,1,3WIS221445K1200321
2017-12-12 19:33:26.012840,ON,51.01,,1,3WIS221445K1200321
2017-12-12 19:33:46.023988,ON,50.91,,1,3WIS221445K1200321
2017-12-12 19:34:06.753692,ON,50.64,,1,3WIS221445K1200321
2017-12-12 19:34:27.285368,ON,50.385,,1,3WIS221445K1200321
2017-12-12 19:34:46.296189,ON,50.245,,1,3WIS221445K1200321
2017-12-12 19:35:06.152866,ON,49.725,,1,3WIS221445K1200321
2017-12-12 19:35:26.093415,ON,6.365,,1,3WIS221445K1200321
2017-12-12 19:35:46.106238,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:36:06.528614,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:36:26.451233,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:36:46.053469,ON,5.135,,1,3WIS221445K1200321
2017-12-12 19:37:06.072757,ON,5.175,,1,3WIS221445K1200321
2017-12-12 19:37:26.157891,ON,5.24,,1,3WIS221445K1200321
2017-12-12 19:37:46.133546,ON,5.175,,1,3WIS221445K1200321
2017-12-12 19:38:06.544517,ON,5.185,,1,3WIS221445K1200321
2017-12-12 19:38:26.723134,ON,5.155,,1,3WIS221445K1200321
2017-12-12 19:38:46.083418,ON,5.175,,1,3WIS221445K1200321
2017-12-12 19:39:05.919092,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:39:25.935554,ON,5.13,,1,3WIS221445K1200321
2017-12-12 19:39:46.321271,ON,5.2,,1,3WIS221445K1200321
2017-12-12 19:40:06.794022,ON,5.2,,1,3WIS221445K1200321
2017-12-12 19:40:26.561632,ON,5.165,,1,3WIS221445K1200321
2017-12-12 19:40:46.032281,ON,5.185,,1,3WIS221445K1200321
2017-12-12 19:41:06.043383,ON,5.22,,1,3WIS221445K1200321
2017-12-12 19:41:26.040324,ON,5.155,,1,3WIS221445K1200321
2017-12-12 19:41:46.141798,ON,5.18,,1,3WIS221445K1200321
2017-12-12 19:42:07.010740,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:42:27.189600,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:42:46.138285,ON,5.175,,1,3WIS221445K1200321
2017-12-12 19:43:06.066816,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:43:26.202290,ON,5.18,,1,3WIS221445K1200321
2017-12-12 19:43:46.241517,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:44:07.815585,ON,5.19,,1,3WIS221445K1200321
2017-12-12 19:44:28.085070,ON,5.14,,1,3WIS221445K1200321
2017-12-12 19:44:46.233928,ON,5.195,,1,3WIS221445K1200321
2017-12-12 19:45:06.095286,ON,5.185,,1,3WIS221445K1200321
2017-12-12 19:47:52.776848,ON,5.155,,1,3WIS221445K1200321
2017-12-12 19:47:54.129090,ON,5.14,,1,3WIS221445K1200321
2017-12-12 19:47:55.444517,ON,5.13,,1,3WIS221445K1200321
2017-12-12 19:47:56.816341,ON,5.12,,1,3WIS221445K1200321
2017-12-12 19:47:58.191273,ON,5.12,,1,3WIS221445K1200321
2017-12-12 19:47:59.496618,ON,5.12,,1,3WIS221445K1200321
2017-12-12 19:48:00.860846,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:48:06.405274,ON,5.16,,1,3WIS221445K1200321
2017-12-12 19:48:26.490336,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:48:46.050875,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:49:06.162589,ON,5.115,,1,3WIS221445K1200321
2017-12-12 19:49:26.132530,ON,5.09,,1,3WIS221445K1200321
2017-12-12 19:49:45.905905,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:50:06.425621,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:50:26.684089,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:50:46.107954,ON,5.095,,1,3WIS221445K1200321
2017-12-12 19:51:06.065445,ON,5.1,,1,3WIS221445K1200321
2017-12-12 19:51:26.045838,ON,5.095,,1,3WIS221445K1200321
2017-12-12 19:51:46.035319,ON,5.12,,1,3WIS221445K1200321
2017-12-12 19:52:06.437435,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:52:26.631205,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:52:46.260155,ON,5.09,,1,3WIS221445K1200321
2017-12-12 19:53:06.150205,ON,5.13,,1,3WIS221445K1200321
2017-12-12 19:53:26.092681,ON,5.11,,1,3WIS221445K1200321
2017-12-12 19:53:46.096342,ON,5.15,,1,3WIS221445K1200321
2017-12-12 19:54:07.377674,ON,5.105,,1,3WIS221445K1200321
2017-12-12 19:54:27.506064,ON,5.11,,1,3WIS221445K1200321
2017-12-12 19:54:46.000395,ON,5.125,,1,3WIS221445K1200321
2017-12-12 19:55:06.164868,ON,5.145,,1,3WIS221445K1200321
2017-12-12 19:55:26.083635,ON,5.11,,1,3WIS221445K1200321
2017-12-12 20:12:05.556665,ON,52.37,,1,3WIS221445K1200321
2017-12-12 20:12:07.434630,ON,52.325,,1,3WIS221445K1200321
2017-12-12 20:12:09.278629,ON,52.315,,1,3WIS221445K1200321
2017-12-12 20:12:10.791011,ON,52.36,,1,3WIS221445K1200321
2017-12-12 20:12:12.106756,ON,52.265,,1,3WIS221445K1200321
2017-12-12 20:12:13.436472,ON,52.265,,1,3WIS221445K1200321
2017-12-12 20:12:19.823554,ON,52.19,,1,3WIS221445K1200321
2017-12-12 20:12:21.153766,ON,52.22,,1,3WIS221445K1200321
2017-12-12 20:28:30.432324,ON,5.13,,1,3WIS221445K1200321
2017-12-12 20:28:31.743971,ON,5.16,,1,3WIS221445K1200321
2017-12-12 20:28:33.030235,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:28:34.446585,ON,5.1,,1,3WIS221445K1200321
2017-12-12 20:28:35.763288,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:28:37.061715,ON,5.1,,1,3WIS221445K1200321
2017-12-12 20:28:38.369196,ON,5.1,,1,3WIS221445K1200321
2017-12-12 20:28:39.735961,ON,5.15,,1,3WIS221445K1200321
2017-12-12 20:28:41.141040,ON,5.175,,1,3WIS221445K1200321
2017-12-12 20:28:42.526793,ON,5.175,,1,3WIS221445K1200321
2017-12-12 20:28:43.912341,ON,5.18,,1,3WIS221445K1200321
2017-12-12 20:28:45.241783,ON,5.18,,1,3WIS221445K1200321
2017-12-12 20:28:46.566671,ON,5.19,,1,3WIS221445K1200321
2017-12-12 20:28:47.903663,ON,5.135,,1,3WIS221445K1200321
2017-12-12 20:28:49.399981,ON,5.135,,1,3WIS221445K1200321
2017-12-12 20:28:50.731450,ON,5.165,,1,3WIS221445K1200321
2017-12-12 20:28:52.000841,ON,5.175,,1,3WIS221445K1200321
2017-12-12 20:28:53.388326,ON,5.165,,1,3WIS221445K1200321
2017-12-12 20:28:54.987804,ON,5.165,,1,3WIS221445K1200321
2017-12-12 20:28:56.994784,ON,5.145,,1,3WIS221445K1200321
2017-12-12 20:28:59.250092,ON,5.18,,1,3WIS221445K1200321
2017-12-12 20:29:00.730565,ON,5.185,,1,3WIS221445K1200321
2017-12-12 20:29:02.062805,ON,5.175,,1,3WIS221445K1200321
2017-12-12 20:29:03.384880,ON,5.16,,1,3WIS221445K1200321
2017-12-12 20:29:04.656244,ON,5.18,,1,3WIS221445K1200321
2017-12-12 20:29:05.967954,ON,5.145,,1,3WIS221445K1200321
2017-12-12 20:29:07.255426,ON,5.155,,1,3WIS221445K1200321
2017-12-12 20:29:08.757079,ON,5.19,,1,3WIS221445K1200321
2017-12-12 20:29:10.090359,ON,5.22,,1,3WIS221445K1200321
2017-12-12 20:29:11.389851,ON,5.185,,1,3WIS221445K1200321
2017-12-12 20:29:12.759301,ON,5.135,,1,3WIS221445K1200321
2017-12-12 20:29:14.178722,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:29:15.576896,ON,5.145,,1,3WIS221445K1200321
2017-12-12 20:29:16.870113,ON,5.175,,1,3WIS221445K1200321
2017-12-12 20:29:18.144387,ON,5.185,,1,3WIS221445K1200321
2017-12-12 20:29:19.494261,ON,5.16,,1,3WIS221445K1200321
2017-12-12 20:29:21.051183,ON,5.125,,1,3WIS221445K1200321
2017-12-12 20:29:22.355656,ON,5.125,,1,3WIS221445K1200321
2017-12-12 20:29:23.650929,ON,5.11,,1,3WIS221445K1200321
2017-12-12 20:29:24.979559,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:29:26.266958,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:29:27.632782,ON,5.115,,1,3WIS221445K1200321
2017-12-12 20:29:29.066519,ON,5.095,,1,3WIS221445K1200321
