5PMCP006,,,,,,,,,,,,1045,,,,,,,,,,,,,,,,192.168.1.119,Etrix Power Meter,ONLINE,,2017-11-17 11:47:33.419000,,6
5Smappee006,,,,,,,,,,,,2103,,,,,,,,,,,,,,,,192.168.1.220,Smappee Meter,ONLINE,,2017-11-17 11:49:57.789000,,6
5Smappee001,220,10,1043,400,1079,1,0,0,0,220,10,1497.076,400,1700,1,0,0,0,220,10,1500,500,1800,1,0,0,0,192.168.1.38,Smappee,ONLINE,,2017-12-04 11:40:50.798551,,1
5PMCP009,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,Etrix Power Meter,ONLINE,,2018-01-11 16:16:27.630841,,5
