2HUEK0017886c6769,lighting,Orvibo,2 gang switches,aed2619bf77b,0,100,true,WiFi,2017-11-13 03:34:41.595000,Philips,APR,PhillipHue,device_images/hue.png,true,1,ON
5PMCP270121594,PowerMeter,E-Trix,1-phase,270121594,0,100,true,WiFi,2017-11-13 03:34:41.595000,e-trix,APR,Etrix Pakkru,device_images/powermeter.png,false,3,ON
8MS221445K1200131,multisensor,Fibaro,indoor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,fibaro,APR,Fibaro Multi Sensor,device_images/fibaro.png,false,2,ON
1TH20000000000004,AC,Saijo3,AC,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Saijo,APR,Saijo Bed Room,device_images/daikin_wall.png,true,1,OFF
1TH20000000000006,AC,Saijo2,AC,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Saijo,APR,Saijo Living Room 2,device_images/daikin_wall.png,true,2,ON
12Netatmo002,weathersensor,Netatmo,indoor,0a4f437e63c2,0,100,true,WiFi,2017-11-13 03:34:41.595000,Netatmo,APR,Netatmo,device_images/netatmo.png,false,2,ON
1PV221445K1200131,PV_Inverter,Growwatt,PV3000,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Growwatt,APR,Solar Inverter,device_images/solarinverter.png,false,2,ON
9REF0002,refrigerator,Mitsubishi,indoor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,mitsubishi,APR,Mitsubishi Fridge,device_images/mitsu_refrigerator.png,true,1,ON
16SCH002,EV,Schider,EV,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Schider,APR,Schneider EV Charger,device_images/schneider_ev_charger.gif,true,2,OFF
19SMOKE002,smoke sensor,SmartThings,smoke indoor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,smartthings smoke,APR,Smoke Sensor,device_images/schneider_ev_charger.gif,false,1,ON
13ECH03,speaker,Amazon Echo,indoor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Alexa,APR,Amazon Echo,device_images/amazonecho.png,false,2,ON
6SAM0001,SmartCamera,Samsung,indoor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,Samsung Smart Cam,APR,Samsung Smart Cam,device_images/samsung_smart_cam.png,false,2,ON
17WLS002,water leak sensor,SmartThings,water leak sensor,0a4f437e63c1,0,100,true,WiFi,2017-11-13 03:34:41.595000,smartthings water leak,APR,Water leak sensor,device_images/smartthings-water-leak-sensor.png,false,3,ON
8MS221445K1200135,multisensor,Aeotec,indoor,0a4f437e63c2,0,100,true,WiFi,2017-11-13 03:34:41.595000,Aeotec,APR,Multipurpose Sensor,device_images/fibaro.png,false,2,ON
