timestamp,datetime,brightness
1499448678,8/7/2017 0:31,49
1499448698,8/7/2017 0:31,49
1499448718,8/7/2017 0:31,49
1499448738,8/7/2017 0:32,49
1499448758,8/7/2017 0:32,49
1499448778,8/7/2017 0:32,49
1499448798,8/7/2017 0:33,49
1499448818,8/7/2017 0:33,49
1499448838,8/7/2017 0:33,49
1499448858,8/7/2017 0:34,49
1499448878,8/7/2017 0:34,49
1499448898,8/7/2017 0:34,49
1499448918,8/7/2017 0:35,49
1499448938,8/7/2017 0:35,49
1499448958,8/7/2017 0:35,49
1499448978,8/7/2017 0:36,49
1499448998,8/7/2017 0:36,49
1499449018,8/7/2017 0:36,49
1499449038,8/7/2017 0:37,49
1499449058,8/7/2017 0:37,49
1499449078,8/7/2017 0:37,49
1499449098,8/7/2017 0:38,49
1499449118,8/7/2017 0:38,49
1499449138,8/7/2017 0:38,49
1499449158,8/7/2017 0:39,49
1499449178,8/7/2017 0:39,49
1499449198,8/7/2017 0:39,49
1499449218,8/7/2017 0:40,49
1499449238,8/7/2017 0:40,49
1499449258,8/7/2017 0:40,49
1499449278,8/7/2017 0:41,49
1499449298,8/7/2017 0:41,49
1499449318,8/7/2017 0:41,49
1499449338,8/7/2017 0:42,49
1499449358,8/7/2017 0:42,49
1499449378,8/7/2017 0:42,49
1499449398,8/7/2017 0:43,49
1499449418,8/7/2017 0:43,49
1499449438,8/7/2017 0:43,49
1499449458,8/7/2017 0:44,49
1499449478,8/7/2017 0:44,49
1499449498,8/7/2017 0:44,49
1499449518,8/7/2017 0:45,49
1499449538,8/7/2017 0:45,49
1499449558,8/7/2017 0:45,49
1499449578,8/7/2017 0:46,49
1499449598,8/7/2017 0:46,49
1499449618,8/7/2017 0:46,49
1499449638,8/7/2017 0:47,49
1499449658,8/7/2017 0:47,49
1499449678,8/7/2017 0:47,49
1499449698,8/7/2017 0:48,49
1499449718,8/7/2017 0:48,49
1499449738,8/7/2017 0:48,49
1499449758,8/7/2017 0:49,49
1499449778,8/7/2017 0:49,49
1499449798,8/7/2017 0:49,49
1499449818,8/7/2017 0:50,49
1499449838,8/7/2017 0:50,49
1499449858,8/7/2017 0:50,49
1499449878,8/7/2017 0:51,49
1499449898,8/7/2017 0:51,49
1499449918,8/7/2017 0:51,49
1499449938,8/7/2017 0:52,49
1499449958,8/7/2017 0:52,49
1499449978,8/7/2017 0:52,49
1499449998,8/7/2017 0:53,49
1499450018,8/7/2017 0:53,49
1499450038,8/7/2017 0:53,49
1499450058,8/7/2017 0:54,49
1499450078,8/7/2017 0:54,49
1499450098,8/7/2017 0:54,49
1499450118,8/7/2017 0:55,49
1499450138,8/7/2017 0:55,49
1499450158,8/7/2017 0:55,49
1499450178,8/7/2017 0:56,49
1499450198,8/7/2017 0:56,49
1499450218,8/7/2017 0:56,49
1499450238,8/7/2017 0:57,49
1499450258,8/7/2017 0:57,49
1499450278,8/7/2017 0:57,49
1499450298,8/7/2017 0:58,49
1499450318,8/7/2017 0:58,49
1499450338,8/7/2017 0:58,49
1499450358,8/7/2017 0:59,49
1499450378,8/7/2017 0:59,49
1499450398,8/7/2017 0:59,49
1499450418,8/7/2017 1:00,49
1499450438,8/7/2017 1:00,49
1499450458,8/7/2017 1:00,49
1499450479,8/7/2017 1:01,49
1499450498,8/7/2017 1:01,49
1499450518,8/7/2017 1:01,49
1499450538,8/7/2017 1:02,49
1499450558,8/7/2017 1:02,49
1499450578,8/7/2017 1:02,49
1499450598,8/7/2017 1:03,49
1499450618,8/7/2017 1:03,49
1499450638,8/7/2017 1:03,49
1499450658,8/7/2017 1:04,49
1499450678,8/7/2017 1:04,49
1499450698,8/7/2017 1:04,49
1499450718,8/7/2017 1:05,49
1499450738,8/7/2017 1:05,49
1499450758,8/7/2017 1:05,49
1499450778,8/7/2017 1:06,49
1499450798,8/7/2017 1:06,49
1499450818,8/7/2017 1:06,49
1499450838,8/7/2017 1:07,49
1499450858,8/7/2017 1:07,49
1499450878,8/7/2017 1:07,49
1499450898,8/7/2017 1:08,49
1499450918,8/7/2017 1:08,49
1499450938,8/7/2017 1:08,49
1499450958,8/7/2017 1:09,49
1499450978,8/7/2017 1:09,49
1499450998,8/7/2017 1:09,49
1499451018,8/7/2017 1:10,49
1499451038,8/7/2017 1:10,49
1499451058,8/7/2017 1:10,49
1499451078,8/7/2017 1:11,49
1499451098,8/7/2017 1:11,49
1499451118,8/7/2017 1:11,49
1499451138,8/7/2017 1:12,49
1499451158,8/7/2017 1:12,49
1499451178,8/7/2017 1:12,49
1499451198,8/7/2017 1:13,49
1499451218,8/7/2017 1:13,49
1499451238,8/7/2017 1:13,49
1499451258,8/7/2017 1:14,49
1499451278,8/7/2017 1:14,49
1499451299,8/7/2017 1:14,49
1499451319,8/7/2017 1:15,49
1499451338,8/7/2017 1:15,49
1499451358,8/7/2017 1:15,49
1499451378,8/7/2017 1:16,49
1499451398,8/7/2017 1:16,49
1499451418,8/7/2017 1:16,49
1499451438,8/7/2017 1:17,49
1499451458,8/7/2017 1:17,49
1499451478,8/7/2017 1:17,49
1499451498,8/7/2017 1:18,49
1499451518,8/7/2017 1:18,49
1499451538,8/7/2017 1:18,49
1499451558,8/7/2017 1:19,49
1499451578,8/7/2017 1:19,49
1499451598,8/7/2017 1:19,49
1499451618,8/7/2017 1:20,49
1499451638,8/7/2017 1:20,49
1499451658,8/7/2017 1:20,49
1499451678,8/7/2017 1:21,49
1499451698,8/7/2017 1:21,49
1499451718,8/7/2017 1:21,49
1499451738,8/7/2017 1:22,49
1499451758,8/7/2017 1:22,49
1499451778,8/7/2017 1:22,49
1499451798,8/7/2017 1:23,49
1499451818,8/7/2017 1:23,49
1499451838,8/7/2017 1:23,49
1499451858,8/7/2017 1:24,49
1499451878,8/7/2017 1:24,49
1499451898,8/7/2017 1:24,49
1499451918,8/7/2017 1:25,49
1499451938,8/7/2017 1:25,49
1499451958,8/7/2017 1:25,49
1499451978,8/7/2017 1:26,49
1499451998,8/7/2017 1:26,49
1499452018,8/7/2017 1:26,49
1499452038,8/7/2017 1:27,49
1499452058,8/7/2017 1:27,49
1499452078,8/7/2017 1:27,49
1499452098,8/7/2017 1:28,49
1499452118,8/7/2017 1:28,49
1499452138,8/7/2017 1:28,49
1499452158,8/7/2017 1:29,49
1499452178,8/7/2017 1:29,49
1499452198,8/7/2017 1:29,49
1499452218,8/7/2017 1:30,49
1499452238,8/7/2017 1:30,49
1499452258,8/7/2017 1:30,49
1499452278,8/7/2017 1:31,49
1499452298,8/7/2017 1:31,49
1499452318,8/7/2017 1:31,49
1499452338,8/7/2017 1:32,49
1499452358,8/7/2017 1:32,49
1499452378,8/7/2017 1:32,49
1499452398,8/7/2017 1:33,49
1499452418,8/7/2017 1:33,49
1499452438,8/7/2017 1:33,49
1499452458,8/7/2017 1:34,49
1499452478,8/7/2017 1:34,49
1499452498,8/7/2017 1:34,49
1499452518,8/7/2017 1:35,49
1499452538,8/7/2017 1:35,49
1499452558,8/7/2017 1:35,49
1499452578,8/7/2017 1:36,49
1499452598,8/7/2017 1:36,49
1499452618,8/7/2017 1:36,49
1499452638,8/7/2017 1:37,49
1499452658,8/7/2017 1:37,49
1499452678,8/7/2017 1:37,49
1499452698,8/7/2017 1:38,49
1499452718,8/7/2017 1:38,49
1499452738,8/7/2017 1:38,49
1499452758,8/7/2017 1:39,49
1499452778,8/7/2017 1:39,49
1499452798,8/7/2017 1:39,49
1499452818,8/7/2017 1:40,49
1499452838,8/7/2017 1:40,49
1499452858,8/7/2017 1:40,49
1499452878,8/7/2017 1:41,49
1499452898,8/7/2017 1:41,49
1499452918,8/7/2017 1:41,49
1499452938,8/7/2017 1:42,49
1499452958,8/7/2017 1:42,49
1499452978,8/7/2017 1:42,49
1499452998,8/7/2017 1:43,49
1499453018,8/7/2017 1:43,49
1499453038,8/7/2017 1:43,49
1499453058,8/7/2017 1:44,49
1499453078,8/7/2017 1:44,49
1499453098,8/7/2017 1:44,49
1499453118,8/7/2017 1:45,49
1499453138,8/7/2017 1:45,49
1499453158,8/7/2017 1:45,49
1499453178,8/7/2017 1:46,49
1499453198,8/7/2017 1:46,49
1499453218,8/7/2017 1:46,49
1499453238,8/7/2017 1:47,49
1499453258,8/7/2017 1:47,49
1499453278,8/7/2017 1:47,49
1499453298,8/7/2017 1:48,49
1499453318,8/7/2017 1:48,49
1499453338,8/7/2017 1:48,49
1499453358,8/7/2017 1:49,49
1499453378,8/7/2017 1:49,49
1499453398,8/7/2017 1:49,49
1499453418,8/7/2017 1:50,49
1499453438,8/7/2017 1:50,49
1499453458,8/7/2017 1:50,49
1499453478,8/7/2017 1:51,49
1499453498,8/7/2017 1:51,49
1499453518,8/7/2017 1:51,49
1499453538,8/7/2017 1:52,49
1499453558,8/7/2017 1:52,49
1499453578,8/7/2017 1:52,49
1499453598,8/7/2017 1:53,49
1499453618,8/7/2017 1:53,49
1499453638,8/7/2017 1:53,49
1499453658,8/7/2017 1:54,49
1499453678,8/7/2017 1:54,49
1499453698,8/7/2017 1:54,49
1499453718,8/7/2017 1:55,49
1499453738,8/7/2017 1:55,49
1499453758,8/7/2017 1:55,49
1499453778,8/7/2017 1:56,49
1499453798,8/7/2017 1:56,49
1499453818,8/7/2017 1:56,49
1499453838,8/7/2017 1:57,49
1499453858,8/7/2017 1:57,49
1499453878,8/7/2017 1:57,49
1499453898,8/7/2017 1:58,49
1499453918,8/7/2017 1:58,49
1499453938,8/7/2017 1:58,49
1499453959,8/7/2017 1:59,49
1499453978,8/7/2017 1:59,49
1499453998,8/7/2017 1:59,49
1499454018,8/7/2017 2:00,49
1499454038,8/7/2017 2:00,49
1499454058,8/7/2017 2:00,49
1499454078,8/7/2017 2:01,49
1499454098,8/7/2017 2:01,49
1499454118,8/7/2017 2:01,49
1499454138,8/7/2017 2:02,49
1499454158,8/7/2017 2:02,49
1499454178,8/7/2017 2:02,49
1499454198,8/7/2017 2:03,49
1499454218,8/7/2017 2:03,49
1499454238,8/7/2017 2:03,49
1499454258,8/7/2017 2:04,49
1499454279,8/7/2017 2:04,49
1499454299,8/7/2017 2:04,49
1499454318,8/7/2017 2:05,49
1499454338,8/7/2017 2:05,49
1499454358,8/7/2017 2:05,49
1499454378,8/7/2017 2:06,49
1499454398,8/7/2017 2:06,49
1499454418,8/7/2017 2:06,49
1499454438,8/7/2017 2:07,49
1499454458,8/7/2017 2:07,49
1499454478,8/7/2017 2:07,49
1499454498,8/7/2017 2:08,49
1499454518,8/7/2017 2:08,49
1499454538,8/7/2017 2:08,49
1499454558,8/7/2017 2:09,49
1499454578,8/7/2017 2:09,49
1499454598,8/7/2017 2:09,49
1499454618,8/7/2017 2:10,49
1499454638,8/7/2017 2:10,49
1499454658,8/7/2017 2:10,49
1499454678,8/7/2017 2:11,49
1499454698,8/7/2017 2:11,49
1499454718,8/7/2017 2:11,49
1499454738,8/7/2017 2:12,49
1499454758,8/7/2017 2:12,49
1499454778,8/7/2017 2:12,49
1499454798,8/7/2017 2:13,49
1499454818,8/7/2017 2:13,49
1499454838,8/7/2017 2:13,49
1499454858,8/7/2017 2:14,49
1499454878,8/7/2017 2:14,49
1499454898,8/7/2017 2:14,49
1499454918,8/7/2017 2:15,49
1499454938,8/7/2017 2:15,49
1499454958,8/7/2017 2:15,49
1499454978,8/7/2017 2:16,49
1499454998,8/7/2017 2:16,49
1499455018,8/7/2017 2:16,49
1499455038,8/7/2017 2:17,49
1499455058,8/7/2017 2:17,49
1499455078,8/7/2017 2:17,49
1499455098,8/7/2017 2:18,49
1499455118,8/7/2017 2:18,49
1499455138,8/7/2017 2:18,49
1499455158,8/7/2017 2:19,49
1499455178,8/7/2017 2:19,49
1499455198,8/7/2017 2:19,49
1499455218,8/7/2017 2:20,49
1499455238,8/7/2017 2:20,49
1499455258,8/7/2017 2:20,49
1499455278,8/7/2017 2:21,49
1499455298,8/7/2017 2:21,49
1499455318,8/7/2017 2:21,49
1499455338,8/7/2017 2:22,49
1499455358,8/7/2017 2:22,49
1499455378,8/7/2017 2:22,49
1499455398,8/7/2017 2:23,49
1499455418,8/7/2017 2:23,49
1499455438,8/7/2017 2:23,49
1499455458,8/7/2017 2:24,49
1499455478,8/7/2017 2:24,49
1499455498,8/7/2017 2:24,49
1499455518,8/7/2017 2:25,49
1499455538,8/7/2017 2:25,49
1499455558,8/7/2017 2:25,49
1499455578,8/7/2017 2:26,49
1499455598,8/7/2017 2:26,49
1499455618,8/7/2017 2:26,49
1499455638,8/7/2017 2:27,49
1499455658,8/7/2017 2:27,49
1499455678,8/7/2017 2:27,49
1499455698,8/7/2017 2:28,49
1499455718,8/7/2017 2:28,49
1499455738,8/7/2017 2:28,49
1499455758,8/7/2017 2:29,49
1499455778,8/7/2017 2:29,49
1499455798,8/7/2017 2:29,49
1499455818,8/7/2017 2:30,49
1499455838,8/7/2017 2:30,49
1499455858,8/7/2017 2:30,49
1499455878,8/7/2017 2:31,49
1499455898,8/7/2017 2:31,49
1499455918,8/7/2017 2:31,49
1499455938,8/7/2017 2:32,49
1499455958,8/7/2017 2:32,49
1499455978,8/7/2017 2:32,49
1499455998,8/7/2017 2:33,49
1499456018,8/7/2017 2:33,49
1499456038,8/7/2017 2:33,49
1499456058,8/7/2017 2:34,49
1499456078,8/7/2017 2:34,49
1499456098,8/7/2017 2:34,49
1499456118,8/7/2017 2:35,49
1499456138,8/7/2017 2:35,49
1499456158,8/7/2017 2:35,49
1499456178,8/7/2017 2:36,49
1499456198,8/7/2017 2:36,49
1499456219,8/7/2017 2:36,49
1499456239,8/7/2017 2:37,49
1499456258,8/7/2017 2:37,49
1499456278,8/7/2017 2:37,49
1499456298,8/7/2017 2:38,49
1499456318,8/7/2017 2:38,49
1499456338,8/7/2017 2:38,49
1499456358,8/7/2017 2:39,49
1499456378,8/7/2017 2:39,49
1499456398,8/7/2017 2:39,49
1499456418,8/7/2017 2:40,49
1499456438,8/7/2017 2:40,49
1499456458,8/7/2017 2:40,49
1499456478,8/7/2017 2:41,49
1499456498,8/7/2017 2:41,49
1499456518,8/7/2017 2:41,49
1499456538,8/7/2017 2:42,49
1499456558,8/7/2017 2:42,49
1499456578,8/7/2017 2:42,49
1499456598,8/7/2017 2:43,49
1499456618,8/7/2017 2:43,49
1499456638,8/7/2017 2:43,49
1499456658,8/7/2017 2:44,49
1499456678,8/7/2017 2:44,49
1499456698,8/7/2017 2:44,49
1499456718,8/7/2017 2:45,49
1499456738,8/7/2017 2:45,49
1499456758,8/7/2017 2:45,49
1499456778,8/7/2017 2:46,49
1499456798,8/7/2017 2:46,49
1499456818,8/7/2017 2:46,49
1499456838,8/7/2017 2:47,49
1499456858,8/7/2017 2:47,49
1499456878,8/7/2017 2:47,49
1499456898,8/7/2017 2:48,49
1499456918,8/7/2017 2:48,49
1499456938,8/7/2017 2:48,49
1499456958,8/7/2017 2:49,49
1499456978,8/7/2017 2:49,49
1499456998,8/7/2017 2:49,49
1499457018,8/7/2017 2:50,49
1499457038,8/7/2017 2:50,49
1499457058,8/7/2017 2:50,49
1499457078,8/7/2017 2:51,49
1499457098,8/7/2017 2:51,49
1499457118,8/7/2017 2:51,49
1499457138,8/7/2017 2:52,49
1499457158,8/7/2017 2:52,49
1499457178,8/7/2017 2:52,49
1499457198,8/7/2017 2:53,49
1499457218,8/7/2017 2:53,49
1499457238,8/7/2017 2:53,49
1499457258,8/7/2017 2:54,49
1499457278,8/7/2017 2:54,49
1499457298,8/7/2017 2:54,49
1499457318,8/7/2017 2:55,49
1499457338,8/7/2017 2:55,49
1499457358,8/7/2017 2:55,49
1499457379,8/7/2017 2:56,49
1499457398,8/7/2017 2:56,49
1499457418,8/7/2017 2:56,49
1499457438,8/7/2017 2:57,49
1499457458,8/7/2017 2:57,49
1499457478,8/7/2017 2:57,49
1499457498,8/7/2017 2:58,49
1499457518,8/7/2017 2:58,49
1499457538,8/7/2017 2:58,49
1499457558,8/7/2017 2:59,49
1499457578,8/7/2017 2:59,49
1499457598,8/7/2017 2:59,49
1499457618,8/7/2017 3:00,49
1499457638,8/7/2017 3:00,49
1499457658,8/7/2017 3:00,49
1499457678,8/7/2017 3:01,49
1499457698,8/7/2017 3:01,49
1499457718,8/7/2017 3:01,49
1499457738,8/7/2017 3:02,49
1499457758,8/7/2017 3:02,49
1499457778,8/7/2017 3:02,49
1499457798,8/7/2017 3:03,49
1499457818,8/7/2017 3:03,49
1499457838,8/7/2017 3:03,49
1499457858,8/7/2017 3:04,49
1499457878,8/7/2017 3:04,49
1499457898,8/7/2017 3:04,49
1499457918,8/7/2017 3:05,49
1499457938,8/7/2017 3:05,49
1499457958,8/7/2017 3:05,49
1499457978,8/7/2017 3:06,49
1499457998,8/7/2017 3:06,49
1499458018,8/7/2017 3:06,49
1499458038,8/7/2017 3:07,49
1499458058,8/7/2017 3:07,49
1499458078,8/7/2017 3:07,49
1499458098,8/7/2017 3:08,49
1499458118,8/7/2017 3:08,49
1499458138,8/7/2017 3:08,49
1499458158,8/7/2017 3:09,49
1499458178,8/7/2017 3:09,49
1499458198,8/7/2017 3:09,49
1499458218,8/7/2017 3:10,49
1499458238,8/7/2017 3:10,49
1499458258,8/7/2017 3:10,49
1499458278,8/7/2017 3:11,49
1499458298,8/7/2017 3:11,49
1499458318,8/7/2017 3:11,49
1499458338,8/7/2017 3:12,49
1499458358,8/7/2017 3:12,49
1499458378,8/7/2017 3:12,49
1499458398,8/7/2017 3:13,49
1499458418,8/7/2017 3:13,49
1499458438,8/7/2017 3:13,49
1499458458,8/7/2017 3:14,49
1499458478,8/7/2017 3:14,49
1499458498,8/7/2017 3:14,49
1499458518,8/7/2017 3:15,49
1499458538,8/7/2017 3:15,49
1499458558,8/7/2017 3:15,49
1499458578,8/7/2017 3:16,49
1499458598,8/7/2017 3:16,49
1499458618,8/7/2017 3:16,49
1499458638,8/7/2017 3:17,49
1499458658,8/7/2017 3:17,49
1499458678,8/7/2017 3:17,49
1499458698,8/7/2017 3:18,49
1499458718,8/7/2017 3:18,49
1499458738,8/7/2017 3:18,49
1499458758,8/7/2017 3:19,49
1499458778,8/7/2017 3:19,49
1499458798,8/7/2017 3:19,49
1499458818,8/7/2017 3:20,49
1499458838,8/7/2017 3:20,49
1499458858,8/7/2017 3:20,49
1499458878,8/7/2017 3:21,49
1499458898,8/7/2017 3:21,49
1499458918,8/7/2017 3:21,49
1499458938,8/7/2017 3:22,49
1499458958,8/7/2017 3:22,49
1499458978,8/7/2017 3:22,49
1499458998,8/7/2017 3:23,49
1499459018,8/7/2017 3:23,49
1499459038,8/7/2017 3:23,49
1499459058,8/7/2017 3:24,49
1499459078,8/7/2017 3:24,49
1499459098,8/7/2017 3:24,49
1499459118,8/7/2017 3:25,49
1499459138,8/7/2017 3:25,49
1499459158,8/7/2017 3:25,49
1499459178,8/7/2017 3:26,49
1499459198,8/7/2017 3:26,49
1499459218,8/7/2017 3:26,49
1499459238,8/7/2017 3:27,49
1499459259,8/7/2017 3:27,49
1499459279,8/7/2017 3:27,49
1499459298,8/7/2017 3:28,49
1499459318,8/7/2017 3:28,49
1499459338,8/7/2017 3:28,49
1499459358,8/7/2017 3:29,49
1499459378,8/7/2017 3:29,49
1499459398,8/7/2017 3:29,49
1499459418,8/7/2017 3:30,49
1499459438,8/7/2017 3:30,49
1499459458,8/7/2017 3:30,49
1499459478,8/7/2017 3:31,49
1499459498,8/7/2017 3:31,49
1499459518,8/7/2017 3:31,49
1499459538,8/7/2017 3:32,49
1499459558,8/7/2017 3:32,49
1499459578,8/7/2017 3:32,49
1499459598,8/7/2017 3:33,49
1499459618,8/7/2017 3:33,49
1499459638,8/7/2017 3:33,49
1499459658,8/7/2017 3:34,49
1499459678,8/7/2017 3:34,49
1499459698,8/7/2017 3:34,49
1499459718,8/7/2017 3:35,49
1499459738,8/7/2017 3:35,49
1499459758,8/7/2017 3:35,49
1499459778,8/7/2017 3:36,49
1499459798,8/7/2017 3:36,49
1499459818,8/7/2017 3:36,49
1499459838,8/7/2017 3:37,49
1499459858,8/7/2017 3:37,49
1499459878,8/7/2017 3:37,49
1499459898,8/7/2017 3:38,49
1499459918,8/7/2017 3:38,49
1499459938,8/7/2017 3:38,49
1499459958,8/7/2017 3:39,49
1499459978,8/7/2017 3:39,49
1499459998,8/7/2017 3:39,49
1499460018,8/7/2017 3:40,49
1499460038,8/7/2017 3:40,49
1499460058,8/7/2017 3:40,49
1499460078,8/7/2017 3:41,49
1499460098,8/7/2017 3:41,49
1499460118,8/7/2017 3:41,49
1499460138,8/7/2017 3:42,49
1499460158,8/7/2017 3:42,49
1499460178,8/7/2017 3:42,49
1499460198,8/7/2017 3:43,49
1499460218,8/7/2017 3:43,49
1499460238,8/7/2017 3:43,49
1499460258,8/7/2017 3:44,49
1499460278,8/7/2017 3:44,49
1499460298,8/7/2017 3:44,49
1499460318,8/7/2017 3:45,49
1499460338,8/7/2017 3:45,49
1499460358,8/7/2017 3:45,49
1499460378,8/7/2017 3:46,49
1499460398,8/7/2017 3:46,49
1499460418,8/7/2017 3:46,49
1499460438,8/7/2017 3:47,49
1499460458,8/7/2017 3:47,49
1499460478,8/7/2017 3:47,49
1499460498,8/7/2017 3:48,49
1499460518,8/7/2017 3:48,49
1499460538,8/7/2017 3:48,49
1499460558,8/7/2017 3:49,49
1499460578,8/7/2017 3:49,49
1499460598,8/7/2017 3:49,49
1499460618,8/7/2017 3:50,49
1499460638,8/7/2017 3:50,49
1499460658,8/7/2017 3:50,49
1499460678,8/7/2017 3:51,49
1499460698,8/7/2017 3:51,49
1499460718,8/7/2017 3:51,49
1499460738,8/7/2017 3:52,49
1499460758,8/7/2017 3:52,49
1499460779,8/7/2017 3:52,49
1499460798,8/7/2017 3:53,49
1499460818,8/7/2017 3:53,49
1499460838,8/7/2017 3:53,49
1499460858,8/7/2017 3:54,49
1499460878,8/7/2017 3:54,49
1499460898,8/7/2017 3:54,49
1499460918,8/7/2017 3:55,49
1499460938,8/7/2017 3:55,49
1499460958,8/7/2017 3:55,49
1499460978,8/7/2017 3:56,49
1499460998,8/7/2017 3:56,49
1499461018,8/7/2017 3:56,49
1499461038,8/7/2017 3:57,49
1499461058,8/7/2017 3:57,49
1499461078,8/7/2017 3:57,49
1499461098,8/7/2017 3:58,49
1499461118,8/7/2017 3:58,49
1499461138,8/7/2017 3:58,49
1499461158,8/7/2017 3:59,49
1499461178,8/7/2017 3:59,49
1499461198,8/7/2017 3:59,49
1499461218,8/7/2017 4:00,49
1499461238,8/7/2017 4:00,49
1499461258,8/7/2017 4:00,49
1499461278,8/7/2017 4:01,49
1499461298,8/7/2017 4:01,49
1499461319,8/7/2017 4:01,49
1499461339,8/7/2017 4:02,49
1499461358,8/7/2017 4:02,49
1499461378,8/7/2017 4:02,49
1499461398,8/7/2017 4:03,49
1499461418,8/7/2017 4:03,49
1499461438,8/7/2017 4:03,49
1499461458,8/7/2017 4:04,49
1499461478,8/7/2017 4:04,49
1499461499,8/7/2017 4:04,49
1499461519,8/7/2017 4:05,49
1499461538,8/7/2017 4:05,49
1499461558,8/7/2017 4:05,49
1499461578,8/7/2017 4:06,49
1499461598,8/7/2017 4:06,49
1499461618,8/7/2017 4:06,49
1499461638,8/7/2017 4:07,49
1499461658,8/7/2017 4:07,49
1499461678,8/7/2017 4:07,49
1499461698,8/7/2017 4:08,49
1499461718,8/7/2017 4:08,49
1499461738,8/7/2017 4:08,49
1499461758,8/7/2017 4:09,49
1499461778,8/7/2017 4:09,49
1499461798,8/7/2017 4:09,49
1499461818,8/7/2017 4:10,49
1499461838,8/7/2017 4:10,49
1499461858,8/7/2017 4:10,49
1499461878,8/7/2017 4:11,49
1499461898,8/7/2017 4:11,49
1499461918,8/7/2017 4:11,49
1499461938,8/7/2017 4:12,49
1499461958,8/7/2017 4:12,49
1499461978,8/7/2017 4:12,49
1499461998,8/7/2017 4:13,49
1499462018,8/7/2017 4:13,49
1499462038,8/7/2017 4:13,49
1499462058,8/7/2017 4:14,49
1499462078,8/7/2017 4:14,49
1499462098,8/7/2017 4:14,49
1499462118,8/7/2017 4:15,49
1499462138,8/7/2017 4:15,49
1499462158,8/7/2017 4:15,49
1499462178,8/7/2017 4:16,49
1499462198,8/7/2017 4:16,49
1499462218,8/7/2017 4:16,49
1499462238,8/7/2017 4:17,49
1499462258,8/7/2017 4:17,49
1499462278,8/7/2017 4:17,49
1499462298,8/7/2017 4:18,49
1499462318,8/7/2017 4:18,49
1499462338,8/7/2017 4:18,49
