StationName,Long,Lat,ModuleName,ModuleType,,,
VT BEMOSS Lab,-77.1168753,38.8716687,Indoor,Indoor,,,
Timestamp,Timezone : America/New_York,Temperature,Humidity,CO2,Noise,Pressure,TemperatureF
1434400017,6/15/15 16:26,23.8,70,218,55,1007,74.84
1434400320,6/15/15 16:32,23.7,71,224,52,1006.9,74.66
1434400622,6/15/15 16:37,23.7,72,221,52,1006.9,74.66
1434400925,6/15/15 16:42,23.7,72,221,54,1006.8,74.66
1434401227,6/15/15 16:47,23.8,72,228,53,1006.9,74.84
1434401530,6/15/15 16:52,23.8,72,228,53,1006.7,74.84
1434401833,6/15/15 16:57,23.9,70,231,60,1006.6,75.02
1434402136,6/15/15 17:02,23.8,70,224,54,1006.7,74.84
1434402438,6/15/15 17:07,23.7,71,226,55,1006.7,74.66
1434402741,6/15/15 17:12,23.7,72,221,52,1006.7,74.66
1434403043,6/15/15 17:17,23.8,72,227,52,1006.7,74.84
1434403346,6/15/15 17:22,23.8,72,225,53,1006.5,74.84
1434403648,6/15/15 17:27,23.9,72,239,53,1006.5,75.02
1434403951,6/15/15 17:32,23.9,71,221,55,1006.4,75.02
1434404253,6/15/15 17:37,23.8,70,215,55,1006.3,74.84
1434404556,6/15/15 17:42,23.8,71,223,54,1006.2,74.84
1434404859,6/15/15 17:47,23.8,72,220,53,1006.3,74.84
1434405162,6/15/15 17:52,23.8,72,218,52,1006.4,74.84
1434405464,6/15/15 17:57,23.8,72,225,52,1006.5,74.84
1434405767,6/15/15 18:02,23.8,72,222,53,1006.5,74.84
1434406069,6/15/15 18:07,23.9,72,231,53,1007,75.02
1434406371,6/15/15 18:12,23.9,72,224,53,1006.9,75.02
1434406674,6/15/15 18:17,24,72,227,51,1006.9,75.2
1434406977,6/15/15 18:22,24,72,216,53,1007,75.2
1434407279,6/15/15 18:27,24,72,219,53,1007.1,75.2
1434407582,6/15/15 18:33,24.1,72,231,53,1007.3,75.38
1434407885,6/15/15 18:38,24.1,72,231,52,1007.1,75.38
1434408187,6/15/15 18:43,24.1,72,227,52,1007.1,75.38
1434408491,6/15/15 18:48,24.2,72,225,53,1006.9,75.56
1434408793,6/15/15 18:53,24.2,72,228,53,1006.9,75.56
1434409096,6/15/15 18:58,24.2,72,235,52,1007.1,75.56
1434409399,6/15/15 19:03,24.2,72,237,52,1007.1,75.56
1434409701,6/15/15 19:08,24.3,72,228,53,1007.1,75.74
1434410004,6/15/15 19:13,24.3,72,230,52,1007,75.74
1434410307,6/15/15 19:18,24.3,72,240,52,1006.9,75.74
1434410609,6/15/15 19:23,24.3,72,231,51,1006.8,75.74
1434410911,6/15/15 19:28,24.3,72,227,52,1006.7,75.74
1434411213,6/15/15 19:33,24.3,72,237,53,1006.8,75.74
1434411518,6/15/15 19:38,24.3,71,235,52,1007,75.74
1434411820,6/15/15 19:43,24.4,71,229,51,1006.9,75.92
1434412122,6/15/15 19:48,24.4,71,239,52,1006.9,75.92
1434412424,6/15/15 19:53,24.4,71,218,52,1006.8,75.92
1434412728,6/15/15 19:58,24.4,71,221,53,1007.1,75.92
1434413030,6/15/15 20:03,24.4,71,241,52,1007,75.92
1434413332,6/15/15 20:08,24.4,71,230,51,1007,75.92
1434413634,6/15/15 20:13,24.4,71,219,52,1007.1,75.92
1434413938,6/15/15 20:18,24.4,71,219,52,1007.1,75.92
1434414240,6/15/15 20:24,24.4,71,234,53,1007.1,75.92
1434414543,6/15/15 20:29,24.5,71,229,51,1007.1,76.1
1434414845,6/15/15 20:34,24.4,71,217,51,1007.1,75.92
1434415147,6/15/15 20:39,24.5,71,222,53,1007.3,76.1
1434415450,6/15/15 20:44,24.5,71,228,52,1007.4,76.1
1434415752,6/15/15 20:49,24.5,71,224,52,1007.5,76.1
1434416055,6/15/15 20:54,24.5,71,231,51,1007.5,76.1
1434416357,6/15/15 20:59,24.5,71,231,51,1007.4,76.1
1434416660,6/15/15 21:04,24.5,71,219,52,1007.5,76.1
1434416963,6/15/15 21:09,24.5,71,232,52,1007.4,76.1
1434417266,6/15/15 21:14,24.5,71,234,52,1007.4,76.1
1434417568,6/15/15 21:19,24.5,71,224,51,1007.4,76.1
1434417871,6/15/15 21:24,24.5,71,219,52,1007.5,76.1
1434418174,6/15/15 21:29,24.5,71,224,52,1007.4,76.1
1434418476,6/15/15 21:34,24.5,71,229,53,1007.4,76.1
1434418778,6/15/15 21:39,24.5,71,227,52,1007.5,76.1
1434419080,6/15/15 21:44,24.5,71,226,51,1007.5,76.1
1434419384,6/15/15 21:49,24.5,71,224,52,1007.4,76.1
1434419686,6/15/15 21:54,24.4,71,227,52,1007.4,75.92
1434419988,6/15/15 21:59,24.4,71,225,53,1007.6,75.92
1434420291,6/15/15 22:04,24.4,71,224,52,1007.7,75.92
1434420593,6/15/15 22:09,24.4,71,227,51,1007.7,75.92
1434420896,6/15/15 22:14,24.4,71,221,52,1007.6,75.92
1434421198,6/15/15 22:19,24.4,71,216,52,1007.6,75.92
1434421501,6/15/15 22:25,24.4,71,228,53,1007.6,75.92
1434421804,6/15/15 22:30,24.4,71,222,52,1007.7,75.92
1434422106,6/15/15 22:35,24.4,71,227,51,1007.7,75.92
1434422409,6/15/15 22:40,24.4,71,223,52,1008,75.92
1434422711,6/15/15 22:45,24.3,71,227,52,1007.9,75.74
1434423014,6/15/15 22:50,24.4,71,223,53,1007.9,75.92
1434423317,6/15/15 22:55,24.3,71,227,52,1008.1,75.74
1434423619,6/15/15 23:00,24.3,71,224,51,1008.1,75.74
1434423922,6/15/15 23:05,24.3,71,218,51,1007.9,75.74
1434424224,6/15/15 23:10,24.3,71,224,52,1008,75.74
1434424527,6/15/15 23:15,24.3,71,225,52,1007.9,75.74
1434424830,6/15/15 23:20,24.3,71,221,52,1008,75.74
1434425132,6/15/15 23:25,24.3,71,228,51,1008.1,75.74
1434425435,6/15/15 23:30,24.3,71,223,51,1008.3,75.74
1434425738,6/15/15 23:35,24.3,71,220,51,1008.3,75.74
1434426040,6/15/15 23:40,24.3,71,228,52,1008.4,75.74
1434426343,6/15/15 23:45,24.2,71,227,52,1008.4,75.56
1434426645,6/15/15 23:50,24.2,71,224,52,1008.5,75.56
1434426948,6/15/15 23:55,24.2,71,226,52,1008.3,75.56
1434427250,6/16/15 0:00,24.2,71,230,51,1008.3,75.56
1434427553,6/16/15 0:05,24.2,71,223,52,1008.4,75.56
1434427855,6/16/15 0:10,24.2,71,218,52,1008.6,75.56
1434428158,6/16/15 0:15,24.2,71,222,52,1008.7,75.56
1434428461,6/16/15 0:21,24.2,71,219,52,1008.7,75.56
1434428764,6/16/15 0:26,24.2,71,219,52,1008.6,75.56
1434429065,6/16/15 0:31,24.2,71,220,51,1008.6,75.56
1434429368,6/16/15 0:36,24.2,71,223,52,1008.5,75.56
1434429671,6/16/15 0:41,24.1,71,223,52,1008.6,75.38
1434429973,6/16/15 0:46,24.1,71,221,51,1008.5,75.38
1434430276,6/16/15 0:51,24.1,71,214,52,1008.5,75.38
1434430579,6/16/15 0:56,24.1,71,223,51,1008.4,75.38
1434430881,6/16/15 1:01,24.1,71,215,51,1008.3,75.38
1434431184,6/16/15 1:06,24.1,71,217,52,1008.4,75.38
1434431487,6/16/15 1:11,24.1,71,210,51,1008.2,75.38
1434431789,6/16/15 1:16,24.1,71,222,52,1008.1,75.38
1434432091,6/16/15 1:21,24.1,71,215,52,1008.1,75.38
1434432393,6/16/15 1:26,24.1,71,219,52,1008.1,75.38
1434432696,6/16/15 1:31,24.1,71,210,51,1008.1,75.38
1434432999,6/16/15 1:36,24.1,71,219,51,1008.3,75.38
1434433302,6/16/15 1:41,24.1,71,220,52,1008.1,75.38
1434433605,6/16/15 1:46,24,71,206,52,1008.1,75.2
1434433907,6/16/15 1:51,24,71,208,52,1008.1,75.2
1434434210,6/16/15 1:56,24,71,211,52,1007.9,75.2
1434434513,6/16/15 2:01,24,71,209,51,1008,75.2
1434434815,6/16/15 2:06,24,71,202,51,1007.8,75.2
1434435118,6/16/15 2:11,24,71,216,52,1007.9,75.2
1434435420,6/16/15 2:17,24,71,204,51,1007.8,75.2
1434435723,6/16/15 2:22,24,71,210,52,1007.7,75.2
1434436025,6/16/15 2:27,24,71,213,52,1007.6,75.2
1434436328,6/16/15 2:32,24,72,213,52,1007.6,75.2
1434436631,6/16/15 2:37,24,72,202,51,1007.4,75.2
1434436933,6/16/15 2:42,24,71,211,52,1007.5,75.2
1434437236,6/16/15 2:47,24,72,200,52,1007.4,75.2
1434437538,6/16/15 2:52,24,72,213,52,1007.4,75.2
1434437841,6/16/15 2:57,24,72,202,52,1007.2,75.2
1434438144,6/16/15 3:02,24,72,203,52,1007.3,75.2
1434438447,6/16/15 3:07,23.9,72,203,51,1007.3,75.02
1434438749,6/16/15 3:12,23.9,72,205,51,1007.3,75.02
1434439051,6/16/15 3:17,23.9,72,215,52,1007.4,75.02
1434439354,6/16/15 3:22,23.9,72,203,52,1007.3,75.02
1434439656,6/16/15 3:27,23.9,72,214,52,1007.2,75.02
1434439959,6/16/15 3:32,23.9,72,207,52,1007.2,75.02
1434440262,6/16/15 3:37,23.9,72,204,52,1007.1,75.02
1434440564,6/16/15 3:42,23.9,72,209,52,1007,75.02
1434440866,6/16/15 3:47,23.9,72,199,51,1006.9,75.02
1434441168,6/16/15 3:52,23.9,72,203,52,1007,75.02
1434441471,6/16/15 3:57,23.9,72,202,52,1007.1,75.02
1434441775,6/16/15 4:02,23.9,72,210,52,1007,75.02
1434442077,6/16/15 4:07,23.9,72,206,52,1007.1,75.02
1434442380,6/16/15 4:13,23.9,72,200,52,1006.8,75.02
1434442682,6/16/15 4:18,23.9,72,206,52,1006.9,75.02
1434442985,6/16/15 4:23,23.9,72,197,51,1007,75.02
1434443287,6/16/15 4:28,23.9,72,198,52,1006.9,75.02
1434443591,6/16/15 4:33,23.9,72,207,52,1006.8,75.02
1434443893,6/16/15 4:38,23.9,72,203,52,1006.9,75.02
1434444195,6/16/15 4:43,23.9,72,203,52,1007,75.02
1434444497,6/16/15 4:48,23.9,72,211,52,1007,75.02
1434444800,6/16/15 4:53,23.9,72,210,52,1007,75.02
1434445103,6/16/15 4:58,23.8,72,198,51,1006.8,74.84
1434445405,6/16/15 5:03,23.8,72,204,52,1006.8,74.84
1434445707,6/16/15 5:08,23.8,72,211,52,1007,74.84
1434446010,6/16/15 5:13,23.8,72,215,52,1006.8,74.84
1434446312,6/16/15 5:18,23.8,72,208,52,1007,74.84
1434446615,6/16/15 5:23,23.8,72,206,52,1006.8,74.84
1434446917,6/16/15 5:28,23.8,72,204,52,1006.8,74.84
1434447219,6/16/15 5:33,23.8,72,210,51,1007,74.84
1434447521,6/16/15 5:38,23.8,72,206,51,1007,74.84
1434447825,6/16/15 5:43,23.8,72,211,52,1007,74.84
1434448128,6/16/15 5:48,23.8,72,209,52,1007,74.84
1434448430,6/16/15 5:53,23.8,72,206,52,1007,74.84
1434448733,6/16/15 5:58,23.8,72,202,52,1007.1,74.84
1434449035,6/16/15 6:03,23.8,72,211,52,1007.1,74.84
1434449338,6/16/15 6:08,23.8,72,211,52,1007.1,74.84
1434449641,6/16/15 6:14,23.8,72,209,51,1007.1,74.84
1434449943,6/16/15 6:19,23.8,72,199,51,1007.2,74.84
1434450246,6/16/15 6:24,23.8,72,209,52,1007.2,74.84
1434450548,6/16/15 6:29,23.8,73,213,52,1007.2,74.84
1434450850,6/16/15 6:34,23.8,73,211,52,1007.1,74.84
1434451152,6/16/15 6:39,23.8,72,208,51,1007.3,74.84
1434451457,6/16/15 6:44,23.8,72,210,52,1007.2,74.84
1434451760,6/16/15 6:49,23.8,72,199,51,1007.2,74.84
1434452061,6/16/15 6:54,23.8,72,209,51,1007.2,74.84
1434452364,6/16/15 6:59,23.8,72,214,52,1007.3,74.84
1434452666,6/16/15 7:04,23.8,72,216,52,1007.3,74.84
1434452969,6/16/15 7:09,23.8,72,209,52,1007.3,74.84
1434453273,6/16/15 7:14,23.8,72,212,52,1007.3,74.84
1434453575,6/16/15 7:19,23.8,72,215,50,1007.5,74.84
1434453877,6/16/15 7:24,23.8,72,207,52,1007.3,74.84
1434454180,6/16/15 7:29,23.8,73,211,53,1007.4,74.84
1434454482,6/16/15 7:34,23.8,73,214,52,1007.5,74.84
1434454785,6/16/15 7:39,23.8,73,222,51,1007.3,74.84
1434455088,6/16/15 7:44,23.8,73,219,51,1007.4,74.84
1434455390,6/16/15 7:49,23.8,73,218,53,1007.3,74.84
1434455693,6/16/15 7:54,23.8,73,221,53,1007.3,74.84
1434455995,6/16/15 7:59,23.8,71,216,57,1007.4,74.84
1434456297,6/16/15 8:04,23.6,71,215,55,1007.5,74.48
1434456600,6/16/15 8:10,23.5,72,236,54,1007.4,74.3
1434456902,6/16/15 8:15,23.4,73,218,54,1007.4,74.12
1434457205,6/16/15 8:20,23.4,73,215,52,1007.4,74.12
1434457508,6/16/15 8:25,23.4,73,220,52,1007.5,74.12
1434457811,6/16/15 8:30,23.4,73,215,53,1007.8,74.12
1434458113,6/16/15 8:35,23.4,74,222,52,1007.6,74.12
1434458415,6/16/15 8:40,23.5,74,221,52,1007.5,74.3
1434458718,6/16/15 8:45,23.5,74,215,51,1007.6,74.3
1434459020,6/16/15 8:50,23.5,74,219,51,1007.5,74.3
1434459323,6/16/15 8:55,23.5,74,214,52,1007.4,74.3
1434459626,6/16/15 9:00,23.5,74,221,52,1007.4,74.3
1434459928,6/16/15 9:05,23.6,74,218,52,1007.2,74.48
1434460231,6/16/15 9:10,23.6,74,218,51,1007.2,74.48
1434460533,6/16/15 9:15,23.7,74,215,51,1007.1,74.66
1434460836,6/16/15 9:20,23.7,74,219,52,1007.3,74.66
1434461139,6/16/15 9:25,23.7,73,210,51,1007.2,74.66
1434461441,6/16/15 9:30,23.7,73,215,51,1007.1,74.66
1434461744,6/16/15 9:35,23.8,73,216,52,1007,74.84
1434462047,6/16/15 9:40,23.8,73,222,52,1006.9,74.84
1434462349,6/16/15 9:45,23.8,73,216,52,1006.8,74.84
1434462652,6/16/15 9:50,23.8,72,218,58,1006.6,74.84
1434462954,6/16/15 9:55,23.7,72,213,53,1006.5,74.66
1434463257,6/16/15 10:00,23.7,73,218,53,1006.5,74.66
1434463560,6/16/15 10:06,23.7,73,206,51,1006.4,74.66
1434463863,6/16/15 10:11,23.7,73,215,51,1006.5,74.66
1434464165,6/16/15 10:16,23.7,73,208,51,1006.4,74.66
1434464468,6/16/15 10:21,23.7,73,214,50,1006.1,74.66
1434464770,6/16/15 10:26,23.8,73,208,51,1006.2,74.84
1434465073,6/16/15 10:31,23.8,73,203,51,1006.3,74.84
1434465375,6/16/15 10:36,23.8,71,209,59,1006.2,74.84
1434465678,6/16/15 10:41,23.7,72,211,53,1006.2,74.66
1434465981,6/16/15 10:46,23.7,73,208,52,1006.1,74.66
1434466283,6/16/15 10:51,23.7,73,207,51,1006.1,74.66
1434466585,6/16/15 10:56,23.7,73,205,50,1006,74.66
1434466888,6/16/15 11:01,23.7,73,202,50,1006.1,74.66
1434467190,6/16/15 11:06,23.8,73,211,52,1006.2,74.84
1434467492,6/16/15 11:11,23.8,71,215,59,1006.3,74.84
1434467795,6/16/15 11:16,23.7,72,201,54,1006.3,74.66
1434468097,6/16/15 11:21,23.7,73,216,52,1006.3,74.66
1434468400,6/16/15 11:26,23.7,73,222,50,1006.3,74.66
1434468702,6/16/15 11:31,23.7,73,229,52,1006.4,74.66
1434469004,6/16/15 11:36,23.8,73,236,52,1006.2,74.84
1434469307,6/16/15 11:41,23.8,71,255,60,1006.2,74.84
1434469609,6/16/15 11:46,23.7,71,245,55,1006.2,74.66
1434469912,6/16/15 11:51,23.6,72,265,54,1006.3,74.48
1434470214,6/16/15 11:56,23.6,72,247,54,1006.2,74.48
1434470516,6/16/15 12:01,23.7,72,257,53,1006.3,74.66
1434470818,6/16/15 12:06,23.7,72,254,53,1006.4,74.66
1434471121,6/16/15 12:12,23.8,72,272,53,1006.4,74.84
1434471424,6/16/15 12:17,23.9,72,271,52,1006.3,75.02
1434471727,6/16/15 12:22,23.9,71,266,51,1006.5,75.02
1434472029,6/16/15 12:27,24,71,272,52,1006.6,75.2
1434472331,6/16/15 12:32,24.1,71,284,53,1006.3,75.38
1434472633,6/16/15 12:37,24.1,71,291,52,1006.5,75.38
1434472936,6/16/15 12:42,24.2,71,288,52,1006.6,75.56
1434473238,6/16/15 12:47,24.3,71,289,52,1006.5,75.74
1434473541,6/16/15 12:52,24.4,70,275,53,1006.4,75.92
1434473843,6/16/15 12:57,24.5,70,289,52,1006.5,76.1
1434474146,6/16/15 13:02,24.5,70,286,52,1006.3,76.1
1434474448,6/16/15 13:07,24.5,70,298,50,1006.2,76.1
1434474751,6/16/15 13:12,24.5,70,291,51,1006.1,76.1
1434475054,6/16/15 13:17,24.6,70,291,55,1006.1,76.28
1434475356,6/16/15 13:22,24.7,70,309,53,1006,76.46
1434475659,6/16/15 13:27,24.7,69,316,52,1006,76.46
1434475962,6/16/15 13:32,24.8,69,297,53,1005.8,76.64
1434476264,6/16/15 13:37,24.8,69,312,52,1005.6,76.64
1434476567,6/16/15 13:42,24.9,69,313,50,1005.8,76.82
1434476869,6/16/15 13:47,25,69,316,52,1005.7,77
1434477172,6/16/15 13:52,25,69,313,53,1005.7,77
1434477474,6/16/15 13:57,25.1,69,310,53,1005.6,77.18
1434477777,6/16/15 14:02,25.2,69,312,56,1005.7,77.36
1434478079,6/16/15 14:07,25.2,69,313,56,1005.7,77.36
1434478382,6/16/15 14:13,25.3,68,320,55,1005.8,77.54
1434478684,6/16/15 14:18,25.4,68,316,53,1005.8,77.72
1434478987,6/16/15 14:23,25.4,68,316,53,1005.8,77.72
1434479290,6/16/15 14:28,25.5,68,305,52,1005.9,77.9
1434479592,6/16/15 14:33,25.5,68,320,52,1005.7,77.9
1434479894,6/16/15 14:38,25.6,68,320,53,1005.8,78.08
1434480197,6/16/15 14:43,25.6,68,321,53,1005.7,78.08
1434480499,6/16/15 14:48,25.7,68,330,52,1005.7,78.26
1434480801,6/16/15 14:53,25.7,68,329,51,1005.6,78.26
1434481104,6/16/15 14:58,25.7,68,326,52,1005.4,78.26
1434481407,6/16/15 15:03,25.8,68,316,52,1005.5,78.44
1434481709,6/16/15 15:08,25.8,67,328,51,1005.4,78.44
1434482012,6/16/15 15:13,25.9,67,336,51,1005.4,78.62
1434482314,6/16/15 15:18,25.9,67,325,54,1005.4,78.62
1434482617,6/16/15 15:23,25.9,65,326,60,1005.3,78.62
1434482919,6/16/15 15:28,25.6,63,315,59,1005.3,78.08
1434483222,6/16/15 15:33,25.1,62,302,58,1005.3,77.18
1434483524,6/16/15 15:38,24.6,61,301,57,1005.3,76.28
1434483827,6/16/15 15:43,24.2,61,285,58,1005.5,75.56
1434484129,6/16/15 15:48,23.8,61,273,58,1005.5,74.84
1434484431,6/16/15 15:53,23.4,60,266,58,1005.7,74.12
1434484734,6/16/15 15:58,23,60,263,58,1005.5,73.4
1434485036,6/16/15 16:03,22.7,60,256,58,1005.6,72.86
1434485339,6/16/15 16:08,22.3,60,249,58,1005.6,72.14
1434485641,6/16/15 16:14,22,60,244,58,1005.6,71.6
1434485944,6/16/15 16:19,21.8,60,246,58,1005.3,71.24
1434486247,6/16/15 16:24,21.5,60,237,59,1005.4,70.7
1434486550,6/16/15 16:29,21.3,60,235,58,1005.3,70.34
1434486853,6/16/15 16:34,21,60,228,58,1005.4,69.8
1434487156,6/16/15 16:39,20.8,60,207,58,1005.4,69.44
1434487458,6/16/15 16:44,20.6,60,216,59,1005.4,69.08
1434487761,6/16/15 16:49,20.4,60,205,58,1005.5,68.72
1434488063,6/16/15 16:54,20.2,61,183,59,1005.4,68.36
1434488364,6/16/15 16:59,20.1,60,204,59,1005.4,68.18
1434488667,6/16/15 17:04,19.9,61,199,58,1005.4,67.82
1434488969,6/16/15 17:09,19.7,60,196,58,1005.4,67.46
1434489272,6/16/15 17:14,19.6,61,198,58,1005.4,67.28
1434489574,6/16/15 17:19,19.6,63,194,56,1005.4,67.28
1434489877,6/16/15 17:24,19.8,65,202,54,1005.4,67.64
1434490179,6/16/15 17:29,20.1,67,210,54,1005.5,68.18
1434490482,6/16/15 17:34,20.3,68,209,53,1005.4,68.54
1434490784,6/16/15 17:39,20.7,68,217,53,1005.7,69.26
1434491086,6/16/15 17:44,20.9,69,221,54,1005.6,69.62
1434491388,6/16/15 17:49,21.2,69,222,54,1005.6,70.16
1434491691,6/16/15 17:54,21.5,69,223,53,1005.7,70.7
1434491994,6/16/15 17:59,21.7,69,221,53,1005.7,71.06
1434492296,6/16/15 18:04,21.9,69,223,53,1005.7,71.42
1434492598,6/16/15 18:09,22.1,69,226,54,1005.8,71.78
1434492900,6/16/15 18:15,22.3,69,228,53,1005.6,72.14
1434493203,6/16/15 18:20,22.5,69,230,53,1005.9,72.5
1434493505,6/16/15 18:25,22.6,69,230,54,1005.7,72.68
1434493809,6/16/15 18:30,22.8,69,228,54,1005.7,73.04
1434494111,6/16/15 18:35,22.9,69,235,53,1005.7,73.22
1434494414,6/16/15 18:40,23,69,231,53,1005.7,73.4
1434494717,6/16/15 18:45,23.2,69,229,53,1005.7,73.76
1434495018,6/16/15 18:50,23.3,69,237,54,1005.7,73.94
1434495321,6/16/15 18:55,23.4,69,242,53,1005.8,74.12
1434495625,6/16/15 19:00,23.5,69,243,53,1005.9,74.3
1434495927,6/16/15 19:05,23.5,69,254,53,1005.9,74.3
1434496229,6/16/15 19:10,23.6,68,249,54,1006,74.48
1434496531,6/16/15 19:15,23.7,68,245,54,1006,74.66
1434496834,6/16/15 19:20,23.8,68,242,53,1006,74.84
1434497136,6/16/15 19:25,23.9,68,246,53,1006.2,75.02
1434497439,6/16/15 19:30,23.9,68,248,53,1006.2,75.02
1434497741,6/16/15 19:35,24,68,250,56,1006.4,75.2
1434498044,6/16/15 19:40,24,67,266,55,1006.6,75.2
1434498347,6/16/15 19:45,23.9,68,249,53,1006.5,75.02
1434498649,6/16/15 19:50,23.9,68,249,54,1006.7,75.02
1434498952,6/16/15 19:55,23.9,68,252,53,1006.7,75.02
1434499254,6/16/15 20:00,24,68,247,52,1006.8,75.2
1434499557,6/16/15 20:05,24,68,265,52,1006.9,75.2
1434499858,6/16/15 20:10,24.1,68,269,53,1006.9,75.38
1434500160,6/16/15 20:16,24.1,68,275,53,1006.9,75.38
1434500464,6/16/15 20:21,24.1,68,278,52,1007.1,75.38
1434500767,6/16/15 20:26,24.2,68,269,51,1007.2,75.56
1434501068,6/16/15 20:31,24.2,66,278,56,1007.4,75.56
1434501371,6/16/15 20:36,24.1,67,292,54,1007.3,75.38
1434501673,6/16/15 20:41,24,68,290,53,1007.5,75.2
1434501976,6/16/15 20:46,24,68,281,51,1007.6,75.2
1434502280,6/16/15 20:51,24,68,284,52,1007.6,75.2
1434502582,6/16/15 20:56,24.1,68,289,53,1007.8,75.38
1434502884,6/16/15 21:01,24.1,68,301,53,1007.9,75.38
1434503187,6/16/15 21:06,24.1,68,298,51,1008,75.38
1434503489,6/16/15 21:11,24.2,68,308,51,1007.9,75.56
1434503792,6/16/15 21:16,24.2,68,301,53,1008.1,75.56
1434504094,6/16/15 21:21,24.2,68,305,52,1008.2,75.56
1434504396,6/16/15 21:26,24.3,68,303,53,1008.2,75.74
1434504699,6/16/15 21:31,24.3,68,305,51,1008.5,75.74
1434505001,6/16/15 21:36,24.3,68,313,52,1008.7,75.74
1434505303,6/16/15 21:41,24.4,68,311,53,1008.8,75.92
1434505605,6/16/15 21:46,24.4,68,335,52,1008.8,75.92
1434505908,6/16/15 21:51,24.4,68,335,51,1008.8,75.92
1434506210,6/16/15 21:56,24.5,68,332,51,1008.8,76.1
1434506513,6/16/15 22:01,24.5,67,332,52,1008.9,76.1
1434506816,6/16/15 22:06,24.5,67,345,52,1009,76.1
1434507118,6/16/15 22:11,24.5,67,337,53,1008.9,76.1
1434507420,6/16/15 22:17,24.5,67,341,51,1008.8,76.1
1434507723,6/16/15 22:22,24.5,67,342,52,1008.9,76.1
1434508026,6/16/15 22:27,24.5,67,338,53,1009,76.1
1434508329,6/16/15 22:32,24.5,67,343,53,1009.1,76.1
1434508632,6/16/15 22:37,24.5,67,327,51,1009,76.1
1434508933,6/16/15 22:42,24.5,67,328,51,1009.2,76.1
1434509236,6/16/15 22:47,24.5,67,342,52,1009.3,76.1
1434509539,6/16/15 22:52,24.5,67,326,52,1009.1,76.1
1434509842,6/16/15 22:57,24.5,67,329,53,1008.9,76.1
1434510144,6/16/15 23:02,24.5,67,320,51,1009.2,76.1
1434510447,6/16/15 23:07,24.5,67,322,52,1009.2,76.1
1434510749,6/16/15 23:12,24.5,67,316,53,1009.1,76.1
1434511052,6/16/15 23:17,24.5,67,314,52,1009.2,76.1
1434511354,6/16/15 23:22,24.5,67,309,53,1009.2,76.1
1434511656,6/16/15 23:27,24.5,67,316,51,1009.2,76.1
1434511959,6/16/15 23:32,24.5,66,309,52,1009,76.1
1434512262,6/16/15 23:37,24.5,66,304,53,1009.2,76.1
1434512563,6/16/15 23:42,24.5,66,300,52,1009.1,76.1
1434512866,6/16/15 23:47,24.5,66,295,54,1009.3,76.1
1434513169,6/16/15 23:52,24.5,64,303,57,1009.2,76.1
1434513471,6/16/15 23:57,24.1,63,295,55,1009.3,75.38
1434513773,6/17/15 0:02,23.9,65,294,54,1009.3,75.02
1434514076,6/17/15 0:07,23.7,66,269,53,1009.3,74.66
1434514379,6/17/15 0:12,23.6,67,259,52,1009.4,74.48
1434514682,6/17/15 0:18,23.6,68,264,51,1009.3,74.48
1434514984,6/17/15 0:23,23.6,68,273,52,1009.3,74.48
1434515287,6/17/15 0:28,23.6,68,266,52,1009.4,74.48
1434515589,6/17/15 0:33,23.6,68,268,52,1009.3,74.48
1434515891,6/17/15 0:38,23.7,68,257,52,1009.4,74.66
1434516194,6/17/15 0:43,23.7,68,261,51,1009.5,74.66
1434516497,6/17/15 0:48,23.7,68,271,51,1009.6,74.66
1434516800,6/17/15 0:53,23.8,68,266,51,1009.5,74.84
1434517103,6/17/15 0:58,23.8,68,268,52,1009.6,74.84
1434517404,6/17/15 1:03,23.8,67,264,52,1009.6,74.84
1434517707,6/17/15 1:08,23.8,66,263,56,1009.7,74.84
1434518010,6/17/15 1:13,23.6,66,249,52,1009.7,74.48
1434518313,6/17/15 1:18,23.5,68,251,52,1009.9,74.3
1434518615,6/17/15 1:23,23.5,68,262,52,1009.9,74.3
1434518917,6/17/15 1:28,23.5,68,255,52,1009.9,74.3
1434519220,6/17/15 1:33,23.5,68,248,52,1009.9,74.3
1434519522,6/17/15 1:38,23.5,68,251,51,1009.8,74.3
1434519825,6/17/15 1:43,23.5,68,246,52,1010,74.3
1434520127,6/17/15 1:48,23.5,68,248,52,1010,74.3
1434520429,6/17/15 1:53,23.6,68,247,52,1010.1,74.48
1434520731,6/17/15 1:58,23.6,68,253,52,1009.9,74.48
1434521034,6/17/15 2:03,23.6,68,251,52,1010.2,74.48
1434521337,6/17/15 2:08,23.7,68,261,51,1010,74.66
1434521639,6/17/15 2:13,23.7,68,256,52,1010.2,74.66
1434521941,6/17/15 2:19,23.7,68,252,52,1010.1,74.66
1434522245,6/17/15 2:24,23.7,67,244,52,1010.2,74.66
1434522548,6/17/15 2:29,23.7,68,249,52,1010.2,74.66
1434522851,6/17/15 2:34,23.7,67,245,52,1010.1,74.66
1434523153,6/17/15 2:39,23.8,67,243,51,1010.1,74.84
1434523456,6/17/15 2:44,23.8,67,246,52,1010.1,74.84
1434523758,6/17/15 2:49,23.8,67,238,52,1010.2,74.84
1434524060,6/17/15 2:54,23.8,67,243,52,1010.3,74.84
1434524362,6/17/15 2:59,23.8,67,246,52,1010.1,74.84
