Date, Time, CO2 saved (lbs), E-Total (kWh), Fac (Hz), Grid Type, h-On (h), h-Total (h), Iac (A), Ipv (A), Mode, Pac (W), Power On, Serial Number, Temperature (degC), Vac (V), Vpv (V), ExlSolIrr (W/m^2), IntSolIrr (W/m^2), SMA-h-On (h), TmpAmb F (°F), TmpMdul F (°F), WindVel m/s (m/s)
29.05.2012, 13:13:34, 5030.847, 2959.319, 60, 208V, 1324.938, 1265.581, 24.12, 15.427, Mpp, 5275, 443, 2001931035, 70.4, 218.7, 358, 911, 995, 2158.435, 87.63, 125.23, 7.6
29.05.2012, 13:13:40, 5030.864, 2959.329, 60, 208V, 1324.94, 1265.583, 24.066, 15.428, Mpp, 5261, 443, 2001931035, 70.4, 218.6, 357, 911, 990, 2158.438, 87.63, 125.23, 7.4
29.05.2012, 13:13:51, 5030.89, 2959.344, 59.99, 208V, 1324.942, 1265.586, 23.942, 15.508, Mpp, 5231, 443, 2001931035, 70.4, 218.5, 353, 911, 987, 2158.44, 87.63, 125.13, 12.2
29.05.2012, 13:13:57, 5030.903, 2959.352, 59.99, 208V, 1324.944, 1265.588, 23.788, 15.086, Mpp, 5202, 443, 2001931035, 70.4, 218.7, 361, 900, 980, 2158.441, 87.53, 125.13, 12.4
29.05.2012, 13:14:03, 5030.919, 2959.361, 59.99, 208V, 1324.946, 1265.59, 23.84, 15.448, Mpp, 5211, 443, 2001931035, 70.4, 218.6, 353, 900, 978, 2158.444, 87.23, 124.83, 7.4
29.05.2012, 13:14:14, 5030.948, 2959.378, 59.99, 208V, 1324.949, 1265.593, 23.876, 15.261, Mpp, 5219, 443, 2001931035, 69.8, 218.6, 358, 911, 980, 2158.446, 87.23, 124.63, 4.5
29.05.2012, 13:14:20, 5030.963, 2959.387, 59.99, 208V, 1324.951, 1265.595, 23.834, 15.609, Mpp, 5207, 443, 2001931035, 70.4, 218.5, 349, 889, 974, 2158.448, 87.33, 124.33, 2.5
29.05.2012, 13:14:28, 5030.982, 2959.398, 59.99, 208V, 1324.953, 1265.597, 21.164, 13.658, Mpp, 4616, 443, 2001931035, 69.8, 218.1, 353, 889, 974, 2158.448, 87.33, 124.33, 2.5
29.05.2012, 13:14:35, 5030.997, 2959.407, 59.99, 208V, 1324.955, 1265.599, 23.174, 14.671, Mpp, 5061, 443, 2001931035, 69.1, 218.4, 361, 835, 901, 2158.452, 87.73, 124.03, 1.2
29.05.2012, 13:14:42, 5031.014, 2959.416, 59.99, 208V, 1324.956, 1265.6, 23.506, 14.778, Mpp, 5138, 443, 2001931035, 69.8, 218.6, 364, 889, 965, 2158.454, 87.83, 124.03, 3.2
29.05.2012, 13:14:42, 5031.014, 2959.416, 59.99, 208V, 1324.956, 1265.6, 23.506, 14.778, Mpp, 5138, 443, 2001931035, 69.8, 218.6, 364, 889, 965, 2158.454, 87.83, 124.03, 3.2
29.05.2012, 13:14:51, 5031.036, 2959.43, 59.98, 208V, 1324.959, 1265.603, 23.532, 14.787, Mpp, 5141, 443, 2001931035, 69.8, 218.5, 364, 889, 972, 2158.457, 87.53, 124.03, 13.7
29.05.2012, 13:15:01, 5031.058, 2959.443, 59.98, 208V, 1324.962, 1265.606, 23.71, 15.175, Mpp, 5176, 443, 2001931035, 69.8, 218.3, 357, 900, 973, 2158.459, 87.23, 124.03, 14.5
29.05.2012, 13:15:06, 5031.075, 2959.452, 59.98, 208V, 1324.963, 1265.607, 23.72, 15.186, Mpp, 5180, 443, 2001931035, 69.8, 218.4, 357, 900, 975, 2158.462, 87.03, 123.93, 10.1
29.05.2012, 13:15:17, 5031.097, 2959.466, 59.98, 208V, 1324.966, 1265.61, 23.684, 15.165, Mpp, 5173, 443, 2001931035, 69.8, 218.4, 357, 900, 975, 2158.462, 87.03, 123.93, 10.1
29.05.2012, 13:15:21, 5031.109, 2959.473, 59.98, 208V, 1324.968, 1265.611, 23.61, 15.074, Mpp, 5156, 443, 2001931035, 69.8, 218.4, 358, n.a
29.05.2012, 13:15:32, 5031.136, 2959.489, 59.98, 208V, 1324.971, 1265.615, 23.746, 15.56, Mpp, 5191, 443, 2001931035, 69.8, 218.6, 349, 889, 968, 2158.466, 86.63, 123.43, 9.7
29.05.2012, 13:15:40, 5031.153, 2959.499, 59.98, 208V, 1324.973, 1265.616, 23.832, 15.399, Mpp, 5209, 443, 2001931035, 69.8, 218.6, 354, 889, 968, 2158.466, 86.63, 123.43, 9.7
29.05.2012, 13:15:40, 5031.153, 2959.499, 59.98, 208V, 1324.973, 1265.616, 23.832, 15.399, Mpp, 5209, 443, 2001931035, 69.8, 218.6, 354, 900, 978, 2158.469, 86.83, 122.93, 3.4
29.05.2012, 13:15:47, 5031.174, 2959.511, 59.98, 208V, 1324.975, 1265.619, 23.906, 15.314, Mpp, 5223, 443, 2001931035, 69.8, 218.5, 357, 900, 983, 2158.474, 87.33, 122.93, 4.6
29.05.2012, 13:16:00, 5031.204, 2959.53, 59.98, 208V, 1324.978, 1265.622, 23.962, 15.173, Mpp, 5231, 443, 2001931035, 69.8, 218.3, 361, 900, 983, 2158.474, 87.33, 122.93, 4.6
29.05.2012, 13:16:00, 5031.204, 2959.53, 59.98, 208V, 1324.978, 1265.622, 23.962, 15.173, Mpp, 5231, 443, 2001931035, 69.8, 218.3, 361, 900, 983, 2158.474, 87.33, 122.93, 4.6
29.05.2012, 13:16:09, 5031.225, 2959.541, 59.98, 208V, 1324.981, 1265.625, 23.93, 15.309, Mpp, 5221, 443, 2001931035, 70.4, 218.2, 357, 900, 981, 2158.479, 87.43, 122.93, 7.3
29.05.2012, 13:16:21, 5031.257, 2959.56, 59.99, 208V, 1324.984, 1265.628, 23.952, 15.282, Mpp, 5226, 443, 2001931035, 70.4, 218.2, 358, 900, 981, 2158.479, 87.43, 122.93, 7.3
29.05.2012, 13:16:25, 5031.269, 2959.566, 59.99, 208V, 1324.985, 1265.629, 23.938, 15.451, Mpp, 5226, 443, 2001931035, 70.4, 218.3, 354, 900, 981, 2158.482, 87.23, 123.03, 7.1
29.05.2012, 13:16:32, 5031.284, 2959.576, 59.99, 208V, 1324.987, 1265.631, 23.886, 15.096, Mpp, 5219, 443, 2001931035, 69.8, 218.5, 362, 900, 981, 2158.485, 87.43, 123.13, 2.9
29.05.2012, 13:16:43, 5031.311, 2959.59, 59.99, 208V, 1324.99, 1265.634, 23.878, 15.291, Mpp, 5215, 443, 2001931035, 70.4, 218.4, 357, 900, 981, 2158.485, 87.43, 123.13, 2.9
29.05.2012, 13:16:47, 5031.322, 2959.598, 59.99, 208V, 1324.991, 1265.635, 23.86, 15.264, Mpp, 5206, 443, 2001931035, 69.8, 218.2, 357, 900, 978, 2158.489, 87.73, 123.23, 7.3
29.05.2012, 13:16:58, 5031.347, 2959.612, 59.99, 208V, 1324.994, 1265.638, 23.868, 15.249, Mpp, 5215, 443, 2001931035, 70.4, 218.5, 358, 900, 978, 2158.491, 87.73, 123.13, 9.3
29.05.2012, 13:17:04, 5031.362, 2959.622, 59.99, 208V, 1324.996, 1265.64, 23.848, 15.27, Mpp, 5208, 443, 2001931035, 69.8, 218.4, 357, 900, 978, 2158.493, 87.63, 123.13, 4.7
29.05.2012, 13:17:12, 5031.379, 2959.632, 59.99, 208V, 1324.998, 1265.642, 23.84, 15.231, Mpp, 5209, 443, 2001931035, 70.4, 218.5, 358, 900, 978, 2158.493, 87.63, 123.13, 4.7
29.05.2012, 13:17:12, 5031.379, 2959.632, 59.99, 208V, 1324.998, 1265.642, 23.84, 15.231, Mpp, 5209, 443, 2001931035, 70.4, 218.5, 358, 900, 978, 2158.496, 87.73, 123.23, 4.9
29.05.2012, 13:17:22, 5031.405, 2959.647, 59.99, 208V, 1325.001, 1265.645, 23.866, 15.246, Mpp, 5214, 443, 2001931035, 69.8, 218.5, 358, 900, 978, 2158.498, 87.73, 123.23, 3.7
29.05.2012, 13:17:35, 5031.439, 2959.667, 59.99, 208V, 1325.005, 1265.649, 23.832, 15.267, Mpp, 5207, 443, 2001931035, 69.8, 218.5, 357, 900, 978, 2158.501, 87.93, 123.23, 8.4
29.05.2012, 13:17:43, 900, 978, 2158.501, 87.93, 123.23, 8.4
29.05.2012, 13:17:43, 5031.459, 2959.679, 59.99, 208V, 1325.007, 1265.651, 23.798, 15.127, Mpp, 5202, 443, 2001931035, 69.8, 218.6, 360, 900, 979, 2158.504, 88.03, 123.13, 6.3
29.05.2012, 13:17:50, 5031.476, 2959.689, 59.99, 208V, 1325.009, 1265.653, 23.79, 14.874, Mpp, 5198, 443, 2001931035, 70.4, 218.5, 366, 900, 980, 2158.507, 88.13, 123.23, 3.7
29.05.2012, 13:18:03, 5031.505, 2959.706, 59.99, 208V, 1325.012, 1265.656, 23.856, 15.451, Mpp, 5212, 443, 2001931035, 70.4, 218.5, 353, 900, 980, 2158.507, 88.13, 123.23, 3.7
29.05.2012, 13:18:07, 5031.52, 2959.713, 59.99, 208V, 1325.014, 1265.658, 23.782, 15.153, Mpp, 5211, 443, 2001931035, 70.4, 219.1, 360, 900, 982, 2158.511, 88.33, 123.23, 3.8
29.05.2012, 13:18:07, 5031.52, 2959.713, 59.99, 208V, 1325.014, 1265.658, 23.782, 15.153, Mpp, 5211, 443, 2001931035, 70.4, 219.1, 360, 900, 982, 2158.512, 88.33, 123.23, 4.4
29.05.2012, 13:18:19, 5031.548, 2959.731, 59.99, 208V, 1325.017, 1265.661, 23.78, 15.159, Mpp, 5213, 443, 2001931035, 70.4, 219.2, 360, 900, 983, 2158.515, 88.03, 123.23, 13.2
29.05.2012, 13:18:30, 5031.575, 2959.745, 59.99, 208V, 1325.02, 1265.664, 23.842, 15.322, Mpp, 5226, 443, 2001931035, 70.4, 219.2, 357, 900, 983, 2158.517, 87.83, 123.33, 5.6
29.05.2012, 13:18:36, 5031.588, 2959.755, 59.99, 208V, 1325.022, 1265.666, 23.832, 15.316, Mpp, 5224, 443, 2001931035, 69.8, 219.2, 357, 900, 983, 2158.519, 87.63, 123.33, 9
29.05.2012, 13:18:43, 5031.607, 2959.764, 59.99, 208V, 1325.023, 1265.667, 23.834, 15.316, Mpp, 5224, 443, 2001931035, 70.4, 219.2, 357, 900, 982, 2158.521, 87.73, 123.33, 10.2
29.05.2012, 13:18:54, 5031.633, 2959.782, 59.99, 208V, 1325.027, 1265.671, 23.834, 15.316, Mpp, 5224, 443, 2001931035, 70.4, 219.2, 357, 900, 982, 2158.522, 87.63, 123.43, 12.6
29.05.2012, 13:19:01, 5031.651, 2959.792, 59.99, 208V, 1325.029, 1265.673, 23.748, 14.981, Mpp, 5208, 443, 2001931035, 70.4, 219.3, 364, 900, 982, 2158.523, 87.43, 123.43, 7.2
29.05.2012, 13:19:01, 5031.651, 2959.792, 59.99, 208V, 1325.029, 1265.673, 23.748, 14.981, Mpp, 5215, 443, 2001931035, 69.8, 219.2, 360, 900, 981, 2158.525, 87.13, 123.43, 5.6
29.05.2012, 13:19:09, 5031.67, 2959.803, 59.99, 208V, 1325.031, 1265.675, 23.79, 15.165, Mpp, 5215, 443, 2001931035, 69.8, 219.2, 360, 900, 981, 2158.528, 87.13, 123.43, 4.8
29.05.2012, 13:19:19, 5031.696, 2959.816, 59.99, 208V, 1325.033, 1265.677, 23.84, 15.322, Mpp, 5226, 443, 2001931035, 70.4, 219.2, 357, 900, 982, 2158.531, 87.33, 123.33, 2.2
29.05.2012, 13:19:29, 5031.719, 2959.832, 59.99, 208V, 1325.036, 1265.68, 23.812, 15.33, Mpp, 5229, 443, 2001931035, 70.4, 219.6, 357, 900, 983, 2158.533, 87.53, 123.23, 5.3
29.05.2012, 13:19:35, 5031.735, 2959.84, 59.99, 208V, 1325.038, 1265.682, 23.862, 15.343, Mpp, 5233, 443, 2001931035, 70.4, 219.3, 357, 900, 984, 2158.535, 87.43, 123.23, 12.8
29.05.2012, 13:19:45, 5031.757, 2959.854, 59.98, 208V, 1325.041, 1265.685, 23.862, 15.177, Mpp, 5233, 443, 2001931035, 70.4, 219.3, 361, 900, 984, 2158.537, 87.43, 123.23, 10.9
29.05.2012, 13:19:51, 5031.772, 2959.863, 59.98, 208V, 1325.042, 1265.686, 23.878, 15.531, Mpp, 5239, 443, 2001931035, 70.4, 219.4, 353, 900, 984, 2158.537, 87.43, 123.23, 10.9
29.05.2012, 13:19:57, 5031.789, 2959.872, 59.99, 208V, 1325.044, 1265.688, 23.906, 15.212, Mpp, 5245, 443, 2001931035, 70.4, 219.4, 361, 911, 985, 2158.541, 87.23, 123.13, 8.9
29.05.2012, 13:20:04, 5031.806, 2959.882, 59.98, 208V, 1325.046, 1265.69, 23.948, 15.192, Mpp, 5252, 443, 2001931035, 69.8, 219.3, 362, 911, 985, 2158.543, 87.03, 122.93, 7.6
29.05.2012, 13:20:16, 5031.833, 2959.899, 59.98, 208V, 1325.049, 1265.693, 23.882, 15.397, Mpp, 5237, 443, 2001931035, 70.4, 219.3, 356, 911, 985, 2158.544, 87.03, 122.93, 9.7
29.05.2012, 13:20:16, 5031.833, 2959.899, 59.98, 208V, 1325.049, 1265.693, 23.882, 15.397, Mpp, 5237, 443, 2001931035, 70.4, 219.3, 356, 911, 985, 2158.546, 87.03, 122.63, 7.4
29.05.2012, 13:20:24, 5031.855, 2959.912, 59.98, 208V, 1325.052, 1265.696, 23.936, 15.183, Mpp, 5249, 443, 2001931035, 70.4, 219.3, 362, 900, 985, 2158.549, 87.03, 122.43, 9.9
29.05.2012, 13:43:54, 5035.277, 2961.927, 59.98, 208V, 1325.445, 1266.089, 4.188, 2.761, Mpp, 912, 443, 2001931035, 62.8, 217.8, 353, n.a
29.05.2012, 13:44:00, 5035.277, 2961.927, 59.98, 208V, 1325.445, 1266.089, 4.188, 2.761, Mpp, 912, 443, 2001931035, 62.8, 217.8, 353, 151, 186, 2158.939, 87.23, 122.83, 1.9
29.05.2012, 13:44:09, 5035.281, 2961.93, 59.98, 208V, 1325.448, 1266.091, 4.132, 2.729, Mpp, 901, 443, 2001931035, 62.2, 218.1, 353, 151, 184, 2158.942, 87.43, 122.43, 5.4
29.05.2012, 13:44:19, 5035.286, 2961.932, 59.98, 208V, 1325.45, 1266.094, 4.246, 2.828, Mpp, 925, 443, 2001931035, 61.6, 217.8, 349, 151, 187, 2158.944, 87.43, 122.13, 5.1
29.05.2012, 13:44:25, 5035.288, 2961.934, 59.98, 208V, 1325.452, 1266.096, 4.406, 2.891, Mpp, 960, 443, 2001931035, 61.6, 218, 354, 151, 187, 2158.944, 87.43, 122.13, 5.1
29.05.2012, 13:44:31, 5035.291, 2961.935, 59.98, 208V, 1325.453, 1266.097, 4.704, 3.079, Mpp, 1025, 443, 2001931035, 61, 217.9, 354, 162, 205, 2158.947, 87.53, 121.53, 9.6
29.05.2012, 13:44:37, 5035.294, 2961.937, 59.97, 208V, 1325.455, 1266.099, 5.232, 3.41, Mpp, 1140, 443, 2001931035, 61, 217.9, 354, 216, 260, 2158.95, 87.43, 120.63, 6.8
29.05.2012, 13:44:49, 5035.305, 2961.942, 59.98, 208V, 1325.458, 1266.102, 9.236, 5.927, Mpp, 2020, 443, 2001931035, 60.3, 218.7, 356, 216, 260, 2158.95, 87.43, 120.63, 6.8
29.05.2012, 13:44:53, 694, 727, 2158.953, 87.63, 119.93, 3.9
29.05.2012, 13:44:59, 5035.327, 2961.955, 59.99, 208V, 1325.461, 1266.105, 18.546, 12.092, Mpp, 4082, 443, 2001931035, 62.8, 220.1, 352, 856, 922, 2158.955, 87.53, 119.63, 3.2
29.05.2012, 13:45:09, 5035.351, 2961.968, 59.99, 208V, 1325.464, 1266.108, 24.902, 16.126, Mpp, 5511, 443, 2001931035, 64.1, 221.3, 358, 856, 922, 2158.955, 87.53, 119.63, 3.2
29.05.2012, 13:45:18, 5035.371, 2961.98, 59.99, 208V, 1325.466, 1266.11, 24.818, 15.933, Mpp, 5490, 443, 2001931035, 65.4, 221.2, 361, 943, 1016, 2158.959, 87.83, 119.63, 1.5
29.05.2012, 13:45:25, 5035.391, 2961.992, 59.99, 208V, 1325.469, 1266.113, 24.57, 15.643, Mpp, 5435, 443, 2001931035, 66, 221.2, 364, n.a
29.05.2012, 13:45:25, 5035.391, 2961.992, 59.99, 208V, 1325.469, 1266.113, 24.57, 15.643, Mpp, 5435, 443, 2001931035, 66, 221.2, 364, 943, 1012, 2158.959, 87.83, 119.63, 1.5
29.05.2012, 13:45:25, 5035.391, 2961.992, 59.99, 208V, 1325.469, 1266.113, 24.57, 15.643, Mpp, 5435, 443, 2001931035, 66, 221.2, 364, 943, 1014, 2158.966, 88.03, 120.03, 3.6
29.05.2012, 13:45:25, 5035.391, 2961.992, 59.99, 208V, 1325.469, 1266.113, 24.57, 15.643, Mpp, 5435, 443, 2001931035, 66, 221.2, 364, 943, 1014, 2158.966, 88.03, 120.03, 3.6
29.05.2012, 13:45:51, 5035.458, 2962.03, 60, 208V, 1325.476, 1266.12, 24.476, 15.554, Mpp, 5419, 443, 2001931035, 67.2, 221.4, 365, 932, 1014, 2158.971, 87.93, 120.53, 4.3
29.05.2012, 13:45:51, 5035.458, 2962.03, 60, 208V, 1325.476, 1266.12, 24.476, 15.554, Mpp, 5419, 443, 2001931035, 67.2, 221.4, 365, 932, 1014, 2158.971, 87.93, 120.53, 4.3
29.05.2012, 13:46:08, 5035.502, 2962.055, 60, 208V, 1325.48, 1266.124, 24.412, 15.801, Mpp, 5402, 443, 2001931035, 67.2, 221.3, 358, 932, 1012, 2158.976, 87.73, 121.03, 9.9
29.05.2012, 13:46:25, 5035.548, 2962.081, 60, 208V, 1325.485, 1266.129, 24.454, 15.685, Mpp, 5406, 443, 2001931035, 67.9, 221.1, 361, 932, 1012, 2158.976, 87.73, 121.03, 9.9
29.05.2012, 13:46:25, 5035.548, 2962.081, 60, 208V, 1325.485, 1266.129, 24.454, 15.685, Mpp, 5394, 443, 2001931035, 68.5, 221.2, 365, 932, 1011, 2158.98, 87.53, 121.13, 9.2
29.05.2012, 13:46:39, 5035.578, 2962.102, 60.01, 208V, 1325.489, 1266.133, 24.386, 15.481, Mpp, 5394, 443, 2001931035, 68.5, 221.2, 365, 932, 1010, 2158.983, 87.33, 121.13, 3.9
29.05.2012, 13:46:49, 5035.609, 2962.118, 60.02, 208V, 1325.492, 1266.136, 24.352, 15.494, Mpp, 5384, 443, 2001931035, 68.5, 221.1, 364, 932, 1010, 2158.986, 87.63, 120.93, 6.5
29.05.2012, 13:47:00, 5035.631, 2962.133, 60.02, 208V, 1325.495, 1266.139, 24.342, 15.634, Mpp, 5389, 443, 2001931035, 68.5, 221.4, 361, 932, 1009, 2158.986, 87.73, 120.93, 5.1
29.05.2012, 13:47:08, 5035.651, 2962.145, 60.01, 208V, 1325.497, 1266.141, 24.322, 15.741, Mpp, 5382, 443, 2001931035, 68.5, 221.3, 358, 932, 1007, 2158.99, 87.93, 121.03, 9.8
29.05.2012, 13:47:15, 5035.67, 2962.156, 60.01, 208V, 1325.499, 1266.143, 24.238, 15.385, Mpp, 5361, 443, 2001931035, 68.5, 221.2, 365, 932, 1004, 2158.992, 87.83, 121.13, 7.7
29.05.2012, 13:47:21, 5035.687, 2962.166, 60.02, 208V, 1325.501, 1266.145, 24.156, 15.555, Mpp, 5348, 443, 2001931035, 69.1, 221.4, 360, 932, 1002, 2158.994, 87.93, 121.23, 6.3
29.05.2012, 13:47:28, 5035.702, 2962.175, 60.02, 208V, 1325.503, 1266.146, 24.118, 15.693, Mpp, 5337, 443, 2001931035, 69.1, 221.3, 356, 932, 1002, 2158.994, 87.93, 121.23, 6.3
29.05.2012, 13:47:28, 5035.702, 2962.175, 60.02, 208V, 1325.503, 1266.146, 24.118, 15.693, Mpp, 5337, 443, 2001931035, 69.1, 221.3, 356, 932, 999, 2158.997, 88.13, 121.23, 5.8
29.05.2012, 13:47:38, 5035.728, 2962.19, 60.02, 208V, 1325.505, 1266.149, 24.04, 15.32, Mpp, 5325, 443, 2001931035, 69.1, 221.5, 364, 932, 998, 2158.999, 88.33, 121.43, 5.9
29.05.2012, 13:47:50, 5035.759, 2962.208, 60.02, 208V, 1325.509, 1266.153, 24.086, 15.758, Mpp, 5330, 443, 2001931035, 69.1, 221.3, 354, 932, 998, 2159.001, 88.33, 121.53, 8.8
29.05.2012, 13:47:50, 5035.759, 2962.208, 60.02, 208V, 1325.509, 1266.153, 24.086, 15.758, Mpp, 5330, 443, 2001931035, 69.1, 221.3, 354, 932, 998, 2159.001, 88.33, 121.53, 8.8
29.05.2012, 13:47:59, 5035.781, 2962.221, 60.02, 208V, 1325.511, 1266.155, 23.99, 15.578, Mpp, 5313, 443, 2001931035, 69.1, 221.5, 357, 921, 994, 2159.004, 88.23, 121.63, 8.2
29.05.2012, 13:48:06, 5035.798, 2962.231, 60.02, 208V, 1325.513, 1266.157, 23.95, 15.545, Mpp, 5302, 443, 2001931035, 69.1, 221.4, 357, 921, 991, 2159.008, 88.03, 121.73, 10.9
29.05.2012, 13:48:18, 5035.828, 2962.249, 60.02, 208V, 1325.516, 1266.16, 23.99, 15.587, Mpp, 5316, 443, 2001931035, 69.1, 221.6, 357, 921, 991, 2159.008, 88.03, 121.73, 10.9
29.05.2012, 13:48:23, 5035.844, 2962.256, 60.02, 208V, 1325.518, 1266.162, 24.026, 15.611, Mpp, 5324, 443, 2001931035, 69.1, 221.6, 357, 921, 995, 2159.011, 87.83, 121.73, 11.9
29.05.2012, 13:48:34, 5035.871, 2962.274, 60.02, 208V, 1325.521, 1266.165, 24.044, 15.411, Mpp, 5328, 443, 2001931035, 69.1, 221.6, 362, 921, 996, 2159.014, 87.43, 121.63, 6.9
29.05.2012, 13:48:40, 5035.884, 2962.282, 60.02, 208V, 1325.523, 1266.166, 24.066, 15.432, Mpp, 5335, 443, 2001931035, 69.1, 221.7, 362, 932, 996, 2159.015, 87.23, 121.53, 11
29.05.2012, 13:48:45, 5035.9, 2962.291, 60.02, 208V, 1325.524, 1266.168, 24.064, 15.507, Mpp, 5332, 443, 2001931035, 69.8, 221.6, 360, 932, 998, 2159.017, 87.23, 121.53, 12
29.05.2012, 13:48:52, 5035.917, 2962.299, 60.02, 208V, 1325.526, 1266.17, 24.168, 15.5, Mpp, 5358, 443, 2001931035, 69.8, 221.7, 362, 932, 1001, 2159.019, 87.13, 121.53, 6.8
29.05.2012, 13:48:59, 5035.934, 2962.31, 60.02, 208V, 1325.528, 1266.172, 24.176, 15.539, Mpp, 5357, 443, 2001931035, 69.8, 221.6, 361, 932, 1002, 2159.021, 87.13, 121.63, 8
29.05.2012, 13:49:05, 5035.949, 2962.32, 60.02, 208V, 1325.53, 1266.174, 24.144, 15.694, Mpp, 5352, 443, 2001931035, 69.1, 221.7, 357, 932, 1001, 2159.023, 87.23, 121.63, 6.8
29.05.2012, 13:49:18, 5035.983, 2962.34, 60.03, 208V, 1325.533, 1266.177, 24.074, 15.649, Mpp, 5337, 443, 2001931035, 69.8, 221.7, 357, 932, 1000, 2159.026, 87.43, 121.73, 5.9
29.05.2012, 13:49:27, 5036.002, 2962.351, 60.03, 208V, 1325.536, 1266.18, 24.01, 15.774, Mpp, 5321, 443, 2001931035, 69.8, 221.6, 353, 932, 1000, 2159.026, 87.43, 121.73, 5.9
29.05.2012, 13:49:34, 5036.022, 2962.363, 60.02, 208V, 1325.538, 1266.182, 24.02, 15.608, Mpp, 5323, 443, 2001931035, 69.8, 221.6, 357, 932, 995, 2159.028, 87.53, 121.83, 7.3
29.05.2012, 13:49:34, 5036.022, 2962.363, 60.02, 208V, 1325.538, 1266.182, 24.02, 15.608, Mpp, 5323, 443, 2001931035, 69.8, 221.6, 357, 932, 994, 2159.031, 87.63, 121.93, 1.6
29.05.2012, 13:49:42, 5036.042, 2962.375, 60.02, 208V, 1325.54, 1266.184, 24.062, 15.445, Mpp, 5325, 443, 2001931035, 69.8, 221.3, 361, 932, 996, 2159.034, 87.83, 122.03, 7.1
29.05.2012, 13:49:56, 5036.075, 2962.394, 60.02, 208V, 1325.544, 1266.188, 24.18, 15.663, Mpp, 5356, 443, 2001931035, 69.8, 221.5, 358, 932, 996, 2159.034, 87.83, 122.03, 7.1
29.05.2012, 13:50:00, 5036.088, 2962.4, 60.02, 208V, 1325.545, 1266.189, 24.208, 15.554, Mpp, 5362, 443, 2001931035, 69.8, 221.5, 361, 932, 1001, 2159.037, 88.03, 122.23, 7.1
29.05.2012, 13:50:06, 5036.104, 2962.411, 60.02, 208V, 1325.547, 1266.191, 24.31, 15.619, Mpp, 5384, 443, 2001931035, 69.8, 221.5, 361, 943, 1008, 2159.04, 88.03, 122.43, 6.4
29.05.2012, 13:50:17, 5036.131, 2962.427, 60.01, 208V, 1325.55, 1266.194, 24.4, 15.853, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 357, 943, 1012, 2159.042, 88.23, 122.53, 7.5
29.05.2012, 13:50:17, 5036.131, 2962.427, 60.01, 208V, 1325.55, 1266.194, 24.4, 15.853, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 354, 943, 1012, 2159.042, 88.23, 122.53, 7.5
29.05.2012, 13:50:26, 5036.151, 2962.439, 60.01, 208V, 1325.552, 1266.196, 24.402, 15.984, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 354, n.a
29.05.2012, 13:50:33, 5036.17, 2962.45, 60.01, 208V, 1325.554, 1266.198, 24.346, 15.609, Mpp, 5395, 443, 2001931035, 70.4, 221.6, 362, 943, 1013, 2159.049, 88.23, 122.63, 6.3
29.05.2012, 13:50:33, 5036.17, 2962.45, 60.01, 208V, 1325.554, 1266.198, 24.346, 15.609, Mpp, 5395, 443, 2001931035, 70.4, 221.6, 362, 943, 1014, 2159.05, 88.23, 122.73, 6.5
29.05.2012, 13:50:52, 5036.223, 2962.48, 60.01, 208V, 1325.56, 1266.203, 24.334, 15.814, Mpp, 5392, 443, 2001931035, 70.4, 221.6, 357, 943, 1015, 2159.052, 88.23, 122.93, 7
29.05.2012, 13:51:01, 5036.241, 2962.492, 60.01, 208V, 1325.562, 1266.206, 24.268, 15.601, Mpp, 5378, 443, 2001931035, 69.8, 221.6, 361, 943, 1012, 2159.055, 87.83, 123.13, 5.3
29.05.2012, 13:51:11, 5036.269, 2962.508, 60.01, 208V, 1325.565, 1266.209, 24.254, 15.705, Mpp, 5370, 443, 2001931035, 70.4, 221.4, 358, 943, 1010, 2159.057, 87.73, 123.13, 3.3
29.05.2012, 13:51:17, 5036.284, 2962.517, 60.01, 208V, 1325.566, 1266.21, 24.17, 15.706, Mpp, 5356, 443, 2001931035, 70.4, 221.6, 357, 932, 1009, 2159.059, 87.63, 123.13, 5.6
29.05.2012, 13:51:17, 5036.284, 2962.517, 60.01, 208V, 1325.566, 1266.21, 24.17, 15.706, Mpp, 5356, 443, 2001931035, 70.4, 221.6, 357, 932, 1009, 2159.06, 87.63, 123.23, 6
29.05.2012, 13:51:31, 5036.316, 2962.536, 60.01, 208V, 1325.57, 1266.214, 24.17, 15.686, Mpp, 5349, 443, 2001931035, 70.4, 221.3, 357, 932, 1008, 2159.063, 87.43, 123.23, 4.3
29.05.2012, 13:51:37, 5036.335, 2962.547, 60.01, 208V, 1325.572, 1266.216, 24.122, 15.788, Mpp, 5340, 443, 2001931035, 70.4, 221.4, 354, 932, 1005, 2159.065, 87.43, 123.33, 6.6
29.05.2012, 13:51:49, 5036.364, 2962.564, 60, 208V, 1325.575, 1266.219, 23.988, 15.707, Mpp, 5313, 443, 2001931035, 70.4, 221.5, 354, 932, 1002, 2159.067, 87.53, 123.43, 7.6
29.05.2012, 13:51:57, 5036.384, 2962.576, 60, 208V, 1325.578, 1266.221, 23.902, 15.473, Mpp, 5292, 443, 2001931035, 70.4, 221.4, 358, 932, 1002, 2159.067, 87.53, 123.43, 7.6
