CSV-Export,Version: 1.01,Separator: Comma

,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009
06.04.2012 00:50,0,0,2289.01,67.23,63.24,0.6,,,,,,,,,,,,,,,,,
06.04.2012 00:55,0,0,2289.09,67.26,63.46,0.96,,,,,,,,,,,,,,,,,
06.04.2012 01:00,0,0,2289.17,67.19,63.92,0.05,,,,,,,,,,,,,,,,,
06.04.2012 01:05,0,0.13,2289.26,67.07,63.98,0.2,,,,,,,,,,,,,,,,,
06.04.2012 01:10,0,0.03,2289.34,67.17,64.02,0.5,,,,,,,,,,,,,,,,,
06.04.2012 01:15,0,0,2289.42,66.96,64.28,0.58,,,,,,,,,,,,,,,,,
06.04.2012 01:20,0,0,2289.5,66.71,64.26,0.14,,,,,,,,,,,,,,,,,
06.04.2012 01:25,0,0.07,2289.59,66.64,63.75,0.25,,,,,,,,,,,,,,,,,
06.04.2012 01:30,0,0.34,2289.67,66.61,63.32,0.46,,,,,,,,,,,,,,,,,
06.04.2012 01:35,0,0.33,2289.75,66.63,63.2,1.9,,,,,,,,,,,,,,,,,
06.04.2012 01:40,0,0,2289.84,66.49,63.1,1.52,,,,,,,,,,,,,,,,,
06.04.2012 01:45,0,0.04,2289.92,66.41,62.73,1.8,,,,,,,,,,,,,,,,,
06.04.2012 01:50,0,0,2290,66.17,62.79,1.79,,,,,,,,,,,,,,,,,
06.04.2012 01:55,0,0,2290.08,66.03,62.6,1.21,,,,,,,,,,,,,,,,,
06.04.2012 02:00,0,0,2290.17,65.86,62.41,2.4,,,,,,,,,,,,,,,,,
06.04.2012 02:05,0,0,2290.25,65.56,62.55,3.14,,,,,,,,,,,,,,,,,
06.04.2012 02:10,0,0,2290.33,65.58,62.62,2.18,,,,,,,,,,,,,,,,,
06.04.2012 02:15,0,0,2290.41,65.56,62.74,2.54,,,,,,,,,,,,,,,,,
06.04.2012 02:20,0,0,2290.5,65.37,62.77,2.67,,,,,,,,,,,,,,,,,
06.04.2012 02:25,0,0,2290.58,65.11,62.69,2.31,,,,,,,,,,,,,,,,,
06.04.2012 02:30,0,0,2290.66,65.02,62.61,2.03,,,,,,,,,,,,,,,,,
06.04.2012 02:35,0,0,2290.74,64.98,62.79,2.72,,,,,,,,,,,,,,,,,
06.04.2012 02:40,0,0,2290.83,64.84,62.98,3.09,,,,,,,,,,,,,,,,,
06.04.2012 02:45,0,0,2290.91,64.8,63.07,2.13,,,,,,,,,,,,,,,,,
06.04.2012 02:50,0,0,2290.99,64.69,62.93,1.74,,,,,,,,,,,,,,,,,
06.04.2012 02:55,0,0,2291.08,64.64,62.9,1.86,,,,,,,,,,,,,,,,,
06.04.2012 03:00,0,0,2291.16,64.62,62.93,2.49,,,,,,,,,,,,,,,,,
06.04.2012 03:05,0,0,2291.24,64.49,62.89,2.69,,,,,,,,,,,,,,,,,
06.04.2012 03:10,0,0,2291.33,64.49,62.57,2.98,,,,,,,,,,,,,,,,,
06.04.2012 03:15,0,0,2291.41,64.49,62.1,1.57,,,,,,,,,,,,,,,,,
06.04.2012 03:20,0,0.03,2291.49,64.38,61.64,1.69,,,,,,,,,,,,,,,,,
06.04.2012 03:25,0,0.03,2291.57,64.36,61.44,1.49,,,,,,,,,,,,,,,,,
06.04.2012 03:30,0,0,2291.66,64.32,61.35,1.27,,,,,,,,,,,,,,,,,
06.04.2012 03:35,0,0,2291.74,64.3,61.19,0.84,,,,,,,,,,,,,,,,,
06.04.2012 03:40,0,0,2291.82,64.23,60.94,1.32,,,,,,,,,,,,,,,,,
06.04.2012 03:45,0,0,2291.91,64.27,60.84,0.64,,,,,,,,,,,,,,,,,
06.04.2012 03:50,0,0,2291.99,64.26,60.9,0.77,,,,,,,,,,,,,,,,,
06.04.2012 03:55,0,0.03,2292.07,63.93,60.92,1.87,,,,,,,,,,,,,,,,,
06.04.2012 04:00,0,0.03,2292.15,63.79,60.55,0.54,,,,,,,,,,,,,,,,,
06.04.2012 04:05,0,0.03,2292.24,63.72,60.33,0.21,,,,,,,,,,,,,,,,,
06.04.2012 04:10,0,0.03,2292.32,63.68,59.82,0.15,,,,,,,,,,,,,,,,,
06.04.2012 04:15,0,0,2292.4,63.67,59.61,0.56,,,,,,,,,,,,,,,,,
06.04.2012 04:20,0,0,2292.48,63.75,59.92,1.04,,,,,,,,,,,,,,,,,
06.04.2012 04:25,0,0,2292.57,63.91,60.09,0.26,,,,,,,,,,,,,,,,,
06.04.2012 04:30,0,0,2292.65,64.17,60.3,0.9,,,,,,,,,,,,,,,,,
06.04.2012 04:35,0,0,2292.73,64.15,60.37,0.37,,,,,,,,,,,,,,,,,
06.04.2012 04:40,0,0.48,2292.81,64.36,60.52,0.6,,,,,,,,,,,,,,,,,
06.04.2012 04:45,0,0.28,2292.9,63.91,60.23,0.62,,,,,,,,,,,,,,,,,
06.04.2012 04:50,0,0.07,2292.98,63.89,60.16,0.67,,,,,,,,,,,,,,,,,
06.04.2012 04:55,0,0.03,2293.06,63.67,59.72,0.31,,,,,,,,,,,,,,,,,
06.04.2012 05:00,0,0.03,2293.15,63.45,59.58,0.62,,,,,,,,,,,,,,,,,
06.04.2012 05:05,0,0.03,2293.23,62.7,59.72,1.3,,,,,,,,,,,,,,,,,
06.04.2012 05:10,0,0,2293.31,62.29,59.33,0.99,,,,,,,,,,,,,,,,,
06.04.2012 05:15,0,0,2293.39,62.01,59.01,0.55,,,,,,,,,,,,,,,,,
06.04.2012 05:20,0,0,2293.48,62.21,58.77,0.1,,,,,,,,,,,,,,,,,
06.04.2012 05:25,0,0,2293.56,62.13,58.51,0.36,,,,,,,,,,,,,,,,,
06.04.2012 05:30,0,0,2293.64,61.96,58.34,0.66,,,,,,,,,,,,,,,,,
06.04.2012 05:35,0,0,2293.73,61.75,58.43,0.44,,,,,,,,,,,,,,,,,
06.04.2012 05:40,0,0,2293.81,61.85,58.62,0.87,0: -----,5354.56,0: -------,3149.74,59.99,2: 208V,1405.99,1341.43,0,0,3: Waiting,0,496,2001931035,28.28,208.91,363.64
06.04.2012 05:45,0,0.34,2293.89,61.91,59.08,1.55,0: -----,5354.56,0: -------,3149.74,60.01,2: 208V,1406.06,1341.43,0,0,3: Waiting,0,496,2001931035,28.3,208.76,411.24
06.04.2012 05:50,3.21,2.74,2293.97,62.05,59.51,2.12,0: -----,5354.56,0: -------,3149.74,59.99,2: 208V,1406.14,1341.45,0.02,0.03,7: Mpp,3.39,497,2001931035,28.3,209.1,403.13
06.04.2012 05:55,10,5.83,2294.05,62.23,59.85,1.52,0: -----,5354.57,0: -------,3149.75,60,2: 208V,1406.23,1341.53,0.12,0.2,7: Mpp,23.85,497,2001931035,28.78,209.09,313.13
06.04.2012 06:00,10,8.84,2294.13,62.46,60.12,1.13,0: -----,5354.57,0: -------,3149.75,59.98,2: 208V,1406.31,1341.62,0.16,0.23,7: Mpp,33.47,497,2001931035,28.9,209.26,320.71
06.04.2012 06:05,14.2,15.11,2294.22,62.62,60.4,1.44,0: -----,5354.58,0: -------,3149.75,59.98,2: 208V,1406.4,1341.7,0.34,0.34,7: Mpp,70.03,497,2001931035,29.34,209.62,337.32
06.04.2012 06:10,23.41,23.1,2294.3,62.78,60.78,1.45,0: -----,5354.6,0: -------,3149.76,59.99,2: 208V,1406.48,1341.79,0.56,0.45,7: Mpp,117.41,497,2001931035,29.61,208.97,376.59
06.04.2012 06:15,32,31.22,2294.37,62.95,61.22,1.87,0: -----,5354.62,0: -------,3149.78,59.97,2: 208V,1406.55,1341.86,0.82,0.59,7: Mpp,172.36,497,2001931035,30.1,209.04,382.91
06.04.2012 06:20,39.52,37.9,2294.47,63.42,62.3,3,0: -----,5354.65,0: -------,3149.8,60,2: 208V,1406.65,1341.95,0.99,0.68,7: Mpp,206.83,497,2001931035,30.51,209,383.83
06.04.2012 06:25,43,43.72,2294.55,63.81,63.18,2.46,0: -----,5354.69,0: -------,3149.82,59.99,2: 208V,1406.73,1342.03,1.14,0.75,7: Mpp,238.18,497,2001931035,30.8,209.34,390.32
06.04.2012 06:30,43,42.73,2294.63,64.01,63.48,2.11,0: -----,5354.72,0: -------,3149.84,59.99,2: 208V,1406.82,1342.12,1.1,0.74,7: Mpp,230.32,497,2001931035,31.09,209.34,389.3
06.04.2012 06:35,46.94,46.28,2294.71,64.56,63.97,3.26,0: -----,5354.76,0: -------,3149.86,59.98,2: 208V,1406.9,1342.2,1.19,0.78,7: Mpp,250.58,497,2001931035,31.38,209.85,392.68
06.04.2012 06:40,61.68,60.13,2294.8,64.93,64.77,2.81,0: -----,5354.8,0: -------,3149.88,59.99,2: 208V,1406.98,1342.28,1.61,1,7: Mpp,338.06,497,2001931035,31.83,210.07,396.75
06.04.2012 06:45,65,64.38,2294.88,65.43,65.61,2.68,0: -----,5354.85,0: -------,3149.91,59.99,2: 208V,1407.06,1342.37,1.74,1.08,7: Mpp,366.54,497,2001931035,32.27,210.13,394.59
06.04.2012 06:50,65,68.62,2294.96,65.68,66.1,2.23,0: -----,5354.91,0: -------,3149.95,59.99,2: 208V,1407.15,1342.45,1.86,1.13,7: Mpp,389.93,497,2001931035,32.71,209.83,396.44
06.04.2012 06:55,65,72.51,2295.05,66.13,66.61,2.7,0: -----,5354.97,0: -------,3149.98,60,2: 208V,1407.23,1342.53,1.99,1.19,7: Mpp,416.76,497,2001931035,33.22,209.58,399.73
06.04.2012 07:00,139.38,69.64,2295.13,66.47,67.3,2.93,0: -----,5355.05,0: -------,3150.03,60,2: 208V,1407.32,1342.62,2.63,1.47,7: Mpp,551.05,497,2001931035,33.71,209.57,422.45
06.04.2012 07:05,209.48,71.63,2295.21,67.21,69,1.73,0: -----,5355.19,0: -------,3150.11,59.97,2: 208V,1407.4,1342.7,4.76,2.6,7: Mpp,1002.13,497,2001931035,35.62,210.45,414.05
06.04.2012 07:10,228.92,77.94,2295.29,67.72,70.54,2.16,0: -----,5355.35,0: -------,3150.21,59.98,2: 208V,1407.48,1342.78,5.37,2.93,7: Mpp,1133.62,497,2001931035,37.15,211.19,412.73
06.04.2012 07:15,225.25,92.04,2295.37,67.91,71.42,2.72,0: -----,5355.51,0: -------,3150.3,59.98,2: 208V,1407.56,1342.87,5.5,2.99,7: Mpp,1160.23,497,2001931035,38.03,211.13,413.63
06.04.2012 07:20,203.72,77.43,2295.46,68.1,71.98,3.32,0: -----,5355.67,0: -------,3150.39,59.99,2: 208V,1407.65,1342.95,5.03,2.76,7: Mpp,1062.68,497,2001931035,38.74,211.16,411.61
06.04.2012 07:25,138.77,78.64,2295.54,68.03,71.26,2.91,0: -----,5355.78,0: -------,3150.46,60.01,2: 208V,1407.73,1343.03,3.71,2.09,7: Mpp,780.76,497,2001931035,37.86,210.74,405.86
06.04.2012 07:30,111.02,85.07,2295.62,68.01,71,3.1,0: -----,5355.88,0: -------,3150.51,59.98,2: 208V,1407.82,1343.12,3.1,1.8,7: Mpp,654.94,497,2001931035,37.93,211.32,400.13
06.04.2012 07:35,137.48,100.91,2295.71,68.04,70.62,3.47,0: -----,5355.99,0: -------,3150.58,59.99,2: 208V,1407.9,1343.2,3.68,2.09,7: Mpp,779.89,497,2001931035,38.09,212.19,404.87
06.04.2012 07:40,134.3,103.17,2295.79,68.04,70.77,3.02,0: -----,5356.09,0: -------,3150.64,59.99,2: 208V,1407.98,1343.29,3.59,2.05,7: Mpp,760.05,497,2001931035,38.27,212.01,403.76
06.04.2012 07:45,215.55,113.73,2295.87,68.3,71.5,2.95,0: -----,5356.27,0: -------,3150.75,60,2: 208V,1408.07,1343.37,5.83,3.21,7: Mpp,1237.54,497,2001931035,39.6,212.15,410.43
06.04.2012 07:50,132.72,89.02,2295.96,68.36,71.91,2.89,0: -----,5356.38,0: -------,3150.81,59.99,2: 208V,1408.15,1343.45,3.79,2.16,7: Mpp,802.14,497,2001931035,39.18,211.71,402.11
06.04.2012 07:55,225.07,106.72,2296.04,68.69,72.63,2.28,0: -----,5356.56,0: -------,3150.92,60,2: 208V,1408.23,1343.54,6.1,3.35,7: Mpp,1292.05,497,2001931035,40.72,211.73,409.74
06.04.2012 08:00,281.64,139.77,2296.12,69.08,74.48,2.87,0: -----,5356.79,0: -------,3151.05,60,2: 208V,1408.32,1343.62,7.68,4.21,7: Mpp,1628.89,497,2001931035,42.7,212.14,407.65
06.04.2012 08:05,282.06,167.13,2296.2,69.29,75.69,2.38,0: -----,5357.02,0: -------,3151.19,59.96,2: 208V,1408.4,1343.7,7.78,4.21,7: Mpp,1648.24,497,2001931035,43.48,211.98,413.03
06.04.2012 08:10,338.19,235.25,2296.29,69.46,77.42,2.48,0: -----,5357.31,0: -------,3151.36,60,2: 208V,1408.48,1343.79,9.53,5.18,7: Mpp,2021.83,497,2001931035,45.54,212.05,410.03
06.04.2012 08:15,275.59,230.2,2296.37,69.39,78.19,4,0: -----,5357.54,0: -------,3151.49,59.97,2: 208V,1408.57,1343.87,7.72,4.25,7: Mpp,1637.19,497,2001931035,46.19,212.06,405.78
06.04.2012 08:20,229.85,165.85,2296.45,69.13,76.01,3.89,0: -----,5357.74,0: -------,3151.61,59.99,2: 208V,1408.65,1343.95,6.72,3.71,7: Mpp,1424.86,497,2001931035,44.87,211.95,406.27
06.04.2012 08:25,319.4,175.34,2296.54,69.42,76.83,3.52,0: -----,5358.01,0: -------,3151.77,59.98,2: 208V,1408.73,1344.04,9.05,4.92,7: Mpp,1921.47,497,2001931035,46.82,212.34,410.58
06.04.2012 08:30,399.96,205.84,2296.62,69.57,77.81,3.25,0: -----,5358.35,0: -------,3151.97,59.99,2: 208V,1408.82,1344.12,11.51,6.19,7: Mpp,2454.53,497,2001931035,48.81,213.17,415.65
06.04.2012 08:35,396.46,245.15,2296.7,69.87,81.13,3.51,0: -----,5358.69,0: -------,3152.17,59.97,2: 208V,1408.9,1344.2,11.11,6.16,7: Mpp,2367.03,497,2001931035,51.48,212.84,401.48
06.04.2012 08:40,286.84,236.93,2296.78,69.36,79.1,5.11,0: -----,5358.92,0: -------,3152.3,59.99,2: 208V,1408.98,1344.29,7.94,4.37,7: Mpp,1693.72,497,2001931035,49.2,213.18,407.72
06.04.2012 08:45,215.65,192.54,2296.86,69.31,77.87,3.67,0: -----,5359.11,0: -------,3152.42,59.99,2: 208V,1409.07,1344.37,6.11,3.48,7: Mpp,1306.75,497,2001931035,48.23,213.23,397.22
06.04.2012 08:50,402.6,340.36,2296.95,69.22,76.77,3.92,0: -----,5359.47,0: -------,3152.63,59.99,2: 208V,1409.15,1344.45,11.68,6.46,7: Mpp,2506.97,497,2001931035,49.95,214.41,405.71
06.04.2012 08:55,496.77,403.63,2297.02,69.5,80.09,4.8,0: -----,5359.83,0: -------,3152.84,59.99,2: 208V,1409.22,1344.52,14.43,7.93,7: Mpp,3107.48,497,2001931035,54.5,215.34,410.55
06.04.2012 09:00,550.2,465.73,2297.11,69.8,82.84,4.66,0: -----,5360.37,0: -------,3153.16,60,2: 208V,1409.31,1344.62,15.93,8.91,7: Mpp,3431.65,497,2001931035,57.37,215.45,402.98
06.04.2012 09:05,577.32,537.66,2297.19,70.23,85.25,3.91,0: -----,5360.87,0: -------,3153.45,60,2: 208V,1409.39,1344.7,16.65,9.35,7: Mpp,3584.58,497,2001931035,59.92,215.32,401.16
06.04.2012 09:10,586.9,565.69,2297.27,70.35,86.24,4.93,0: -----,5361.4,0: -------,3153.76,59.99,2: 208V,1409.48,1344.78,16.95,9.56,7: Mpp,3646.2,497,2001931035,61.7,215.19,398.78
06.04.2012 09:15,611.15,590.6,2297.35,70.24,85.98,5.04,0: -----,5361.93,0: -------,3154.08,59.98,2: 208V,1409.56,1344.87,17.73,10.02,7: Mpp,3808.15,497,2001931035,63.52,214.83,397.73
06.04.2012 09:20,634.44,613.17,2297.44,70.49,87.27,4.27,0: -----,5362.48,0: -------,3154.4,59.99,2: 208V,1409.64,1344.95,18.43,10.43,7: Mpp,3961.97,497,2001931035,65.51,214.94,397.38
06.04.2012 09:25,387.43,409.4,2297.52,69.74,85.27,3.84,0: -----,5362.84,0: -------,3154.61,59.98,2: 208V,1409.73,1345.03,11.65,6.52,7: Mpp,2485.87,497,2001931035,61.89,213.34,399.37
06.04.2012 09:30,638.04,636.34,2297.6,70.42,85.9,2.19,0: -----,5363.4,0: -------,3154.94,59.99,2: 208V,1409.81,1345.11,18.71,10.48,7: Mpp,4017.83,497,2001931035,65.37,214.71,401.8
06.04.2012 09:35,672.96,666.29,2297.68,70.92,91.03,3.97,0: -----,5364,0: -------,3155.29,59.99,2: 208V,1409.9,1345.2,19.12,10.92,7: Mpp,4106.11,497,2001931035,68.31,214.71,393.68
06.04.2012 09:40,687.16,681.76,2297.77,70.17,88.21,6.52,0: -----,5364.61,0: -------,3155.65,59.97,2: 208V,1409.98,1345.28,20.16,11.48,7: Mpp,4328.76,497,2001931035,69.04,214.72,394.68
06.04.2012 09:45,699.2,699.15,2297.85,70.5,89.7,3.63,0: -----,5365.23,0: -------,3156.01,60,2: 208V,1410.06,1345.37,20.47,11.69,7: Mpp,4398.68,497,2001931035,65.91,214.84,393.89
06.04.2012 09:50,670.7,675.83,2297.93,70.69,91.51,4.09,0: -----,5365.81,0: -------,3156.36,60,2: 208V,1410.15,1345.45,19.28,11.1,7: Mpp,4127.65,497,2001931035,63.27,214.08,388.97
06.04.2012 09:55,581.37,601.73,2298.02,70.6,91.03,3.68,0: -----,5366.33,0: -------,3156.66,59.98,2: 208V,1410.23,1345.53,16.04,8.82,7: Mpp,3418.58,497,2001931035,60.36,213,406.29
06.04.2012 10:00,495.83,530.15,2298.1,70.26,89.35,3.62,0: -----,5366.77,0: -------,3156.92,60,2: 208V,1410.31,1345.62,14.77,8.42,7: Mpp,3149.15,497,2001931035,57.35,213.14,391.95
06.04.2012 10:05,638.53,669.67,2298.18,70.65,89.13,2.71,0: -----,5367.34,0: -------,3157.26,59.99,2: 208V,1410.4,1345.7,18.6,10.8,7: Mpp,3977.78,497,2001931035,57.86,213.76,385.14
06.04.2012 10:10,755.07,775.21,2298.27,71.04,94.11,3.08,0: -----,5368,0: -------,3157.64,59.98,2: 208V,1410.48,1345.78,21.83,12.62,7: Mpp,4678.96,497,2001931035,61.18,214.32,388.31
06.04.2012 10:15,759.86,785.73,2298.35,70.24,93.3,5.04,0: -----,5368.68,0: -------,3158.04,60,2: 208V,1410.56,1345.87,22.09,12.77,7: Mpp,4725.72,497,2001931035,62.07,213.98,387.69
06.04.2012 10:20,776.75,798.46,2298.43,70.56,94.52,4.21,0: -----,5369.35,0: -------,3158.44,59.98,2: 208V,1410.65,1345.95,22.41,12.94,7: Mpp,4812.39,497,2001931035,62.7,214.72,389.88
06.04.2012 10:25,710.31,727.88,2298.51,70.7,94.88,3.4,0: -----,5369.96,0: -------,3158.8,59.98,2: 208V,1410.73,1346.03,19.17,11.23,7: Mpp,4135.68,497,2001931035,61.94,215.46,387
06.04.2012 10:30,808.88,831.77,2298.6,71.22,97.15,2.79,0: -----,5370.67,0: -------,3159.21,59.97,2: 208V,1410.81,1346.12,22.76,13.26,7: Mpp,4913.11,497,2001931035,62.42,215.87,388.86
06.04.2012 10:35,787.48,814.48,2298.68,70.84,97.84,4.72,0: -----,5371.01,0: -------,3159.42,59.96,2: 208V,1410.9,1346.16,11.39,6.79,3: Waiting,2465.43,497,2001931035,58.48,216.9,433.11
06.04.2012 10:40,747.92,787.51,2298.76,70.35,97.2,4.25,0: -----,5371.02,0: -------,3159.42,59.99,2: 208V,1410.98,1346.16,0.52,0.28,6: Mpp-Search,112.31,498,2001931035,48.04,213.12,481.49
06.04.2012 10:45,739.72,782.68,2298.85,70.31,96.41,4.65,0: -----,5371.68,0: -------,3159.81,59.99,2: 208V,1411.06,1346.25,21.11,12.55,7: Mpp,4573.97,498,2001931035,59.7,216.42,381.74
06.04.2012 10:50,846.12,888.24,2298.93,70.1,94.33,5.05,0: -----,5372.42,0: -------,3160.24,59.99,2: 208V,1411.15,1346.33,23.67,13.96,7: Mpp,5148.85,498,2001931035,67.78,217.53,386.85
06.04.2012 10:55,867.42,907.98,2299.01,70.51,96.33,3.84,0: -----,5373.15,0: -------,3160.68,59.97,2: 208V,1411.23,1346.41,24.51,14.6,7: Mpp,5328.38,498,2001931035,68.81,217.37,382.85
06.04.2012 11:00,568.9,616.96,2299.09,70.91,97.72,2.4,0: -----,5373.68,0: -------,3160.99,60,2: 208V,1411.31,1346.5,16.96,10.15,7: Mpp,3660.47,498,2001931035,62.85,215.11,376.97
06.04.2012 11:05,879.45,927.81,2299.18,70.87,97.14,3.77,0: -----,5374.44,0: -------,3161.43,59.99,2: 208V,1411.4,1346.58,24.83,14.78,7: Mpp,5384.39,498,2001931035,65.74,216.86,382.19
06.04.2012 11:10,875.3,921.83,2299.26,70.82,98.64,4.03,0: -----,5375.2,0: -------,3161.88,59.99,2: 208V,1411.48,1346.67,24.55,14.68,7: Mpp,5328.69,498,2001931035,67.02,217.1,380.77
06.04.2012 11:15,867,917.35,2299.34,71.2,100.62,3.49,0: -----,5375.95,0: -------,3162.32,60,2: 208V,1411.56,1346.75,24.34,14.64,7: Mpp,5281.14,498,2001931035,67.18,217.02,378.24
06.04.2012 11:20,885.8,932.86,2299.43,71.28,101.23,3.21,0: -----,5376.73,0: -------,3162.78,59.99,2: 208V,1411.65,1346.83,24.69,14.91,7: Mpp,5355.94,498,2001931035,67.34,216.92,376.84
06.04.2012 11:25,906.67,950.78,2299.51,71.73,103.65,1.98,0: -----,5377.5,0: -------,3163.23,59.99,2: 208V,1411.73,1346.92,25.05,15.25,7: Mpp,5427.14,498,2001931035,67.96,216.65,373.31
06.04.2012 11:30,755.83,794.55,2299.59,71.47,103.93,4.09,0: -----,5378.11,0: -------,3163.59,59.98,2: 208V,1411.82,1347,19.4,11.83,7: Mpp,4201.41,498,2001931035,64.59,215.66,371.76
06.04.2012 11:35,633.25,665.45,2299.67,70.88,98.17,4.58,0: -----,5378.65,0: -------,3163.91,59.99,2: 208V,1411.9,1347.08,17.3,10.21,7: Mpp,3749.49,498,2001931035,63.66,215.6,383.49
06.04.2012 11:40,688.51,729.33,2299.76,70.9,93.28,3.02,0: -----,5379.21,0: -------,3164.24,59.98,2: 208V,1411.98,1347.17,18.74,10.55,7: Mpp,4051.19,498,2001931035,60.21,215.46,399.95
06.04.2012 11:45,674.98,723.24,2299.84,71.54,96.49,3.35,0: -----,5379.78,0: -------,3164.58,59.98,2: 208V,1412.07,1347.25,18.69,10.9,7: Mpp,4036.91,498,2001931035,62.32,215.19,387.68
06.04.2012 11:50,875.62,926.17,2299.92,71.78,99.73,3.67,0: -----,5380.51,0: -------,3165,59.99,2: 208V,1412.15,1347.33,23.98,14.41,7: Mpp,5194.46,498,2001931035,64.1,216.33,377.73
06.04.2012 11:55,983.25,1027.29,2300.01,71.92,102.24,3.2,0: -----,5381.35,0: -------,3165.5,59.99,2: 208V,1412.23,1347.42,26.84,16.32,7: Mpp,5820.49,498,2001931035,68.55,216.88,374.74
06.04.2012 12:00,865.94,876.85,2300.09,72.13,105.13,4.45,0: -----,5382.03,0: -------,3165.9,60.01,2: 208V,1412.32,1347.5,22.05,12.91,7: Mpp,4778.76,498,2001931035,67.72,216.17,387.06
06.04.2012 12:05,525.69,530.37,2300.17,71.42,97.14,2.85,0: -----,5382.42,0: -------,3166.15,60.01,2: 208V,1412.4,1347.58,14.09,7.88,7: Mpp,3037.21,498,2001931035,58.62,214.72,395.61
06.04.2012 12:10,715.26,733.26,2300.25,71.67,98.17,2.5,0: -----,5383.01,0: -------,3166.47,59.99,2: 208V,1412.48,1347.67,17.63,10.08,7: Mpp,3807.14,498,2001931035,60.91,215.43,391.41
06.04.2012 12:15,372.39,376.76,2300.34,70.86,94.7,4.21,0: -----,5383.32,0: -------,3166.66,59.98,2: 208V,1412.57,1347.75,9.56,5.52,7: Mpp,2049.61,498,2001931035,56.77,214.11,390.37
06.04.2012 12:20,385.83,384.28,2300.42,70.88,88.38,3.54,0: -----,5383.65,0: -------,3166.85,59.99,2: 208V,1412.65,1347.83,10.84,6.08,7: Mpp,2324.06,498,2001931035,56.26,214.44,400.5
06.04.2012 12:25,347.43,336.61,2300.5,70.53,85.97,3.69,0: -----,5383.92,0: -------,3167.01,59.98,2: 208V,1412.73,1347.91,9.59,5.32,7: Mpp,2053.09,498,2001931035,56.54,214.14,404.85
06.04.2012 12:30,374,373.47,2300.58,70.65,85.68,2,0: -----,5384.23,0: -------,3167.2,59.99,2: 208V,1412.81,1347.99,10.46,5.85,7: Mpp,2243.92,498,2001931035,57.25,214.47,402.23
06.04.2012 12:35,408.32,411.86,2300.66,70.99,87.08,2.33,0: -----,5384.58,0: -------,3167.4,59.98,2: 208V,1412.9,1348.08,11.65,6.5,7: Mpp,2501.64,498,2001931035,58.47,214.62,401.94
06.04.2012 12:40,673.24,676.61,2300.74,71.09,88.26,2.64,0: -----,5385.1,0: -------,3167.7,59.98,2: 208V,1412.98,1348.16,16.76,9.19,7: Mpp,3619.15,498,2001931035,62.9,215.4,409.09
06.04.2012 12:45,487.12,479.26,2300.83,70.65,92.09,4.13,0: -----,5385.54,0: -------,3167.97,60,2: 208V,1413.06,1348.25,13.15,7.45,7: Mpp,2832.41,498,2001931035,61.39,215.02,396.59
06.04.2012 12:50,447.98,445.48,2300.91,70.86,88.91,2.19,0: -----,5385.92,0: -------,3168.18,59.98,2: 208V,1413.15,1348.33,12.61,7.07,7: Mpp,2708.05,498,2001931035,56.59,214.66,400.34
