CSV-Export,Version: 1.01,Separator: Comma

,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009
06.17.2012 00:50,0,0,2594.07,66.88,61.94,0.07,,,,,,,,,,,,,,,,,
06.17.2012 00:55,0,0,2594.16,66.74,61.65,0.52,,,,,,,,,,,,,,,,,
06.17.2012 01:00,0,0,2594.24,66.72,61.53,0.98,,,,,,,,,,,,,,,,,
06.17.2012 01:05,0,0,2594.32,66.62,61.36,0.23,,,,,,,,,,,,,,,,,
06.17.2012 01:10,0,0,2594.41,66.45,61.09,0,,,,,,,,,,,,,,,,,
06.17.2012 01:15,0,0,2594.49,66.31,60.75,0.1,,,,,,,,,,,,,,,,,
06.17.2012 01:20,0,0,2594.57,66.11,60.32,0.1,,,,,,,,,,,,,,,,,
06.17.2012 01:25,0,0,2594.66,66.01,60.04,0.26,,,,,,,,,,,,,,,,,
06.17.2012 01:30,0,0,2594.74,65.81,59.78,0.12,,,,,,,,,,,,,,,,,
06.17.2012 01:35,0,0,2594.82,65.62,59.36,0,,,,,,,,,,,,,,,,,
06.17.2012 01:40,0,0,2594.9,65.63,58.89,0.02,,,,,,,,,,,,,,,,,
06.17.2012 01:45,0,0,2594.99,65.5,59.16,0,,,,,,,,,,,,,,,,,
06.17.2012 01:50,0,0,2595.07,65.34,59.21,0.08,,,,,,,,,,,,,,,,,
06.17.2012 01:55,0,0,2595.15,65.45,59.02,0.03,,,,,,,,,,,,,,,,,
06.17.2012 02:00,0,0,2595.23,65.44,58.82,0.02,,,,,,,,,,,,,,,,,
06.17.2012 02:05,0,0,2595.31,65.46,58.71,0.02,,,,,,,,,,,,,,,,,
06.17.2012 02:10,0,0,2595.4,65.26,58.51,0,,,,,,,,,,,,,,,,,
06.17.2012 02:15,0,0,2595.48,65.39,58.42,0.15,,,,,,,,,,,,,,,,,
06.17.2012 02:20,0,0,2595.56,65.49,58.25,0.48,,,,,,,,,,,,,,,,,
06.17.2012 02:25,0,0,2595.65,65.44,58.3,0.51,,,,,,,,,,,,,,,,,
06.17.2012 02:30,0,0,2595.73,65.34,58.17,0,,,,,,,,,,,,,,,,,
06.17.2012 02:35,0,0,2595.81,65,57.93,0.05,,,,,,,,,,,,,,,,,
06.17.2012 02:40,0,0,2595.9,65.06,57.65,0.13,,,,,,,,,,,,,,,,,
06.17.2012 02:45,0,0,2595.98,64.97,57.64,0.25,,,,,,,,,,,,,,,,,
06.17.2012 02:50,0,0,2596.06,64.78,57.43,0,,,,,,,,,,,,,,,,,
06.17.2012 02:55,0,0,2596.14,64.66,56.98,0,,,,,,,,,,,,,,,,,
06.17.2012 03:00,0,0,2596.22,64.62,56.63,0,,,,,,,,,,,,,,,,,
06.17.2012 03:05,0,0,2596.31,64.58,56.49,0,,,,,,,,,,,,,,,,,
06.17.2012 03:10,0,0,2596.39,64.52,56.5,0.11,,,,,,,,,,,,,,,,,
06.17.2012 03:15,0,0,2596.47,64.54,56.77,0.21,,,,,,,,,,,,,,,,,
06.17.2012 03:20,0,0,2596.56,64.79,57.3,0.9,,,,,,,,,,,,,,,,,
06.17.2012 03:25,0,0,2596.64,64.92,57.9,0.76,,,,,,,,,,,,,,,,,
06.17.2012 03:30,0,0,2596.72,64.77,58.26,0.2,,,,,,,,,,,,,,,,,
06.17.2012 03:35,0,0,2596.8,64.69,58.32,0.6,,,,,,,,,,,,,,,,,
06.17.2012 03:40,0,0,2596.89,64.69,58.3,0.11,,,,,,,,,,,,,,,,,
06.17.2012 03:45,0,0,2596.97,64.69,57.97,0.09,,,,,,,,,,,,,,,,,
06.17.2012 03:50,0,0,2597.05,64.56,57.84,0.43,,,,,,,,,,,,,,,,,
06.17.2012 03:55,0,0,2597.14,64.55,57.78,0.39,,,,,,,,,,,,,,,,,
06.17.2012 04:00,0,0,2597.22,64.65,57.75,0.09,,,,,,,,,,,,,,,,,
06.17.2012 04:05,0,0,2597.3,64.37,57.18,0.06,,,,,,,,,,,,,,,,,
06.17.2012 04:10,0,0,2597.38,64.26,56.81,0.55,,,,,,,,,,,,,,,,,
06.17.2012 04:15,0,0,2597.47,64.09,56.61,0.11,,,,,,,,,,,,,,,,,
06.17.2012 04:20,0,0,2597.55,63.71,56.29,0.16,,,,,,,,,,,,,,,,,
06.17.2012 04:25,0,0,2597.63,63.83,56.22,0.83,,,,,,,,,,,,,,,,,
06.17.2012 04:30,0,0,2597.71,63.8,56.44,0.62,,,,,,,,,,,,,,,,,
06.17.2012 04:35,0,0,2597.8,63.67,56.48,0.19,,,,,,,,,,,,,,,,,
06.17.2012 04:40,0,0,2597.88,63.55,56.27,0.17,,,,,,,,,,,,,,,,,
06.17.2012 04:45,0,0,2597.96,63.51,56.09,0.49,,,,,,,,,,,,,,,,,
06.17.2012 04:50,0,0,2598.05,63.63,56.1,0.9,,,,,,,,,,,,,,,,,
06.17.2012 04:55,0,0,2598.13,63.58,56.41,0.81,,,,,,,,,,,,,,,,,
06.17.2012 05:00,0,0,2598.21,63.59,56.74,1.24,,,,,,,,,,,,,,,,,
06.17.2012 05:05,0,0,2598.29,63.63,57.32,0.62,,,,,,,,,,,,,,,,,
06.17.2012 05:10,0,0,2598.38,63.41,57.31,0.27,,,,,,,,,,,,,,,,,
06.17.2012 05:15,0,0,2598.46,63.21,56.87,0.52,,,,,,,,,,,,,,,,,
06.17.2012 05:20,0,0,2598.54,63.02,56.65,0.84,,,,,,,,,,,,,,,,,
06.17.2012 05:25,0,0,2598.62,62.88,56.63,1.02,,,,,,,,,,,,,,,,,
06.17.2012 05:30,0,0,2598.71,62.89,56.62,1.46,,,,,,,,,,,,,,,,,
06.17.2012 05:35,0,0,2598.79,62.94,56.98,1.57,,,,,,,,,,,,,,,,,
06.17.2012 05:40,0,0,2598.87,62.94,57.34,0.96,0: -----,6149.17,0: -------,3617.16,60,2: 208V,1600.87,1529.2,0,0,3: Waiting,0,561,2001931035,28.48,212.46,366
06.17.2012 05:45,0,0.13,2598.95,62.88,57.43,0.69,0: -----,6149.17,0: -------,3617.16,59.99,2: 208V,1600.96,1529.2,0,0,3: Waiting,0,561,2001931035,28.7,212.46,402.7
06.17.2012 05:50,0,2.02,2599.04,62.89,57.61,0.79,0: -----,6149.17,0: -------,3617.16,59.99,2: 208V,1601.04,1529.22,0,0.02,2: Grid monitoring,0.98,563,2001931035,28.73,212.56,397.31
06.17.2012 05:55,1.67,5.41,2599.12,62.89,57.82,0.58,0: -----,6149.17,0: -------,3617.16,60.01,2: 208V,1601.12,1529.28,0.04,0.12,7: Mpp,8.4,566,2001931035,28.89,212.84,326.28
06.17.2012 06:00,10,9.17,2599.2,62.85,57.87,1.03,0: -----,6149.18,0: -------,3617.16,60,2: 208V,1601.21,1529.36,0.08,0.17,7: Mpp,16.09,566,2001931035,29.23,212.77,304
06.17.2012 06:05,10,12.52,2599.29,62.85,58.19,0.81,0: -----,6149.18,0: -------,3617.17,60,2: 208V,1601.29,1529.45,0.14,0.21,7: Mpp,28.83,566,2001931035,29.5,212.58,325.88
06.17.2012 06:10,10,15.92,2599.37,62.77,58.17,0.21,0: -----,6149.19,0: -------,3617.17,59.99,2: 208V,1601.37,1529.53,0.21,0.26,7: Mpp,43.88,566,2001931035,29.58,212.41,335.08
06.17.2012 06:15,10,20.25,2599.45,62.63,58.15,0.15,0: -----,6149.2,0: -------,3617.17,60,2: 208V,1601.45,1529.61,0.29,0.31,7: Mpp,61.83,566,2001931035,30.1,212.47,349.38
06.17.2012 06:20,19.96,23.55,2599.53,62.57,58.2,0.16,0: -----,6149.21,0: -------,3617.18,60.02,2: 208V,1601.54,1529.7,0.38,0.37,7: Mpp,81.43,566,2001931035,30.1,212.67,348.5
06.17.2012 06:25,21,27.17,2599.61,62.62,58.37,0.01,0: -----,6149.22,0: -------,3617.19,60.01,2: 208V,1601.62,1529.78,0.51,0.42,7: Mpp,109.05,566,2001931035,30.49,212.59,381.53
06.17.2012 06:30,21,30.54,2599.7,62.69,58.44,0.39,0: -----,6149.24,0: -------,3617.2,60.01,2: 208V,1601.7,1529.86,0.6,0.47,7: Mpp,126.22,566,2001931035,30.8,212.4,384.12
06.17.2012 06:35,21,33.67,2599.78,62.73,58.78,0.57,0: -----,6149.26,0: -------,3617.21,60,2: 208V,1601.79,1529.94,0.67,0.51,7: Mpp,141.19,566,2001931035,30.86,212.33,387.4
06.17.2012 06:40,26,36.27,2599.86,62.75,59.1,0.09,0: -----,6149.28,0: -------,3617.22,60.02,2: 208V,1601.87,1530.03,0.71,0.53,7: Mpp,151.15,566,2001931035,31.36,212.22,384.68
06.17.2012 06:45,32,38.4,2599.94,62.82,59.4,0.22,0: -----,6149.31,0: -------,3617.24,60,2: 208V,1601.95,1530.11,0.76,0.56,7: Mpp,160.12,566,2001931035,31.39,212.22,385.88
06.17.2012 06:50,32,40.19,2600.03,62.8,59.64,0.2,0: -----,6149.33,0: -------,3617.25,60.01,2: 208V,1602.04,1530.19,0.79,0.57,7: Mpp,167.57,566,2001931035,31.53,212.06,389.88
06.17.2012 06:55,32,41.19,2600.11,62.86,59.86,0.35,0: -----,6149.35,0: -------,3617.27,59.99,2: 208V,1602.12,1530.28,0.85,0.6,7: Mpp,180.24,566,2001931035,32,211.94,393.02
06.17.2012 07:00,32,44.26,2600.19,62.99,60.34,0.18,0: -----,6149.41,0: -------,3617.3,60.02,2: 208V,1602.21,1530.36,1.78,1.12,7: Mpp,377.44,566,2001931035,32.42,211.93,395.58
06.17.2012 07:05,124.69,47.04,2600.27,63.8,62.5,0.22,0: -----,6149.52,0: -------,3617.37,59.98,2: 208V,1602.29,1530.44,3.84,2.14,7: Mpp,813.48,566,2001931035,34.33,211.89,412.73
06.17.2012 07:10,200.09,49.8,2600.36,64.62,65.09,0.12,0: -----,6149.65,0: -------,3617.44,59.99,2: 208V,1602.37,1530.53,4.38,2.39,7: Mpp,929.49,566,2001931035,35.81,212.1,418.85
06.17.2012 07:15,203.07,57.09,2600.44,64.61,67.04,0.74,0: -----,6149.79,0: -------,3617.52,59.99,2: 208V,1602.45,1530.61,4.65,2.55,7: Mpp,989.12,566,2001931035,36.8,212.79,417.07
06.17.2012 07:20,167.92,59.27,2600.52,65.2,68.99,0.45,0: -----,6149.96,0: -------,3617.62,59.99,2: 208V,1602.54,1530.7,5.45,2.97,7: Mpp,1158.9,566,2001931035,38.05,212.61,416.44
06.17.2012 07:25,249.94,65.19,2600.61,65.39,70.87,0.63,0: -----,6150.14,0: -------,3617.73,60,2: 208V,1602.62,1530.78,6.06,3.3,7: Mpp,1287.49,566,2001931035,39.35,212.4,414.29
06.17.2012 07:30,193.67,94.61,2600.69,65.1,71.46,1.75,0: -----,6150.29,0: -------,3617.82,59.97,2: 208V,1602.71,1530.86,4.87,2.68,7: Mpp,1033.34,566,2001931035,39.63,212.05,413.27
06.17.2012 07:35,268.96,166.5,2600.77,65.2,72.08,0.97,0: -----,6150.5,0: -------,3617.94,59.96,2: 208V,1602.79,1530.95,6.81,3.7,7: Mpp,1447.65,566,2001931035,40.9,212.57,414.72
06.17.2012 07:40,263.38,182.17,2600.85,65.24,73.55,1.75,0: -----,6150.7,0: -------,3618.06,59.98,2: 208V,1602.87,1531.03,6.86,3.73,7: Mpp,1457.26,566,2001931035,42.04,212.34,414.02
06.17.2012 07:45,258.86,177.73,2600.94,65.16,74.74,1.96,0: -----,6150.9,0: -------,3618.18,59.97,2: 208V,1602.96,1531.11,6.93,3.78,7: Mpp,1470.7,566,2001931035,42.81,212.23,411.7
06.17.2012 07:50,250.2,189.72,2601.02,64.87,75.24,2.44,0: -----,6151.11,0: -------,3618.3,59.99,2: 208V,1603.04,1531.2,6.86,3.73,7: Mpp,1455.21,566,2001931035,43.07,212.1,411.85
06.17.2012 07:55,233.13,192.85,2601.1,65.54,76.64,0.62,0: -----,6151.31,0: -------,3618.42,59.98,2: 208V,1603.12,1531.28,6.39,3.52,7: Mpp,1353.34,566,2001931035,43.4,211.7,408.17
06.17.2012 08:00,267.98,193.12,2601.19,65.56,77.95,1.38,0: -----,6151.52,0: -------,3618.54,59.99,2: 208V,1603.21,1531.36,7.29,4,7: Mpp,1543.8,566,2001931035,44.39,211.84,407.73
06.17.2012 08:05,168.64,162.04,2601.27,64.87,77.6,2.07,0: -----,6151.66,0: -------,3618.63,59.98,2: 208V,1603.29,1531.45,4.67,2.61,7: Mpp,985.5,566,2001931035,43.17,211.04,405.75
06.17.2012 08:10,183.47,174.67,2601.35,64.88,76.51,0.57,0: -----,6151.82,0: -------,3618.72,59.97,2: 208V,1603.37,1531.53,5.27,2.93,7: Mpp,1110.71,566,2001931035,42.87,210.81,404.83
06.17.2012 08:15,228.26,203.56,2601.43,65.78,77.5,0.4,0: -----,6152.01,0: -------,3618.83,59.99,2: 208V,1603.46,1531.61,6.32,3.48,7: Mpp,1339.28,566,2001931035,43.88,211.85,407.49
06.17.2012 08:20,203.4,192.4,2601.52,65.52,78.48,1.95,0: -----,6152.18,0: -------,3618.93,59.98,2: 208V,1603.54,1531.7,5.77,3.21,7: Mpp,1225.61,566,2001931035,44.09,212.27,406.1
06.17.2012 08:25,349.07,190.72,2601.6,65.5,78.78,2.44,0: -----,6152.49,0: -------,3619.11,59.98,2: 208V,1603.62,1531.78,10.07,5.49,7: Mpp,2147.82,566,2001931035,46.35,212.99,410.07
06.17.2012 08:30,514.93,200.65,2601.68,66.69,84.04,0.57,0: -----,6152.92,0: -------,3619.36,60,2: 208V,1603.71,1531.86,14.41,7.92,7: Mpp,3081.88,566,2001931035,51.82,213.9,407.7
06.17.2012 08:35,447.67,198.07,2601.77,66.96,87.63,1.05,0: -----,6153.27,0: -------,3619.57,59.98,2: 208V,1603.79,1531.95,12.43,6.92,7: Mpp,2655.13,566,2001931035,52.3,213.48,401.29
06.17.2012 08:40,368.38,202.45,2601.85,67.47,89.28,0.36,0: -----,6153.58,0: -------,3619.75,59.98,2: 208V,1603.87,1532.03,10.4,5.9,7: Mpp,2218.69,566,2001931035,52.61,213.06,394.04
06.17.2012 08:45,370.53,251.92,2601.93,67.15,88.83,1.92,0: -----,6153.89,0: -------,3619.93,59.98,2: 208V,1603.96,1532.11,9.88,5.6,7: Mpp,2105.84,566,2001931035,52.39,212.94,395.56
06.17.2012 08:50,307.41,262.35,2602.01,66.82,87.02,0.9,0: -----,6154.15,0: -------,3620.09,59.98,2: 208V,1604.04,1532.2,8.56,4.85,7: Mpp,1819.71,566,2001931035,51.16,212.5,395.07
06.17.2012 08:55,255.62,228.79,2602.1,66.57,85.21,1.35,0: -----,6154.37,0: -------,3620.22,59.98,2: 208V,1604.12,1532.28,7.25,4.08,7: Mpp,1540.34,566,2001931035,49.96,212.23,398.55
06.17.2012 09:00,518.79,385.27,2602.18,66.91,86.01,0.99,0: -----,6154.82,0: -------,3620.48,59.98,2: 208V,1604.21,1532.37,15.01,8.36,7: Mpp,3208.17,566,2001931035,54.36,213.42,401.2
06.17.2012 09:05,636.7,488.74,2602.26,67.71,92.8,1.59,0: -----,6155.35,0: -------,3620.8,59.99,2: 208V,1604.29,1532.45,17.3,9.77,7: Mpp,3698.6,566,2001931035,60.33,213.69,396.12
06.17.2012 09:10,312.25,304.76,2602.34,67.26,92.62,1.33,0: -----,6155.61,0: -------,3620.95,59.98,2: 208V,1604.37,1532.53,8.53,4.86,7: Mpp,1812.49,566,2001931035,55.77,212.16,390.22
06.17.2012 09:15,607.48,578.94,2602.43,67.69,93.11,0.69,0: -----,6156.12,0: -------,3621.25,59.98,2: 208V,1604.46,1532.61,17.09,9.59,7: Mpp,3646.07,566,2001931035,59.82,213.27,398.56
06.17.2012 09:20,610.4,587.15,2602.51,68.49,97.89,0.63,0: -----,6156.65,0: -------,3621.56,59.99,2: 208V,1604.54,1532.7,17.28,9.87,7: Mpp,3680.6,566,2001931035,62.69,212.95,389.9
06.17.2012 09:25,570.04,555.04,2602.59,69.01,99.98,0.71,0: -----,6157.13,0: -------,3621.84,59.96,2: 208V,1604.62,1532.78,15.79,9.1,7: Mpp,3357.33,566,2001931035,63.7,212.52,386.84
06.17.2012 09:30,545.54,533.26,2602.68,68.46,99.58,1.53,0: -----,6157.6,0: -------,3622.12,60,2: 208V,1604.71,1532.87,16.04,9.21,7: Mpp,3416.33,566,2001931035,62.76,212.74,388.95
06.17.2012 09:35,625.53,610.73,2602.76,69.32,103.98,1.15,0: -----,6158.12,0: -------,3622.42,59.97,2: 208V,1604.79,1532.95,17.56,10.16,7: Mpp,3740.18,566,2001931035,66.83,212.76,385.48
06.17.2012 09:40,505.13,512.05,2602.84,69.29,102.24,1.58,0: -----,6158.56,0: -------,3622.68,60,2: 208V,1604.87,1533.03,14.46,8.26,7: Mpp,3070.63,566,2001931035,63.96,212.2,388.53
06.17.2012 09:45,386.98,391.79,2602.92,68.44,100.15,1.31,0: -----,6158.88,0: -------,3622.87,59.98,2: 208V,1604.96,1533.11,10.5,6.06,7: Mpp,2223.75,566,2001931035,62.94,211.12,384.18
06.17.2012 09:50,598.16,598.46,2603.01,67.9,96.41,2.58,0: -----,6159.39,0: -------,3623.17,59.97,2: 208V,1605.04,1533.2,17.13,9.63,7: Mpp,3638.73,566,2001931035,64.04,212.42,395.41
06.17.2012 09:55,356.77,376.91,2603.08,68.23,98.21,1.55,0: -----,6159.74,0: -------,3623.37,59.99,2: 208V,1605.12,1533.28,10.56,5.99,7: Mpp,2246.5,566,2001931035,62.96,212.32,394.97
06.17.2012 10:00,741.29,735.66,2603.17,69.3,99.12,0.76,0: -----,6160.36,0: -------,3623.74,59.98,2: 208V,1605.2,1533.36,20.82,12.1,7: Mpp,4454.19,566,2001931035,67.64,213.85,386.26
06.17.2012 10:05,747.19,744.63,2603.25,69.98,106.19,1.7,0: -----,6161,0: -------,3624.11,59.97,2: 208V,1605.29,1533.44,20.94,12.36,7: Mpp,4472.33,566,2001931035,66.6,213.55,378.72
06.17.2012 10:10,752.65,751.12,2603.33,69.77,109.68,1.92,0: -----,6161.64,0: -------,3624.49,59.98,2: 208V,1605.37,1533.53,21.02,12.48,7: Mpp,4485.41,566,2001931035,64.91,213.42,376.09
06.17.2012 10:15,723.72,725.81,2603.42,69.68,113.07,2.04,0: -----,6162.23,0: -------,3624.84,59.97,2: 208V,1605.45,1533.61,19.97,11.87,7: Mpp,4254.71,566,2001931035,63.56,213.03,374.93
06.17.2012 10:20,711.07,717.78,2603.5,69.61,110.61,2.19,0: -----,6162.82,0: -------,3625.19,59.98,2: 208V,1605.54,1533.69,19.43,11.57,7: Mpp,4145.68,566,2001931035,62.28,213.29,374.15
06.17.2012 10:25,782.52,787.48,2603.58,69.74,112.36,1.1,0: -----,6163.49,0: -------,3625.58,59.97,2: 208V,1605.62,1533.78,21.67,12.89,7: Mpp,4627.07,566,2001931035,62.86,213.51,375.89
06.17.2012 10:30,750.53,754.32,2603.66,71.24,117.79,0.59,0: -----,6164.1,0: -------,3625.94,59.99,2: 208V,1605.7,1533.86,20.4,12.35,7: Mpp,4351.05,566,2001931035,63.01,213.2,368.88
06.17.2012 10:35,564.89,582.57,2603.75,70.43,115.8,1.34,0: -----,6164.56,0: -------,3626.21,59.98,2: 208V,1605.79,1533.94,15.46,9.36,7: Mpp,3294.47,566,2001931035,58.62,212.62,368.49
06.17.2012 10:40,592.15,605.32,2603.83,70.56,111.75,0.75,0: -----,6165.06,0: -------,3626.5,59.99,2: 208V,1605.87,1534.03,15.85,9.51,7: Mpp,3382.11,566,2001931035,60.06,212.96,372.16
06.17.2012 10:45,458.74,478.96,2603.91,70.17,107.54,1.98,0: -----,6165.44,0: -------,3626.73,59.98,2: 208V,1605.95,1534.11,12.75,7.47,7: Mpp,2712.98,566,2001931035,59.47,212.38,380.32
06.17.2012 10:50,366.76,389.07,2603.99,70.47,103.78,0.19,0: -----,6165.76,0: -------,3626.92,59.98,2: 208V,1606.04,1534.19,10.66,6.06,7: Mpp,2261.43,566,2001931035,58.61,211.95,389.69
06.17.2012 10:55,389.18,418.02,2604.08,70,100.55,1.29,0: -----,6166.1,0: -------,3627.11,59.99,2: 208V,1606.12,1534.28,11.28,6.48,7: Mpp,2394.48,566,2001931035,59.36,211.95,387.07
06.17.2012 11:00,690.15,725.76,2604.16,69.69,99.5,2.26,0: -----,6166.71,0: -------,3627.47,60,2: 208V,1606.2,1534.36,20.25,11.71,7: Mpp,4331.35,566,2001931035,64.36,213.44,389.23
06.17.2012 11:05,871.44,898.42,2604.24,71.35,110.34,1.23,0: -----,6167.44,0: -------,3627.9,59.99,2: 208V,1606.29,1534.45,24.03,14.44,7: Mpp,5141.7,566,2001931035,68.63,213.95,373.3
06.17.2012 11:10,892.8,914.96,2604.33,71.18,117.86,2.74,0: -----,6168.17,0: -------,3628.33,59.97,2: 208V,1606.37,1534.53,24.32,14.84,7: Mpp,5199.93,566,2001931035,68.47,213.85,367.18
06.17.2012 11:15,916.78,934.61,2604.4,70.92,121.84,0.77,0: -----,6168.92,0: -------,3628.77,59.98,2: 208V,1606.45,1534.61,24.54,15.19,7: Mpp,5250.42,566,2001931035,68.29,213.95,362.21
06.17.2012 11:20,919.31,939.74,2604.49,71.72,124.91,1.3,0: -----,6169.65,0: -------,3629.21,59.99,2: 208V,1606.54,1534.69,24.42,15.33,7: Mpp,5221.88,566,2001931035,67.91,213.83,356.86
06.17.2012 11:25,537.4,577.92,2604.57,71.6,121.2,1.97,0: -----,6170.1,0: -------,3629.47,59.97,2: 208V,1606.62,1534.78,14.86,9.25,7: Mpp,3160.66,566,2001931035,61.98,212.06,358.32
06.17.2012 11:30,782.4,825.6,2604.65,72.08,114.99,1.2,0: -----,6170.74,0: -------,3629.84,59.98,2: 208V,1606.7,1534.86,21.58,12.92,7: Mpp,4606.12,566,2001931035,61.98,213.34,374.93
06.17.2012 11:35,919.67,950.15,2604.74,73.37,121.03,0.9,0: -----,6171.49,0: -------,3630.28,59.97,2: 208V,1606.79,1534.94,24.79,15.37,7: Mpp,5298.62,566,2001931035,66.14,213.74,361.38
06.17.2012 11:40,961.89,984.09,2604.82,72.52,127.38,2.02,0: -----,6172.27,0: -------,3630.74,59.97,2: 208V,1606.87,1535.03,25.33,15.91,7: Mpp,5420.09,566,2001931035,67.46,214.02,357.05
06.17.2012 11:45,893.22,922.33,2604.9,72.78,129.03,2.3,0: -----,6172.97,0: -------,3631.16,59.99,2: 208V,1606.95,1535.11,23.36,14.6,7: Mpp,4996.51,566,2001931035,67.18,213.86,358.42
06.17.2012 11:50,898.3,929.98,2604.98,73.55,127.34,0.92,0: -----,6173.71,0: -------,3631.59,59.99,2: 208V,1607.04,1535.2,24.12,15.15,7: Mpp,5156.54,566,2001931035,66.5,213.8,356.46
06.17.2012 11:55,496.17,541.26,2605.07,72.39,123.77,2.38,0: -----,6174.11,0: -------,3631.83,60,2: 208V,1607.12,1535.28,13.37,8.28,7: Mpp,2844.59,566,2001931035,60.31,212.15,359.63
06.17.2012 12:00,709.17,755.75,2605.15,71.99,116.27,2.05,0: -----,6174.7,0: -------,3632.17,59.99,2: 208V,1607.21,1535.36,19.36,11.94,7: Mpp,4146.45,566,2001931035,61.06,213.7,362.02
06.17.2012 12:05,985.27,1021.06,2605.23,72.76,118.55,2.42,0: -----,6175.49,0: -------,3632.64,60,2: 208V,1607.29,1535.44,26.39,16.36,7: Mpp,5690.98,566,2001931035,66.35,215.68,365.12
06.17.2012 12:10,688.15,730.61,2605.32,72.29,119.19,1.65,0: -----,6176.04,0: -------,3632.97,59.99,2: 208V,1607.37,1535.53,17.72,11,7: Mpp,3802.36,566,2001931035,62.75,214.03,360.52
06.17.2012 12:15,632.19,678.52,2605.4,73.63,120.21,0.79,0: -----,6176.55,0: -------,3633.27,59.99,2: 208V,1607.45,1535.61,17.09,10.52,7: Mpp,3663.48,566,2001931035,61.16,213.81,364.84
06.17.2012 12:20,735.91,765.75,2605.48,73.87,116.65,0.68,0: -----,6177.15,0: -------,3633.61,59.98,2: 208V,1607.54,1535.7,19.68,11.66,7: Mpp,4230.93,566,2001931035,61.25,214.27,378.76
06.17.2012 12:25,875.61,909.98,2605.56,74.38,121.23,1.43,0: -----,6177.84,0: -------,3634.02,59.99,2: 208V,1607.62,1535.78,22.92,14.21,7: Mpp,4931.2,566,2001931035,68.26,214.86,364.2
06.17.2012 12:30,905.72,933.19,2605.65,74.17,124.83,2.16,0: -----,6178.59,0: -------,3634.46,59.98,2: 208V,1607.71,1535.86,23.86,14.97,7: Mpp,5126.11,566,2001931035,68.09,214.85,358.68
06.17.2012 12:35,641.76,679.61,2605.73,73.46,121.39,1.6,0: -----,6179.11,0: -------,3634.77,59.99,2: 208V,1607.79,1535.95,16.72,10.4,7: Mpp,3577.1,566,2001931035,62.91,213.63,359.32
06.17.2012 12:40,869.2,902.39,2605.81,73.73,119.75,2.83,0: -----,6179.81,0: -------,3635.18,59.98,2: 208V,1607.87,1536.03,23.63,14.61,7: Mpp,5068.73,566,2001931035,65.44,214.52,363.39
06.17.2012 12:45,651.07,691.16,2605.9,73.74,121.9,2.03,0: -----,6180.36,0: -------,3635.5,59.97,2: 208V,1607.95,1536.11,17.79,10.97,7: Mpp,3806.55,566,2001931035,63.72,213.51,364.5
06.17.2012 12:50,641.69,688.72,2605.98,73.75,117.08,1.71,0: -----,6180.88,0: -------,3635.81,59.99,2: 208V,1608.04,1536.2,17.56,10.48,7: Mpp,3756.88,566,2001931035,60.15,213.47,375.05
