CSV-Export,Version: 1.01,Separator: Comma

,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,SENS0702,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009,WR6KU009
06.10.2012 00:50,0,0,2431.86,75.11,72.3,0.25,,,,,,,,,,,,,,,,,
06.10.2012 00:55,0,0,2431.95,75.18,72.51,1,,,,,,,,,,,,,,,,,
06.10.2012 01:00,0,0,2432.03,75.2,72.65,1.32,,,,,,,,,,,,,,,,,
06.10.2012 01:05,0,0,2432.12,74.98,72.42,0.83,,,,,,,,,,,,,,,,,
06.10.2012 01:10,0,0,2432.2,74.86,72.24,1.56,,,,,,,,,,,,,,,,,
06.10.2012 01:15,0,0,2432.28,74.77,72.13,1,,,,,,,,,,,,,,,,,
06.10.2012 01:20,0,0,2432.36,74.63,72.13,1.34,,,,,,,,,,,,,,,,,
06.10.2012 01:25,0,0,2432.45,74.71,72.05,1.2,,,,,,,,,,,,,,,,,
06.10.2012 01:30,0,0,2432.53,74.7,72.06,0.71,,,,,,,,,,,,,,,,,
06.10.2012 01:35,0,0,2432.61,74.81,72.22,1.61,,,,,,,,,,,,,,,,,
06.10.2012 01:40,0,0,2432.7,74.72,72.37,1.15,,,,,,,,,,,,,,,,,
06.10.2012 01:45,0,0,2432.78,74.59,72.19,1.19,,,,,,,,,,,,,,,,,
06.10.2012 01:50,0,0,2432.86,74.41,71.86,1.11,,,,,,,,,,,,,,,,,
06.10.2012 01:55,0,0,2432.94,74.32,71.73,0.94,,,,,,,,,,,,,,,,,
06.10.2012 02:00,0,0,2433.02,74.3,71.73,0.91,,,,,,,,,,,,,,,,,
06.10.2012 02:05,0,0,2433.11,74.34,71.89,1.5,,,,,,,,,,,,,,,,,
06.10.2012 02:10,0,0,2433.19,74.48,72.17,1.33,,,,,,,,,,,,,,,,,
06.10.2012 02:15,0,0,2433.27,74.4,72.18,0.87,,,,,,,,,,,,,,,,,
06.10.2012 02:20,0,0,2433.36,74.35,71.99,0.6,,,,,,,,,,,,,,,,,
06.10.2012 02:25,0,0,2433.44,74.29,71.81,0.66,,,,,,,,,,,,,,,,,
06.10.2012 02:30,0,0,2433.52,74.25,71.97,1.43,,,,,,,,,,,,,,,,,
06.10.2012 02:35,0,0,2433.6,74.28,72.41,1.2,,,,,,,,,,,,,,,,,
06.10.2012 02:40,0,0,2433.69,74,72.16,0.76,,,,,,,,,,,,,,,,,
06.10.2012 02:45,0,0,2433.77,73.84,71.93,0.89,,,,,,,,,,,,,,,,,
06.10.2012 02:50,0,0,2433.85,73.88,71.86,1.51,,,,,,,,,,,,,,,,,
06.10.2012 02:55,0,0,2433.94,73.95,71.93,1.56,,,,,,,,,,,,,,,,,
06.10.2012 03:00,0,0,2434.02,73.82,71.93,1.35,,,,,,,,,,,,,,,,,
06.10.2012 03:05,0,0,2434.1,73.72,71.79,1.3,,,,,,,,,,,,,,,,,
06.10.2012 03:10,0,0,2434.18,73.69,71.56,1.68,,,,,,,,,,,,,,,,,
06.10.2012 03:15,0,0,2434.27,73.85,72.03,2.32,,,,,,,,,,,,,,,,,
06.10.2012 03:20,0,0,2434.35,73.81,72.14,0.91,,,,,,,,,,,,,,,,,
06.10.2012 03:25,0,0,2434.43,73.63,71.85,0.8,,,,,,,,,,,,,,,,,
06.10.2012 03:30,0,0,2434.52,73.61,71.55,0.75,,,,,,,,,,,,,,,,,
06.10.2012 03:35,0,0,2434.6,73.64,71.47,0.66,,,,,,,,,,,,,,,,,
06.10.2012 03:40,0,0,2434.68,73.76,71.41,0.74,,,,,,,,,,,,,,,,,
06.10.2012 03:45,0,0,2434.76,73.86,71.6,1.64,,,,,,,,,,,,,,,,,
06.10.2012 03:50,0,0,2434.84,73.8,71.77,1.28,,,,,,,,,,,,,,,,,
06.10.2012 03:55,0,0,2434.92,73.95,71.88,0.89,,,,,,,,,,,,,,,,,
06.10.2012 04:00,0,0,2435.01,74.02,71.89,0.71,,,,,,,,,,,,,,,,,
06.10.2012 04:05,0,0,2435.09,74.14,71.83,0.24,,,,,,,,,,,,,,,,,
06.10.2012 04:10,0,0,2435.17,74.17,71.44,0,,,,,,,,,,,,,,,,,
06.10.2012 04:15,0,0,2435.25,73.87,70.94,0.09,,,,,,,,,,,,,,,,,
06.10.2012 04:20,0,0,2435.34,73.75,70.96,0.51,,,,,,,,,,,,,,,,,
06.10.2012 04:25,0,0,2435.42,73.69,71.03,0.73,,,,,,,,,,,,,,,,,
06.10.2012 04:30,0,0,2435.5,73.66,71.01,0.65,,,,,,,,,,,,,,,,,
06.10.2012 04:35,0,0,2435.59,73.73,71.08,0.95,,,,,,,,,,,,,,,,,
06.10.2012 04:40,0,0,2435.67,73.9,71.54,0.91,,,,,,,,,,,,,,,,,
06.10.2012 04:45,0,0,2435.75,73.92,71.5,0.54,,,,,,,,,,,,,,,,,
06.10.2012 04:50,0,0,2435.83,73.77,71.16,0.51,,,,,,,,,,,,,,,,,
06.10.2012 04:55,0,0,2435.92,73.96,71.42,0.3,,,,,,,,,,,,,,,,,
06.10.2012 05:00,0,0,2436,74.14,71.34,0.08,,,,,,,,,,,,,,,,,
06.10.2012 05:05,0,0,2436.08,74.02,70.89,0.02,,,,,,,,,,,,,,,,,
06.10.2012 05:10,0,0,2436.17,74.04,70.47,0.09,,,,,,,,,,,,,,,,,
06.10.2012 05:15,0,0,2436.25,74.21,70.37,0,,,,,,,,,,,,,,,,,
06.10.2012 05:20,0,0,2436.33,74.17,69.99,0.02,,,,,,,,,,,,,,,,,
06.10.2012 05:25,0,0,2436.41,74.58,70.43,0.18,,,,,,,,,,,,,,,,,
06.10.2012 05:30,0,0,2436.5,74.78,70.77,0.16,,,,,,,,,,,,,,,,,
06.10.2012 05:35,0,0,2436.58,74.64,70.56,0.03,,,,,,,,,,,,,,,,,
06.10.2012 05:40,0,0,2436.66,74.41,70.65,0.26,0: -----,5745.29,0: -------,3379.58,59.99,2: 208V,1496.18,1428.45,0,0,3: Waiting,0,517,2001931035,28.8,210.39,310.83
06.10.2012 05:45,0,0,2436.75,74.53,71.02,0.36,0: -----,5745.29,0: -------,3379.58,59.99,2: 208V,1496.27,1428.45,0,0,3: Waiting,0,518,2001931035,28.85,210.59,370.79
06.10.2012 05:50,0,1.12,2436.83,74.24,71.1,0.04,0: -----,5745.29,0: -------,3379.58,60.01,2: 208V,1496.35,1428.45,0,0,3: Waiting,0,518,2001931035,28.88,210.72,397.75
06.10.2012 05:55,0,4.3,2436.91,74.25,71.09,0.18,0: -----,5745.29,0: -------,3379.58,60.01,2: 208V,1496.43,1428.5,0.01,0.03,7: Mpp,1.35,519,2001931035,28.9,210.75,314.44
06.10.2012 06:00,6.15,7.35,2436.99,74.26,71.21,0.13,0: -----,5745.29,0: -------,3379.58,60.01,2: 208V,1496.51,1428.58,0.03,0.11,7: Mpp,5.57,519,2001931035,29.05,210.67,270.03
06.10.2012 06:05,10,11.37,2437.08,74.04,71.08,0.05,0: -----,5745.29,0: -------,3379.58,59.98,2: 208V,1496.6,1428.67,0.11,0.19,7: Mpp,22.56,519,2001931035,29.48,210.39,306.35
06.10.2012 06:10,10,15.68,2437.16,73.98,70.99,0.1,0: -----,5745.3,0: -------,3379.59,60,2: 208V,1496.68,1428.75,0.2,0.26,7: Mpp,41.07,519,2001931035,29.52,210.32,321
06.10.2012 06:15,10,20.14,2437.24,74.23,71.25,0.62,0: -----,5745.31,0: -------,3379.59,60,2: 208V,1496.76,1428.83,0.28,0.31,7: Mpp,58.31,519,2001931035,29.96,210.49,328.31
06.10.2012 06:20,21,23.88,2437.32,74.3,71.95,0.72,0: -----,5745.32,0: -------,3379.6,60,2: 208V,1496.85,1428.92,0.39,0.37,7: Mpp,81.61,519,2001931035,30.1,210.43,345.46
06.10.2012 06:25,21,27.62,2437.41,74.34,72.42,0.5,0: -----,5745.33,0: -------,3379.61,60,2: 208V,1496.93,1429,0.51,0.43,7: Mpp,106.88,519,2001931035,30.3,210.7,361.75
06.10.2012 06:30,21,31.62,2437.49,74.38,72.44,0,0: -----,5745.35,0: -------,3379.62,60.01,2: 208V,1497.01,1429.08,0.6,0.48,7: Mpp,127,519,2001931035,30.78,210.68,369.41
06.10.2012 06:35,25.44,35.35,2437.57,74.19,72.11,0,0: -----,5745.37,0: -------,3379.63,60.01,2: 208V,1497.1,1429.17,0.67,0.52,7: Mpp,141.62,519,2001931035,30.8,210.68,370.76
06.10.2012 06:40,32,38.69,2437.65,74.01,71.81,0,0: -----,5745.39,0: -------,3379.64,60.02,2: 208V,1497.18,1429.25,0.74,0.55,7: Mpp,155.78,519,2001931035,31.17,210.46,376.22
06.10.2012 06:45,32,41.81,2437.74,73.81,71.54,0,0: -----,5745.42,0: -------,3379.66,60.02,2: 208V,1497.27,1429.33,0.82,0.6,7: Mpp,172.77,519,2001931035,31.4,210.39,377.29
06.10.2012 06:50,32,45.11,2437.82,73.6,71.33,0.02,0: -----,5745.45,0: -------,3379.67,60,2: 208V,1497.35,1429.42,0.91,0.65,7: Mpp,191.63,519,2001931035,31.52,210.04,377
06.10.2012 06:55,32,48.15,2437.9,73.44,71.61,0,0: -----,5745.48,0: -------,3379.69,60.01,2: 208V,1497.43,1429.5,1,0.7,7: Mpp,210.63,519,2001931035,31.96,210,381.1
06.10.2012 07:00,63.35,51.1,2437.98,73.68,72.53,0.06,0: -----,5745.54,0: -------,3379.73,60,2: 208V,1497.52,1429.58,2.04,1.21,7: Mpp,429.5,519,2001931035,32.51,210.07,404.74
06.10.2012 07:05,162.42,53.63,2438.07,74.7,74.92,0.05,0: -----,5745.64,0: -------,3379.79,60,2: 208V,1497.6,1429.67,3.5,1.99,7: Mpp,737.63,519,2001931035,34.17,210.71,404.2
06.10.2012 07:10,177.84,57.06,2438.15,75.45,76.87,0,0: -----,5745.76,0: -------,3379.86,59.98,2: 208V,1497.68,1429.75,3.95,2.23,7: Mpp,830.67,519,2001931035,35.38,210.46,404.09
06.10.2012 07:15,192.84,67.02,2438.23,76.07,78.6,0,0: -----,5745.89,0: -------,3379.94,59.99,2: 208V,1497.77,1429.83,4.44,2.49,7: Mpp,934.25,519,2001931035,36.32,210.26,402.91
06.10.2012 07:20,211,63.22,2438.32,76.5,80.36,0,0: -----,5746.03,0: -------,3380.02,59.98,2: 208V,1497.85,1429.92,4.94,2.77,7: Mpp,1038.36,519,2001931035,37.35,210.2,401.15
06.10.2012 07:25,224.04,66.77,2438.4,76.75,81.96,0,0: -----,5746.2,0: -------,3380.12,59.99,2: 208V,1497.93,1430,5.43,3.04,7: Mpp,1140.2,519,2001931035,38.3,210.13,400.26
06.10.2012 07:30,243.63,116.65,2438.48,76.86,83.58,0,0: -----,5746.37,0: -------,3380.22,59.99,2: 208V,1498.01,1430.08,5.97,3.34,7: Mpp,1255.07,519,2001931035,39.46,210.17,399.14
06.10.2012 07:35,256.4,155.21,2438.57,77.54,85.05,0,0: -----,5746.57,0: -------,3380.33,60,2: 208V,1498.1,1430.17,6.43,3.59,7: Mpp,1350.79,519,2001931035,40.42,210.14,398.42
06.10.2012 07:40,274.33,170.92,2438.65,78.11,86.83,0,0: -----,5746.78,0: -------,3380.46,59.99,2: 208V,1498.18,1430.25,6.97,3.89,7: Mpp,1463.57,519,2001931035,41.53,209.99,397.57
06.10.2012 07:45,289.15,137.22,2438.73,77.68,87.6,0.13,0: -----,5747,0: -------,3380.59,59.98,2: 208V,1498.27,1430.33,7.49,4.16,7: Mpp,1568.88,519,2001931035,42.52,209.59,397.56
06.10.2012 07:50,306.53,110.23,2438.82,77.9,88.49,0.06,0: -----,5747.24,0: -------,3380.73,60,2: 208V,1498.35,1430.42,8.02,4.48,7: Mpp,1684.49,519,2001931035,43.58,209.97,396.14
06.10.2012 07:55,322.3,129.34,2438.9,77.86,89.26,0.41,0: -----,5747.49,0: -------,3380.88,59.99,2: 208V,1498.43,1430.5,8.56,4.77,7: Mpp,1799.29,519,2001931035,44.78,210.24,396.32
06.10.2012 08:00,337.35,144.16,2438.98,78.35,90.39,0.03,0: -----,5747.77,0: -------,3381.04,59.99,2: 208V,1498.52,1430.59,9.02,5.03,7: Mpp,1895,519,2001931035,45.91,210.21,395.31
06.10.2012 08:05,352.28,165.13,2439.06,78.92,92.08,0.1,0: -----,5748.05,0: -------,3381.2,59.98,2: 208V,1498.6,1430.67,9.55,5.34,7: Mpp,2002.84,519,2001931035,46.96,209.82,393.45
06.10.2012 08:10,364.71,173.5,2439.14,79.11,93.1,0.62,0: -----,5748.34,0: -------,3381.38,60,2: 208V,1498.68,1430.75,9.96,5.58,7: Mpp,2093,519,2001931035,48.03,210.15,393.36
06.10.2012 08:15,384.91,210.22,2439.23,79.53,93.86,0.28,0: -----,5748.66,0: -------,3381.56,59.96,2: 208V,1498.77,1430.84,10.58,5.95,7: Mpp,2226.91,519,2001931035,49.18,210.53,392.24
06.10.2012 08:20,403.8,115.43,2439.31,79.41,94.82,0.35,0: -----,5748.99,0: -------,3381.76,59.99,2: 208V,1498.85,1430.92,11.09,6.26,7: Mpp,2336.58,519,2001931035,50.39,210.67,390.58
06.10.2012 08:25,417,91.27,2439.39,79.39,95.52,0.85,0: -----,5749.33,0: -------,3381.96,59.98,2: 208V,1498.93,1431,11.47,6.56,7: Mpp,2441.88,519,2001931035,51.43,212.88,389.24
06.10.2012 08:30,434.51,95.08,2439.48,79.86,96.77,0.45,0: -----,5749.7,0: -------,3382.17,59.99,2: 208V,1499.02,1431.09,12,6.85,7: Mpp,2548.71,519,2001931035,52.61,212.36,389.12
06.10.2012 08:35,448.56,110.61,2439.56,80.12,98.06,0.46,0: -----,5750.07,0: -------,3382.39,59.98,2: 208V,1499.1,1431.17,12.45,7.12,7: Mpp,2643.48,519,2001931035,53.61,212.28,387.97
06.10.2012 08:40,463.46,215.13,2439.64,81.14,101.05,0,0: -----,5750.46,0: -------,3382.62,59.98,2: 208V,1499.18,1431.25,12.91,7.44,7: Mpp,2737.25,519,2001931035,54.84,212.04,384.53
06.10.2012 08:45,481.15,352.85,2439.73,81.64,103.05,0.17,0: -----,5750.86,0: -------,3382.86,60,2: 208V,1499.27,1431.34,13.37,7.71,7: Mpp,2832.46,519,2001931035,56,211.84,383.97
06.10.2012 08:50,494.3,361.7,2439.81,81.84,103.44,0.32,0: -----,5751.28,0: -------,3383.1,59.96,2: 208V,1499.35,1431.42,13.83,7.97,7: Mpp,2925.61,519,2001931035,57.09,211.53,383.24
06.10.2012 08:55,511.24,363,2439.89,81.99,104.97,0.12,0: -----,5751.68,0: -------,3383.34,59.99,2: 208V,1499.43,1431.5,14.29,8.28,7: Mpp,3021.94,519,2001931035,58.18,211.47,381.21
06.10.2012 09:00,524.84,313.24,2439.97,82.47,106.24,0,0: -----,5752.11,0: -------,3383.59,59.98,2: 208V,1499.51,1431.58,14.62,8.51,7: Mpp,3091.44,519,2001931035,59.38,211.46,379.56
06.10.2012 09:05,537.25,495.35,2440.05,82.7,108.63,0.21,0: -----,5752.56,0: -------,3383.86,59.98,2: 208V,1499.6,1431.67,14.96,8.78,7: Mpp,3161.11,519,2001931035,60.21,211.29,375.75
06.10.2012 09:10,550.66,524.47,2440.13,82.85,108.99,0.3,0: -----,5753.02,0: -------,3384.13,59.97,2: 208V,1499.68,1431.75,15.35,9.02,7: Mpp,3243.78,519,2001931035,61.27,211.29,375.5
06.10.2012 09:15,566.02,542.18,2440.22,82.48,109.07,0.81,0: -----,5753.5,0: -------,3384.41,59.97,2: 208V,1499.76,1431.83,15.83,9.26,7: Mpp,3344.23,519,2001931035,62.41,211.3,377.09
06.10.2012 09:20,580.52,558.72,2440.3,82.49,109.18,0.43,0: -----,5753.99,0: -------,3384.7,59.97,2: 208V,1499.85,1431.92,16.3,9.54,7: Mpp,3437.23,519,2001931035,63.57,210.89,376.26
06.10.2012 09:25,593.3,574.66,2440.38,82.91,111,0.39,0: -----,5754.47,0: -------,3384.98,59.96,2: 208V,1499.93,1432,16.65,9.78,7: Mpp,3510.53,519,2001931035,64.54,210.83,374.71
06.10.2012 09:30,605.06,588.96,2440.46,83.12,111.67,0.6,0: -----,5754.99,0: -------,3385.29,59.96,2: 208V,1500.01,1432.08,17,10.01,7: Mpp,3582.06,519,2001931035,65.63,210.77,373.89
06.10.2012 09:35,619.43,604.04,2440.55,83.62,113.62,0.37,0: -----,5755.5,0: -------,3385.59,59.95,2: 208V,1500.09,1432.16,17.31,10.3,7: Mpp,3649.65,519,2001931035,66.65,210.86,370.12
06.10.2012 09:40,633.51,620.02,2440.63,83.63,114.46,0.45,0: -----,5756.03,0: -------,3385.9,59.98,2: 208V,1500.18,1432.25,17.6,10.49,7: Mpp,3719.97,519,2001931035,67.45,211.36,370.14
06.10.2012 09:45,644.22,634.37,2440.71,83.46,113.85,0.76,0: -----,5756.57,0: -------,3386.21,59.99,2: 208V,1500.26,1432.33,17.97,10.73,7: Mpp,3795.41,519,2001931035,68.41,211.19,369.53
06.10.2012 09:50,657.06,650.75,2440.79,84.01,115.49,0.39,0: -----,5757.13,0: -------,3386.54,59.96,2: 208V,1500.35,1432.42,18.25,10.99,7: Mpp,3870.14,519,2001931035,69.49,212.04,367.86
06.10.2012 09:55,671.23,665.91,2440.88,83.83,115.84,0.92,0: -----,5757.68,0: -------,3386.87,59.97,2: 208V,1500.43,1432.5,18.51,11.23,7: Mpp,3943.33,519,2001931035,67.76,213.08,366.52
06.10.2012 10:00,685.2,681.07,2440.96,83.79,115.09,0.74,0: -----,5758.25,0: -------,3387.2,60,2: 208V,1500.51,1432.58,18.84,11.44,7: Mpp,4013.15,519,2001931035,64.55,213.02,366.28
06.10.2012 10:05,696.26,695.15,2441.04,84.81,116.14,0.24,0: -----,5758.83,0: -------,3387.54,59.98,2: 208V,1500.6,1432.67,19.11,11.63,7: Mpp,4068.67,519,2001931035,63.13,212.88,365.41
06.10.2012 10:10,705.9,706.63,2441.12,85.56,119.48,0.41,0: -----,5759.4,0: -------,3387.88,59.98,2: 208V,1500.68,1432.75,19.32,11.83,7: Mpp,4105.81,519,2001931035,62.25,212.56,362.46
06.10.2012 10:15,719.94,720.84,2441.21,85.7,120.75,0.2,0: -----,5760,0: -------,3388.23,59.98,2: 208V,1500.76,1432.83,19.61,12.02,7: Mpp,4162.34,519,2001931035,61.84,212.29,361.74
06.10.2012 10:20,728.96,731.85,2441.29,85.98,122.77,0.45,0: -----,5760.6,0: -------,3388.58,59.99,2: 208V,1500.85,1432.92,19.75,12.21,7: Mpp,4195.24,519,2001931035,61.6,212.43,358.82
06.10.2012 10:25,741.96,745.04,2441.37,85.45,122.09,0.51,0: -----,5761.21,0: -------,3388.94,59.99,2: 208V,1500.93,1433,20.06,12.44,7: Mpp,4262.5,519,2001931035,61.6,212.54,357.97
06.10.2012 10:30,752.1,757.49,2441.45,85.78,124.32,0.54,0: -----,5761.82,0: -------,3389.3,59.98,2: 208V,1501.01,1433.08,20.21,12.63,7: Mpp,4294.63,519,2001931035,61.58,212.51,355.03
06.10.2012 10:35,763.15,769.32,2441.54,86.06,126.28,0.17,0: -----,5762.42,0: -------,3389.66,59.97,2: 208V,1501.1,1433.17,20.37,12.77,7: Mpp,4331.86,519,2001931035,61.6,212.65,354.27
06.10.2012 10:40,771.89,778.53,2441.62,86.76,128.5,0.47,0: -----,5763.05,0: -------,3390.03,59.98,2: 208V,1501.18,1433.25,20.51,12.93,7: Mpp,4353.98,519,2001931035,61.6,212.35,351.58
06.10.2012 10:45,779.43,786.85,2441.7,87.1,127.53,0.4,0: -----,5763.67,0: -------,3390.39,59.97,2: 208V,1501.26,1433.33,20.72,13.07,7: Mpp,4396.5,519,2001931035,62,212.15,351.25
06.10.2012 10:50,786.16,796.38,2441.78,87.71,129.61,0.12,0: -----,5764.29,0: -------,3390.76,59.98,2: 208V,1501.35,1433.42,20.86,13.21,7: Mpp,4423.92,519,2001931035,62.13,212.11,349.81
06.10.2012 10:55,798.55,804.04,2441.87,88.47,133.95,0.1,0: -----,5764.93,0: -------,3391.13,60,2: 208V,1501.43,1433.5,20.86,13.38,7: Mpp,4439.11,519,2001931035,62.17,212.78,346.34
06.10.2012 11:00,806.71,815.04,2441.95,87.19,134.43,0.16,0: -----,5765.54,0: -------,3391.49,60,2: 208V,1501.51,1433.58,20.93,13.56,7: Mpp,4482.39,519,2001931035,62.18,214.2,345.21
06.10.2012 11:05,813,823.98,2442.03,87.95,139.15,0.36,0: -----,5766.2,0: -------,3391.88,59.97,2: 208V,1501.6,1433.67,21.02,13.73,7: Mpp,4499.79,519,2001931035,62.2,214.04,342.12
06.10.2012 11:10,821.8,829.33,2442.12,88.63,138.77,0.11,0: -----,5766.85,0: -------,3392.26,59.98,2: 208V,1501.68,1433.75,21.17,13.84,7: Mpp,4525.93,519,2001931035,62.51,213.81,341.44
06.10.2012 11:15,830,837.65,2442.2,89.76,139.68,0.02,0: -----,5767.49,0: -------,3392.64,59.98,2: 208V,1501.77,1433.84,21.24,13.92,7: Mpp,4548.49,519,2001931035,62.77,214.15,341.22
06.10.2012 11:20,835.75,845.91,2442.28,90.51,142.28,0.06,0: -----,5768.13,0: -------,3393.02,59.97,2: 208V,1501.85,1433.92,21.34,14.06,7: Mpp,4566.47,519,2001931035,62.8,213.98,339.06
06.10.2012 11:25,846.8,855.61,2442.37,89.23,141.53,0.84,0: -----,5768.78,0: -------,3393.4,59.99,2: 208V,1501.93,1434,21.6,14.19,7: Mpp,4620.75,519,2001931035,63.28,213.96,339.88
06.10.2012 11:30,856,871.13,2442.45,88.88,139.01,0.72,0: -----,5769.46,0: -------,3393.8,59.97,2: 208V,1502.02,1434.09,21.95,14.38,7: Mpp,4697.61,519,2001931035,63.77,214.03,341.18
06.10.2012 11:35,861.72,877.72,2442.53,88.95,140.43,0.66,0: -----,5770.14,0: -------,3394.2,59.99,2: 208V,1502.1,1434.17,22.04,14.48,7: Mpp,4716.88,519,2001931035,64.1,213.99,340.26
06.10.2012 11:40,867,883.44,2442.62,89.21,138.34,0.65,0: -----,5770.8,0: -------,3394.58,59.97,2: 208V,1502.18,1434.25,22.21,14.55,7: Mpp,4759.32,519,2001931035,64.58,214.29,341.74
06.10.2012 11:45,875.25,889.19,2442.7,89.17,139.44,0.59,0: -----,5771.48,0: -------,3394.99,60,2: 208V,1502.27,1434.34,22.24,14.68,7: Mpp,4769.63,519,2001931035,64.67,214.51,339.43
06.10.2012 11:50,878,894.98,2442.78,88.23,136.85,1.24,0: -----,5772.11,0: -------,3395.36,59.98,2: 208V,1502.34,1434.41,22.46,14.73,7: Mpp,4806,519,2001931035,65.09,214,340.85
06.10.2012 11:55,878,899.42,2442.86,88.44,134.71,2.03,0: -----,5772.8,0: -------,3395.76,59.99,2: 208V,1502.43,1434.5,22.32,14.75,7: Mpp,4841.26,519,2001931035,65.16,216.93,342.95
06.10.2012 12:00,880.49,902.47,2442.94,89.81,137.22,0.11,0: -----,5773.49,0: -------,3396.17,60,2: 208V,1502.51,1434.58,22.45,14.84,7: Mpp,4830.8,519,2001931035,65.4,215.21,340.17
06.10.2012 12:05,889,904.32,2443.02,90.89,140.83,0.63,0: -----,5774.18,0: -------,3396.58,59.99,2: 208V,1502.6,1434.67,22.35,14.85,7: Mpp,4820.26,519,2001931035,65.4,215.71,339.09
06.10.2012 12:10,892.06,913.07,2443.11,90.07,140.87,0.95,0: -----,5774.86,0: -------,3396.97,59.99,2: 208V,1502.68,1434.75,22.48,15.04,7: Mpp,4852.64,519,2001931035,65.73,215.92,337.12
06.10.2012 12:15,900,919.02,2443.19,89.74,138.19,0.43,0: -----,5775.56,0: -------,3397.38,59.99,2: 208V,1502.76,1434.83,22.62,15.04,7: Mpp,4888.26,519,2001931035,65.98,216.07,339.59
06.10.2012 12:20,900,918.44,2443.27,90.55,140.22,1.1,0: -----,5776.25,0: -------,3397.79,59.97,2: 208V,1502.84,1434.91,22.57,14.99,7: Mpp,4874.15,519,2001931035,66.09,215.96,339.71
06.10.2012 12:25,900,922.04,2443.36,89.99,141.22,2.03,0: -----,5776.95,0: -------,3398.2,59.99,2: 208V,1502.93,1435,22.71,15.13,7: Mpp,4890.06,519,2001931035,66.56,215.33,337.66
06.10.2012 12:30,898.94,916.23,2443.44,90.45,139.97,1.48,0: -----,5777.65,0: -------,3398.61,59.97,2: 208V,1503.01,1435.08,22.66,15,7: Mpp,4869.59,519,2001931035,66.6,214.95,339.1
06.10.2012 12:35,909.87,929.83,2443.52,90.94,140.99,1.66,0: -----,5778.33,0: -------,3399.01,59.99,2: 208V,1503.1,1435.16,22.87,15.2,7: Mpp,4926.69,519,2001931035,66.75,215.43,338.61
06.10.2012 12:40,932,952.25,2443.6,89.82,142.36,2.4,0: -----,5779.05,0: -------,3399.44,59.98,2: 208V,1503.18,1435.25,23.41,15.55,7: Mpp,5039.67,519,2001931035,67.46,215.3,338.78
06.10.2012 12:45,921.88,939.5,2443.69,90.45,146.75,0.63,0: -----,5779.76,0: -------,3399.85,59.96,2: 208V,1503.26,1435.33,22.95,15.38,7: Mpp,4940.41,519,2001931035,67.42,215.29,335.69
06.10.2012 12:50,921,938.75,2443.77,90.87,149.57,1.33,0: -----,5780.46,0: -------,3400.26,59.97,2: 208V,1503.35,1435.42,22.84,15.37,7: Mpp,4918.47,519,2001931035,67.2,215.37,334.29
06.10.2012 12:55,923.8,943.98,2443.85,90.85,147.6,2.29,0: -----,5781.15,0: -------,3400.67,59.99,2: 208V,1503.43,1435.5,23.01,15.42,7: Mpp,4947.92,519,2001931035,67.51,215.07,335.33
